t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8011,6511,1500,6446,1067,0.16553,264,272,280,20,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8024,6515,1509,6441,1078,0.16737,264,272,280,21,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8003,6507,1496,6398,1070,0.16724,264,272,288,23,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
4,8003,6498,1505,6409,1118,0.17444,264,272,288,25,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
5,8007,6508,1499,6421,1105,0.17209,264,272,288,25,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
6,8005,6502,1503,6406,1077,0.16812,264,272,288,25,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8006,6505,1501,6428,1106,0.17206,264,280,296,60,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
8,8013,6511,1502,7049,1109,0.15733,256,272,296,1472,1,0,1,0,63.98,2.12,3,87,63.98,19,0,0,0,538,0
9,8005,6503,1502,8697,1642,0.18880,256,272,288,2496,1,1,0,0,63.96,4.07,2,97,63.96,3005,0,0,0,2277,104
10,8005,6505,1500,9033,2027,0.22440,264,280,296,132,1,0,0,0,63.97,11.99,3,97,63.97,0,585,0,0,4323,274
11,8045,6537,1508,8671,1428,0.16469,272,280,328,54,1,0,0,0,63.97,15.84,4,97,63.97,0,2111,89,0,6369,294
12,8029,6523,1506,8358,1176,0.14070,272,296,336,55,1,0,0,0,63.97,15.96,4,97,63.97,0,4261,225,0,8415,294
13,8008,6506,1502,8655,1146,0.13241,272,280,488,34,1,0,0,0,63.97,15.36,5,97,63.97,0,6331,261,0,10294,294
14,8003,6503,1500,8475,1178,0.13900,272,280,312,34,1,0,0,0,63.97,15.47,5,97,63.97,0,8355,284,0,12325,294
15,8010,6507,1503,8631,1250,0.14483,264,280,304,244,1,1,0,0,63.97,7.03,2,100,63.97,1173,9688,293,0,14138,613
16,8040,6533,1507,8645,1313,0.15188,272,296,312,47,1,0,0,0,63.97,14.10,4,100,63.97,0,11873,300,0,15946,710
17,8023,6519,1504,8626,1093,0.12671,272,296,328,54,1,0,0,0,63.97,14.21,5,100,63.97,0,13846,562,0,17630,710
18,8014,6512,1502,8472,1074,0.12677,272,296,432,48,1,0,0,0,63.97,14.52,4,100,63.97,0,15744,671,0,19499,710
19,8031,6524,1507,8492,1117,0.13154,264,280,304,23,1,0,0,0,63.97,15.32,4,100,63.97,0,17611,697,0,21545,710
20,8010,6508,1502,8554,1096,0.12813,264,280,304,216,1,1,0,0,62.97,0.58,6,103,62.98,1092,19413,706,0,23422,744
21,8045,6538,1507,8503,1344,0.15806,264,280,304,43,1,0,0,0,63.96,7.99,2,103,63.96,0,21451,709,0,25468,906
22,8013,6509,1504,8346,1167,0.13983,272,288,304,45,1,0,0,0,63.96,15.79,4,103,63.96,0,23271,747,0,27514,950
23,8045,6538,1507,8203,1032,0.12581,272,304,336,59,1,0,0,0,63.96,15.82,4,103,63.96,0,25417,894,0,29521,950
24,8019,6515,1504,8614,1033,0.11992,264,288,304,41,1,0,0,0,63.96,14.82,5,103,63.96,0,27495,942,0,31295,950
25,8045,6536,1509,8615,995,0.11550,272,280,304,39,1,0,0,0,63.96,14.57,5,103,63.96,0,29387,949,0,33116,950
26,8012,6511,1501,8428,1117,0.13253,272,288,312,264,1,1,0,0,63.97,2.56,8,106,63.97,1323,31265,950,0,35013,1027
27,8007,6505,1502,8592,1306,0.15200,272,288,312,53,1,0,0,0,63.97,9.83,4,106,63.97,0,33197,950,0,36944,1145
28,8005,6507,1498,8592,1157,0.13466,264,280,320,42,1,0,0,0,63.97,14.86,5,106,63.97,0,34904,1021,0,38838,1152
29,7997,6492,1505,8561,1080,0.12615,272,288,304,37,1,0,0,0,63.97,14.88,4,106,63.97,0,36819,1135,0,40644,1152
30,8022,6521,1501,8354,1046,0.12521,272,280,304,37,1,0,0,0,63.96,15.30,4,106,63.96,0,38773,1150,0,42690,1152
31,8005,6506,1499,8320,1093,0.13137,272,288,312,50,1,0,0,0,63.96,15.65,4,106,63.96,0,40731,1152,0,44736,1152
