t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb
1,40000,36000,4000,32515,27940,0.85930,5,10,17,26,0,0,0,0,0,0,0,0,0
2,40018,36016,4002,31727,29348,0.92502,5,11,17,55,0,0,0,0,0,0,0,0,0
3,40012,36011,4001,30041,27276,0.90796,6,11,19,42,0,0,0,0,0,0,0,0,0
4,40014,36011,4003,29589,25533,0.86292,6,11,20,30,0,0,0,0,0,0,0,0,0
5,39998,35999,3999,29675,26586,0.89591,6,11,20,33,0,0,0,0,0,0,0,0,0
6,40015,36014,4001,30493,26281,0.86187,6,12,19,26,0,0,0,0,0,0,0,0,0
7,40209,36189,4020,30892,26927,0.87165,6,12,19,25,0,0,0,0,0,0,0,0,0
8,40010,36007,4003,30622,26145,0.85380,5,12,19,28,0,0,0,0,0,0,0,0,0
9,40067,36062,4005,30564,25505,0.83448,6,11,19,34,0,0,0,0,0,0,0,0,0
10,40041,36036,4005,30615,25672,0.83854,6,12,19,28,0,0,0,0,0,0,0,0,0
11,40036,36033,4003,30703,24625,0.80204,6,12,19,27,0,0,0,0,0,0,0,0,0
12,40008,36007,4001,30604,24123,0.78823,5,11,18,30,0,0,0,0,0,0,0,0,0
13,40013,36011,4002,30307,25224,0.83228,7,14,26,46,0,0,0,0,0,0,0,0,0
14,40005,36005,4000,35254,28450,0.80700,6,14,24,53,0,0,6,0,0,0,0,0,0
15,40021,36019,4002,33229,26764,0.80544,6,14,26,39,0,0,0,0,0,0,0,0,0
16,40006,36005,4001,33587,27461,0.81761,6,11,19,24,0,0,0,0,0,0,0,0,0
17,40002,36001,4001,33245,27167,0.81718,7,14,25,28,0,0,0,0,0,0,0,0,0
18,40102,36093,4009,32586,27232,0.83570,6,14,25,36,0,0,0,0,0,0,0,0,0
19,40051,36046,4005,32261,26270,0.81430,6,11,18,24,0,0,0,0,0,0,0,0,0
20,40003,36003,4000,32481,24962,0.76851,6,12,19,22,0,0,0,0,0,0,0,0,0
21,40008,36007,4001,32260,26672,0.82678,7,15,27,50,0,0,0,0,0,0,0,0,0
22,40106,36095,4011,32232,27152,0.84239,7,15,26,38,0,0,0,0,0,0,0,0,0
23,40053,36049,4004,32308,25594,0.79219,7,16,29,42,0,0,0,0,0,0,0,0,0
24,40154,36137,4017,32709,24193,0.73964,10,20,37,58,0,0,0,0,0,0,0,0,0
25,40016,36015,4001,32744,23313,0.71198,9,17,31,47,0,0,0,0,0,0,0,0,0
26,39998,35998,4000,32464,23430,0.72172,8,15,27,46,0,0,0,0,0,0,0,0,0
27,40011,36010,4001,31769,23514,0.74016,7,12,21,23,0,0,0,0,0,0,0,0,0
28,40030,36027,4003,44113,31059,0.70408,7,13,23,2176,0,24,6,0,0,0,0,0,0
29,40005,36004,4001,30421,25166,0.82726,5,11,19,23,0,0,0,0,0,0,0,0,0
30,40008,36009,3999,30903,25694,0.83144,6,12,20,27,0,0,0,0,0,0,0,0,0
31,40018,36015,4003,31082,25828,0.83096,6,12,21,36,0,0,0,0,0,0,0,0,0
32,40002,36001,4001,30933,25559,0.82627,6,10,19,24,0,0,0,0,0,0,0,0,0
33,40005,36007,3998,30186,25806,0.85490,5,10,16,36,0,0,0,0,0,0,0,0,0
34,40043,36037,4006,29608,24785,0.83710,5,11,17,39,0,0,0,0,0,0,0,0,0
35,40007,36006,4001,29763,25240,0.84803,6,11,17,24,0,0,0,0,0,0,0,0,0
36,40003,36003,4000,29981,24927,0.83143,7,12,19,23,0,0,0,0,0,0,0,0,0
37,40010,36008,4002,29343,25163,0.85755,7,12,20,30,0,0,0,0,0,0,0,0,0
38,40019,36018,4001,28859,24780,0.85866,7,13,19,30,0,0,0,0,0,0,0,0,0
39,40001,36001,4000,29246,23442,0.80155,7,13,20,30,0,0,0,0,0,0,0,0,0
40,40017,36015,4002,30509,23193,0.76020,7,13,20,26,0,0,0,0,0,0,0,0,0
41,39999,35999,4000,31153,23382,0.75055,7,12,20,30,0,0,0,0,0,0,0,0,0
42,40010,36009,4001,35507,26457,0.74512,6,12,20,54,0,0,6,0,0,0,0,0,0
43,40005,36004,4001,33049,25184,0.76202,6,12,21,23,0,0,0,0,0,0,0,0,0
44,40005,36005,4000,33477,24586,0.73441,7,13,22,26,0,0,0,0,0,0,0,0,0
45,40000,35999,4001,33090,27573,0.83327,7,13,22,27,0,0,0,0,0,0,0,0,0
46,40133,36121,4012,32880,27389,0.83300,7,12,20,28,0,0,0,0,0,0,0,0,0
47,40136,36122,4014,33121,26165,0.78998,6,12,18,27,0,0,0,0,0,0,0,0,0
48,40002,36002,4000,32898,25751,0.78275,7,13,21,26,0,0,0,0,0,0,0,0,0
49,40021,36019,4002,32362,25199,0.77866,6,14,22,41,0,0,0,0,0,0,0,0,0
50,40090,36081,4009,32136,24720,0.76923,6,15,23,37,0,0,0,0,0,0,0,0,0
51,40166,36150,4016,31182,24810,0.79565,6,15,23,40,0,0,0,0,0,0,0,0,0
52,40115,36103,4012,31484,24872,0.78999,6,15,22,38,0,0,0,0,0,0,0,0,0
53,40212,36191,4021,30915,26233,0.84855,6,15,23,32,0,0,0,0,0,0,0,0,0
54,39994,35994,4000,30653,26846,0.87580,7,15,23,39,0,0,0,0,0,0,0,0,0
55,40012,36011,4001,30840,26367,0.85496,7,13,20,33,0,0,0,0,0,0,0,0,0
56,40011,36010,4001,30621,27023,0.88250,7,13,22,31,0,0,0,0,0,0,0,0,0
57,40005,36004,4001,34612,29429,0.85025,6,12,19,49,0,0,6,0,0,0,0,0,0
58,40009,36008,4001,31389,26790,0.85348,6,12,19,31,0,0,0,0,0,0,0,0,0
59,40015,36014,4001,32128,26556,0.82657,7,13,22,36,0,0,0,0,0,0,0,0,0
60,40006,36005,4001,33076,25453,0.76953,8,15,25,26,0,0,0,0,0,0,0,0,0
61,40008,36008,4000,32521,26539,0.81606,8,14,22,26,0,0,0,0,0,0,0,0,0
62,40012,36011,4001,32497,25383,0.78109,7,13,22,20,0,0,0,0,0,0,0,0,0
63,39999,35998,4001,32815,24783,0.75523,7,13,22,46,0,0,0,0,0,0,0,0,0
64,40007,36007,4000,33293,24605,0.73904,7,13,21,52,0,0,0,0,0,0,0,0,0
65,40079,36071,4008,33363,25023,0.75002,8,14,25,24,0,0,0,0,0,0,0,0,0
66,40010,36009,4001,32625,25106,0.76953,8,14,23,36,0,0,0,0,0,0,0,0,0
67,39997,35997,4000,31887,25209,0.79057,7,13,22,31,0,0,0,0,0,0,0,0,0
68,40003,36002,4001,31831,25182,0.79112,7,13,21,26,0,0,0,0,0,0,0,0,0
69,40008,36008,4000,31454,26162,0.83175,7,14,22,26,0,0,0,0,0,0,0,0,0
70,40169,36152,4017,31769,26551,0.83575,6,11,18,23,0,0,0,0,0,0,0,0,0
71,40007,36009,3998,35940,27843,0.77471,6,12,19,55,0,0,6,0,0,0,0,0,0
72,39992,35990,4002,33682,25864,0.76789,6,12,19,19,0,0,0,0,0,0,0,0,0
73,40010,36010,4000,33394,25236,0.75570,7,13,22,22,0,0,0,0,0,0,0,0,0
74,40185,36165,4020,32931,25828,0.78431,6,11,20,21,0,0,0,0,0,0,0,0,0
75,40005,36006,3999,32413,26578,0.81998,6,11,19,20,0,0,0,0,0,0,0,0,0
76,40010,36009,4001,32709,26593,0.81302,6,11,19,20,0,0,0,0,0,0,0,0,0
77,40152,36136,4016,32182,27454,0.85309,6,11,18,18,0,0,0,0,0,0,0,0,0
78,40003,36003,4000,32281,26877,0.83260,7,13,20,23,0,0,0,0,0,0,0,0,0
79,40003,36003,4000,32445,27286,0.84099,7,12,21,40,0,0,0,0,0,0,0,0,0
80,40096,36086,4010,33140,26732,0.80664,6,11,19,19,0,0,0,0,0,0,0,0,0
81,40009,36008,4001,32897,26469,0.80460,7,14,21,25,0,0,0,0,0,0,0,0,0
82,40006,36005,4001,32225,26779,0.83100,7,13,21,27,0,0,0,0,0,0,0,0,0
83,40004,36004,4000,31663,27166,0.85797,6,11,19,18,0,0,0,0,0,0,0,0,0
84,40130,36117,4013,31934,25215,0.78960,6,12,19,21,0,0,0,0,0,0,0,0,0
