t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8035,6528,1507,6420,1547,0.24097,336,352,368,68,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8088,6574,1514,6450,1813,0.28109,320,352,360,63,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8085,6568,1517,6472,1644,0.25402,312,344,352,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
4,8070,6561,1509,6429,1584,0.24638,336,352,360,66,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
5,8004,6498,1506,6379,1728,0.27089,312,320,336,37,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
6,8007,6508,1499,6367,1825,0.28663,336,352,368,61,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,1,0,0
7,8093,6573,1520,6421,1954,0.30431,336,352,368,432,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,1,0,0
8,8081,6566,1515,7859,1751,0.22280,312,320,344,2688,1,0,1,0,63.97,0.00,0,87,63.97,18,0,0,1,0,0
9,8010,6508,1502,9435,2005,0.21251,336,352,592,1280,1,1,0,0,63.97,0.02,1,97,63.97,2611,0,0,1,0,0
10,8091,6574,1517,10465,2611,0.24950,320,352,376,264,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,1,0,0
11,8004,6503,1501,11688,3820,0.32683,312,328,352,2176,1,1,0,0,48.91,0.26,10,100,48.93,1624,0,0,1,0,0
12,8087,6571,1516,10050,2116,0.21055,328,352,376,61,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,1,0,0
13,8019,6516,1503,10532,2859,0.27146,328,344,360,86,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,1,0,0
14,8011,6512,1499,9695,2206,0.22754,328,352,368,90,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,1,0,0
15,8021,6514,1507,9492,1991,0.20976,336,352,376,400,1,1,0,0,63.97,0.37,4,103,63.97,1419,0,0,1,0,0
16,8009,6507,1502,9606,2258,0.23506,336,352,376,72,1,0,0,0,63.97,0.11,1,103,63.97,0,0,0,1,0,0
