t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8033,6529,1504,6406,1554,0.24259,336,352,360,66,0,0,0,0,63.96,0.00,0,86,63.96,16378,111158,16378,0
2,8012,6508,1504,6387,1774,0.27775,336,352,360,70,0,0,0,0,63.96,0.05,1,86,63.96,0,111158,16378,0
3,8011,6510,1501,6377,1715,0.26894,336,352,360,68,0,0,0,0,63.96,0.05,1,86,63.96,0,111158,16378,0
4,8015,6511,1504,6388,1636,0.25611,328,352,360,66,0,0,0,0,63.95,0.05,1,86,63.95,0,111158,16378,0
5,8025,6520,1505,6376,1783,0.27964,336,352,360,74,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
6,8090,6573,1517,6431,1862,0.28954,336,352,360,60,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
7,8019,6516,1503,6366,1943,0.30522,336,352,360,61,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
8,8011,6513,1498,6373,1616,0.25357,320,352,360,66,0,0,0,0,63.96,5.81,1,86,63.96,0,111158,16378,0
9,8011,6505,1506,8715,3261,0.37418,320,344,360,2944,1,1,1,0,63.16,0.24,10,97,63.18,3917,112727,17947,0
10,8036,6529,1507,8134,1788,0.21982,336,352,384,59,1,0,0,0,63.97,0.12,2,97,63.97,0,112727,17947,0
11,8030,6524,1506,8210,2293,0.27929,336,352,368,59,1,0,0,0,63.97,0.00,0,97,63.97,0,112727,17947,0
12,8011,6509,1502,8094,1973,0.24376,336,352,368,54,1,0,0,0,63.97,0.00,0,97,63.97,0,112727,17947,0
13,8045,6540,1505,7999,1993,0.24916,320,352,368,61,1,0,0,0,63.98,0.00,0,97,63.98,0,112727,17947,0
14,8079,6561,1518,8449,2826,0.33448,336,352,368,56,1,0,0,0,63.98,0.00,0,97,63.98,0,112727,17947,0
15,8017,6514,1503,8333,2318,0.27817,336,352,368,58,1,0,0,0,63.98,0.00,0,97,63.98,0,112727,17947,0
16,8024,6520,1504,7813,2400,0.30718,336,352,368,56,1,0,0,0,63.98,0.00,0,97,63.98,0,112727,17947,0
17,8006,6506,1500,8639,2218,0.25674,320,344,360,1120,1,1,0,0,63.98,0.43,4,100,63.98,487,112727,17947,0
18,8008,6504,1504,7956,2129,0.26760,320,352,360,64,1,1,0,0,63.97,0.02,1,98,63.97,1747,112727,17947,0
19,8006,6506,1500,7879,2113,0.26818,328,352,360,57,1,0,0,0,63.97,0.10,1,98,63.97,0,112727,17947,0
20,8016,6513,1503,7931,2352,0.29656,336,352,368,60,1,0,0,0,63.97,0.00,0,98,63.97,0,112727,17947,0
21,8084,6568,1516,8312,2232,0.26853,336,352,368,57,1,0,0,0,63.97,0.05,2,98,63.97,0,112727,17947,0
22,8087,6570,1517,7924,2095,0.26439,328,352,368,62,1,0,0,0,63.97,0.00,0,98,63.97,0,112727,17947,0
23,8010,6510,1500,8301,2460,0.29635,336,352,368,60,1,0,0,0,63.97,0.00,0,98,63.97,0,112727,17947,0
24,8010,6507,1503,7602,1909,0.25112,336,352,368,68,1,0,0,0,63.97,0.00,0,98,63.97,0,112727,17947,0
25,8065,6553,1512,8441,2257,0.26739,320,352,360,56,1,0,0,0,63.97,0.00,0,98,63.97,0,112727,17947,0
26,8011,6509,1502,8008,2039,0.25462,320,352,360,112,1,1,0,0,63.97,0.17,3,101,63.97,1695,112727,17947,0
27,8042,6534,1508,8129,2374,0.29204,336,352,368,60,1,0,0,0,63.97,0.16,2,101,63.97,0,112727,17947,0
28,8090,6573,1517,8518,2838,0.33318,320,344,360,61,1,0,0,0,63.97,0.00,0,101,63.97,0,112727,17947,0
29,8007,6506,1501,7634,2380,0.31176,336,352,368,60,1,0,0,0,63.97,0.00,0,101,63.97,0,112727,17947,0
30,8010,6508,1502,8311,2136,0.25701,336,352,360,70,1,0,0,0,63.97,0.00,0,101,63.97,0,112727,17947,0
31,8010,6509,1501,7775,1764,0.22688,336,352,368,58,1,0,0,0,63.97,0.00,0,101,63.97,0,112727,17947,0
32,8012,6509,1503,7803,2090,0.26785,320,344,360,86,1,0,0,0,63.97,0.00,0,101,63.97,0,112727,17947,0
33,8014,6510,1504,8310,1938,0.23321,320,344,360,82,1,1,0,0,63.97,0.18,4,104,63.97,1326,112727,17947,0
34,8012,6510,1502,7741,1902,0.24570,328,352,360,56,1,0,0,0,63.97,0.13,2,104,63.97,0,112727,17947,0
35,8050,6542,1508,8163,2240,0.27441,328,352,360,61,1,0,0,0,63.97,0.13,1,104,63.97,0,112727,17947,0
36,8016,6512,1504,7843,1805,0.23014,336,352,360,55,1,0,0,0,63.97,0.11,1,104,63.97,0,112727,17947,0
37,8008,6509,1499,7969,2003,0.25135,328,352,360,58,1,0,0,0,63.97,0.00,1,104,63.97,0,112727,17947,0
38,8027,6521,1506,8075,2194,0.27170,328,352,360,60,1,0,0,0,63.97,0.02,1,104,63.97,0,112727,17947,0
39,8013,6509,1504,7750,1999,0.25794,336,352,360,59,1,0,0,0,63.97,0.00,0,104,63.97,0,112727,17947,0
40,8090,6573,1517,8281,1786,0.21567,320,344,360,344,1,1,0,0,63.97,0.25,4,101,63.97,1473,112727,17947,0
