t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8017,6514,1503,6457,1046,0.16199,336,352,360,64,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8011,6513,1498,6431,1074,0.16700,336,352,360,62,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8015,6509,1506,6423,1043,0.16239,336,352,360,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
4,8015,6512,1503,6436,1135,0.17635,336,352,360,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
5,8041,6534,1507,6449,1122,0.17398,336,352,360,62,0,0,0,0,63.97,0.00,0,86,63.96,0,0,0,0
6,8011,6509,1502,6434,1093,0.16988,336,352,360,60,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8012,6509,1503,6420,1048,0.16324,336,352,360,62,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8067,6554,1513,7113,1128,0.15858,328,352,360,768,1,0,1,0,63.96,0.00,0,87,63.96,10,0,0,0
9,8005,6504,1501,8654,1570,0.18142,328,352,624,2560,1,1,0,0,63.96,0.11,6,97,63.96,2929,0,0,0
10,8010,6508,1502,7878,1662,0.21097,336,352,376,57,1,0,0,0,63.97,0.06,2,97,63.97,0,0,0,0
11,8090,6573,1517,8510,1911,0.22456,320,352,368,50,1,0,0,0,63.97,0.02,1,97,63.97,0,0,0,0
12,8085,6569,1516,8707,1648,0.18927,328,352,544,62,1,0,0,0,63.97,0.02,1,97,63.97,0,0,0,0
13,8010,6508,1502,7661,1331,0.17374,336,352,368,53,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
14,8023,6521,1502,8491,1568,0.18467,336,352,368,58,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
15,8016,6511,1505,7829,1383,0.17665,336,352,376,55,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
