t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8072,6558,1514,6437,2984,0.46357,320,344,352,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8063,6551,1512,6395,3424,0.53542,16,344,352,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8021,6517,1504,6321,3801,0.60133,14,344,352,57,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0
4,8015,6513,1502,6322,3712,0.58716,14,344,352,55,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0
5,8011,6515,1496,6323,3758,0.59434,15,344,352,54,0,0,0,0,63.96,0.03,1,86,63.96,0,0,0,0
6,8022,6512,1510,6357,3513,0.55262,15,344,352,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8024,6519,1505,6366,3563,0.55969,15,344,352,68,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8073,6559,1514,6824,3732,0.54689,16,344,352,2560,1,0,1,0,63.98,0.05,1,87,63.98,883,0,0,0
9,8077,6565,1512,8894,4269,0.47999,256,336,352,2752,1,1,0,0,63.99,0.25,8,97,63.99,4417,0,0,0
10,8004,6503,1501,9309,4374,0.46987,272,336,352,58,1,0,0,0,63.98,0.32,7,97,63.98,0,0,0,0
11,8003,6502,1501,9035,4369,0.48356,312,344,352,55,1,0,0,0,63.98,0.00,0,97,63.98,0,419,419,0
12,8016,6513,1503,8746,4532,0.51818,312,344,352,60,1,0,0,0,63.97,0.12,1,97,63.97,0,883,883,0
13,8089,6572,1517,9091,3615,0.39765,312,336,352,52,1,0,0,0,63.97,0.11,2,97,63.97,0,883,883,0
14,8057,6545,1512,9054,3281,0.36238,312,336,344,82,1,1,0,0,59.01,0.08,3,100,59.02,2616,883,883,0
15,8089,6572,1517,8891,3396,0.38196,312,344,352,60,1,0,0,0,63.97,0.03,1,100,63.97,0,883,883,0
16,8023,6520,1503,8805,4104,0.46610,312,344,352,52,1,0,0,0,63.97,0.03,1,100,63.97,0,883,883,0
17,8061,6549,1512,9395,3523,0.37499,312,336,352,51,1,0,0,0,63.97,0.00,0,100,63.97,0,883,883,0
18,8085,6568,1517,8724,3417,0.39168,312,344,352,1344,1,1,0,0,63.97,0.09,5,103,63.97,907,883,883,0
19,8011,6510,1501,9041,3287,0.36357,312,344,352,51,1,0,0,0,63.97,0.30,5,103,63.97,0,883,883,0
