t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,763413,759393,4020,776772,749967,0.96549,2,15,27,3072,0,3,0,0,127.97,0.00,0,113,127.97,0,0,0,0
2,893378,889360,4018,880379,879992,0.99956,2,14,26,39,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
3,935453,931431,4022,916506,911217,0.99423,2,13,25,40,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
4,926567,922555,4012,904474,901969,0.99723,2,14,25,37,0,0,0,0,127.97,0.01,1,113,127.97,0,0,0,0
5,937888,933866,4022,914561,910287,0.99533,2,13,25,40,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
6,1012389,1008385,4004,985951,983540,0.99755,2,11,21,33,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
7,1190697,1186681,4016,1157264,1152950,0.99627,2,8,14,25,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
8,1205458,1201437,4021,1171648,1164907,0.99425,2,8,14,27,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
9,1168937,1164934,4003,1132690,1128475,0.99628,2,8,15,29,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
10,1180875,1176860,4015,1142823,1139329,0.99694,2,8,15,30,0,0,0,0,127.97,0.00,1,113,127.97,0,0,0,0
11,1043389,1039387,4002,1009470,1001540,0.99214,2,10,19,31,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
12,1015278,1011258,4020,980074,976625,0.99648,2,10,19,40,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
13,548761,544743,4018,574309,541777,0.94335,3,16,32,3392,0,4,1,0,127.97,0.08,2,122,127.97,0,0,0,0
14,562958,558946,4012,607198,558078,0.91910,3,16,28,3328,1,4,0,0,127.98,0.00,0,118,127.98,0,0,0,0
15,773804,769782,4022,791643,758305,0.95789,2,14,26,3072,0,3,0,0,127.97,0.00,0,115,127.97,0,0,0,0
16,908927,904906,4021,907170,888987,0.97996,2,13,24,2048,0,1,0,0,127.97,0.00,0,114,127.97,0,0,0,0
17,843393,839371,4022,831121,827265,0.99536,2,14,25,37,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
18,846277,842256,4021,831140,828196,0.99646,2,14,25,35,0,0,0,0,127.97,0.05,1,114,127.97,0,0,0,0
19,1024252,1020230,4022,1006312,996058,0.98981,2,11,20,33,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
20,1017196,1013175,4021,1001265,997170,0.99591,2,11,21,32,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
21,725864,721842,4022,712993,708604,0.99384,3,16,30,42,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
22,602009,597987,4022,589642,584433,0.99117,3,26,48,80,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
23,565487,561465,4022,552135,546280,0.98940,3,19,52,90,0,0,0,0,127.97,0.12,3,114,127.97,0,0,0,0
24,577465,573459,4006,563403,550917,0.97784,3,22,52,68,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
25,588877,584855,4022,573939,567421,0.98864,3,22,54,76,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
26,587308,583298,4010,570683,564927,0.98991,4,21,55,76,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
27,474976,470969,4007,489392,462087,0.94421,3,22,59,3328,1,2,1,0,127.95,0.00,0,124,127.95,0,0,0,0
28,508684,504666,4018,542394,503543,0.92837,3,18,49,3648,1,4,0,0,127.98,0.00,0,120,127.98,0,0,0,0
29,536404,532382,4022,559148,524041,0.93721,3,22,50,3392,1,4,0,0,127.98,0.00,0,116,127.98,0,0,0,0
30,471191,467169,4022,482139,458603,0.95118,3,20,56,3840,0,2,0,0,127.98,0.00,0,114,127.98,0,0,0,0
31,623361,619354,4007,611464,607614,0.99370,3,24,49,64,0,0,0,0,127.97,0.25,2,114,127.97,0,0,0,0
32,527688,523666,4022,516187,509811,0.98765,3,18,58,212,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
33,650043,646021,4022,633729,630210,0.99445,3,16,35,94,0,0,0,0,127.97,0.09,1,114,127.97,0,0,0,0
34,634937,630929,4008,616685,614451,0.99638,3,19,43,55,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
35,586005,581992,4013,568207,563049,0.99092,3,22,47,68,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
36,597158,593141,4017,577787,574797,0.99483,3,21,52,76,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
37,667640,663617,4023,642248,638548,0.99424,3,14,45,76,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
38,730102,726080,4022,699644,694931,0.99326,3,16,27,39,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
39,736295,732274,4021,708032,704903,0.99558,3,16,26,37,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
40,1062386,1058364,4022,1027892,1015488,0.98793,2,9,17,36,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
41,802655,798634,4021,839722,790529,0.94142,2,11,21,3456,1,5,1,0,127.98,0.00,0,121,127.98,0,0,0,0
42,816563,812541,4022,866078,804214,0.92857,2,11,21,3456,0,6,0,0,127.97,0.00,0,115,127.97,0,0,0,0
43,1146418,1142397,4021,1145860,1123772,0.98072,2,8,14,2624,0,1,0,0,127.97,0.00,1,114,127.97,0,0,0,0
44,1224187,1220166,4021,1212357,1208966,0.99720,2,8,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
45,1202810,1198793,4017,1188411,1183757,0.99608,2,8,14,27,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
46,1115688,1111673,4015,1100777,1094407,0.99421,2,9,17,30,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
47,1204449,1200427,4022,1188725,1184397,0.99636,2,8,14,25,0,0,0,0,127.97,0.11,1,114,127.97,0,0,0,0
48,1221328,1217307,4021,1205330,1194784,0.99125,2,8,13,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
49,1222008,1217986,4022,1204254,1198339,0.99509,2,8,13,26,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
50,1210490,1206469,4021,1189965,1188351,0.99864,2,8,14,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
51,1207846,1203842,4004,1184951,1176576,0.99293,2,8,13,21,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
52,1223822,1219817,4005,1198999,1195011,0.99667,2,8,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
53,1173696,1169675,4021,1146828,1145565,0.99890,2,8,15,26,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
54,905666,901659,4007,880542,876020,0.99486,2,12,22,44,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
55,837043,833031,4012,868950,828713,0.95369,2,10,21,3392,1,4,1,0,127.98,0.00,0,122,127.98,0,0,0,0
56,781139,777104,4035,837179,768644,0.91814,2,11,22,3584,0,7,0,0,127.98,0.00,0,114,127.98,0,0,0,0
57,1200198,1196177,4021,1194199,1182611,0.99030,2,8,14,47,1,0,0,0,127.98,0.11,1,114,127.98,0,0,0,0
58,1202325,1198316,4009,1186349,1180934,0.99544,2,8,14,48,0,1,0,0,127.97,0.00,0,113,127.97,0,0,0,0
