t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8063,6549,1514,6417,2999,0.46735,328,344,360,59,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8068,6557,1511,6414,3405,0.53087,21,344,360,59,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8012,6508,1504,6315,3749,0.59367,15,344,352,56,0,0,0,0,63.96,0.04,1,86,63.96,0,0,0,0,0,0
4,8014,6514,1500,6321,3715,0.58772,14,344,352,56,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0,0,0
5,8025,6520,1505,6344,3738,0.58922,16,344,352,74,0,0,0,0,63.96,0.04,1,86,63.96,0,0,0,0,0,0
6,8057,6545,1512,6369,3524,0.55331,17,344,352,64,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8092,6575,1517,6406,3573,0.55776,16,344,352,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
8,8011,6511,1500,6775,3732,0.55085,18,344,352,2176,1,0,1,0,63.98,0.83,4,87,63.98,894,0,0,0,1098,315
9,8010,6506,1504,8853,4326,0.48865,28,336,352,2816,1,1,0,0,63.96,4.13,8,97,63.96,4432,0,0,0,2544,1006
10,8000,6500,1500,9212,4275,0.46407,312,344,360,62,1,0,0,0,63.96,8.03,7,97,63.96,0,85,51,0,3713,1150
11,8083,6568,1515,9190,4116,0.44788,328,352,360,61,1,0,0,0,63.97,12.55,6,97,63.97,0,1489,912,0,4994,1205
12,8007,6505,1502,8758,3846,0.43914,312,336,352,86,1,0,0,0,63.97,14.88,7,97,63.97,0,3083,999,0,7072,1205
13,8010,6508,1502,8653,3323,0.38403,320,344,360,54,1,0,0,0,63.97,15.40,10,97,63.97,0,4252,1065,0,8288,1205
14,8008,6508,1500,8502,3150,0.37050,320,344,360,496,1,1,0,0,63.91,10.60,6,100,63.91,961,4913,1175,0,9423,1430
15,8092,6573,1519,9164,2817,0.30740,328,344,360,56,1,0,0,0,63.97,9.12,4,100,63.97,0,6669,1190,0,9786,1589
