t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,40421,36379,4042,44156,33755,0.76445,7,17,26,400,0,1,0,0,117.31,4.35,2,113,117.31,61261,17932,12556,0,34617,25132
2,40410,36369,4041,36006,33618,0.93368,5,14,23,51,0,0,0,0,126.36,4.35,2,113,126.36,0,18004,12556,0,34617,26183
3,40233,36210,4023,35636,32770,0.91958,8,20,29,55,0,0,0,0,127.97,4.26,2,113,127.97,0,20407,13492,0,34617,26419
4,40328,36295,4033,35596,32009,0.89923,10,23,32,61,0,0,0,0,127.97,0.00,0,113,127.97,0,23305,15131,0,34617,26440
5,40070,36063,4007,35307,32493,0.92030,10,23,31,61,0,0,0,0,127.97,0.00,0,113,127.97,0,24693,16516,0,34617,26440
6,40047,36042,4005,35263,31275,0.88691,9,21,30,58,0,0,0,0,127.97,0.00,0,113,127.97,0,26182,18005,0,34617,26440
7,40198,36178,4020,35311,31812,0.90091,10,24,32,60,0,0,0,0,127.97,0.00,0,113,127.97,0,27187,19010,0,34617,26440
8,40063,36057,4006,35156,30982,0.88127,10,23,32,60,0,0,0,0,127.97,0.14,3,113,127.97,0,28303,20126,0,34617,26440
9,40113,36101,4012,35128,30496,0.86814,10,24,33,63,0,0,0,0,127.97,0.00,0,113,127.97,0,30019,21842,0,34617,26440
10,40364,36328,4036,35318,30757,0.87086,10,24,33,61,0,0,0,0,127.97,0.01,1,113,127.97,0,31123,22946,0,34617,26440
11,40217,36195,4022,35173,29284,0.83257,10,23,33,57,0,0,0,0,127.97,0.00,0,113,127.97,0,32935,24758,0,34617,26440
12,40058,36053,4005,34966,29379,0.84022,10,24,33,59,0,0,0,0,127.97,0.00,0,113,127.97,0,33286,25109,0,34617,26440
13,40194,36174,4020,85758,49160,0.57324,4,18,30,3648,1,5,1,0,109.19,4.09,6,121,109.20,18219,33664,25487,0,46440,30734
14,40084,36076,4008,91822,44379,0.48332,3,11,20,3776,1,6,0,0,114.31,25.62,13,115,114.32,13317,35062,26885,0,59755,38879
15,40420,36378,4042,41711,30152,0.72288,8,20,28,104,0,1,0,0,127.97,20.54,9,114,127.97,0,37333,27353,0,59755,41965
16,40129,36117,4012,35816,30039,0.83870,9,23,32,55,0,0,0,0,127.97,12.91,5,114,127.97,0,42476,29170,0,59755,42286
17,40192,36171,4021,35845,30634,0.85462,10,23,33,58,0,0,0,0,127.97,1.56,4,114,127.97,0,47258,30245,0,59755,42303
18,40213,36193,4020,35682,31246,0.87568,10,23,33,59,0,0,0,0,127.97,0.01,1,114,127.97,0,50863,33411,0,59755,42303
19,40072,36066,4006,35562,29514,0.82993,10,24,34,68,0,0,0,0,127.97,0.00,0,114,127.97,0,54295,36843,0,59755,42303
20,40336,36301,4035,35850,29352,0.81874,10,23,32,66,0,0,0,0,127.97,0.10,2,114,127.97,0,55936,38484,0,59755,42303
21,40105,36094,4011,35621,31018,0.87078,10,23,32,59,0,0,0,0,127.97,0.00,0,114,127.97,0,57035,39583,0,59755,42303
22,40140,36126,4014,35638,31381,0.88055,9,22,31,59,0,0,0,0,127.97,0.00,0,114,127.97,0,57712,40260,0,59755,42303
