t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8019,6516,1503,6390,2947,0.46119,336,352,360,64,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8013,6511,1502,6366,3375,0.53016,19,344,352,60,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8022,6517,1505,6322,3759,0.59459,17,352,360,61,0,0,0,0,63.96,0.05,1,86,63.96,0,0,0,0,0,0
4,8056,6546,1510,6348,3648,0.57467,18,352,360,64,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0,0,0
5,8027,6522,1505,6336,3754,0.59249,17,344,360,59,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0,0,0
6,8017,6513,1504,6366,3494,0.54885,19,352,360,68,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8073,6559,1514,6405,3561,0.55597,19,352,360,60,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0,0,0
8,8017,6515,1502,7344,3531,0.48080,18,344,360,1952,1,0,1,0,63.97,1.07,6,87,63.97,13,0,0,0,267,0
9,8024,6520,1504,9393,3899,0.41510,31,344,360,2496,1,1,0,0,63.97,0.53,7,97,63.97,4595,0,0,0,391,79
10,8053,6542,1511,12851,7207,0.56081,27,344,360,1472,1,0,0,0,63.97,0.15,3,97,63.97,0,0,0,0,391,202
11,8084,6568,1516,9162,3698,0.40362,304,344,352,59,1,0,0,0,63.97,4.34,2,97,63.97,0,178,1,0,1503,213
12,8014,6511,1503,9878,2845,0.28801,320,336,352,1280,1,1,0,0,55.61,0.00,0,100,55.62,1328,336,158,0,1503,342
13,8004,6509,1495,8673,3166,0.36504,320,344,360,55,1,0,0,0,63.97,4.51,5,100,63.97,0,360,182,0,2615,342
14,8091,6571,1520,8943,4285,0.47915,304,344,360,63,1,0,0,0,63.97,11.82,6,100,63.97,0,1403,249,0,4526,342
15,8082,6565,1517,9271,2520,0.27182,320,344,360,55,1,0,0,0,63.97,10.87,5,100,63.97,0,2052,336,0,4839,342
16,8018,6519,1499,9050,2880,0.31823,312,344,360,1600,1,1,0,0,63.97,3.55,2,103,63.97,365,3196,337,0,5678,351
17,8080,6560,1520,9536,2995,0.31407,312,344,352,864,1,1,0,0,63.97,0.09,2,102,63.97,2039,4020,338,0,5678,622
18,8073,6562,1511,10238,4149,0.40525,328,352,360,128,1,0,0,0,63.97,0.01,1,102,63.97,0,4524,340,0,5678,699
19,8027,6519,1508,10196,3985,0.39084,328,352,360,90,1,0,0,0,63.97,0.00,0,102,63.97,0,4849,341,0,5678,699
