t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8049,6539,1510,7039,3319,0.47152,256,280,528,43,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8045,6536,1509,7008,3711,0.52954,11,264,512,50,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8004,6504,1500,6923,4215,0.60884,7,264,512,16,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0,0,0
4,8012,6509,1503,6902,4075,0.59041,7,264,512,16,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
5,8004,6503,1501,6905,4114,0.59580,7,264,512,16,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0,0,0
6,8003,6506,1497,6957,3994,0.57410,8,272,512,28,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8042,6531,1511,7012,4071,0.58058,8,272,512,35,0,0,0,0,63.96,0.16,1,86,63.96,0,0,0,0,0,0
8,8018,6519,1499,8013,4347,0.54249,10,264,512,2560,1,0,1,0,63.98,0.46,5,87,63.98,485,0,0,0,599,360
9,8015,6514,1501,10582,5123,0.48412,13,264,512,2304,1,1,0,0,63.98,4.13,6,97,63.98,4620,0,0,0,1983,780
10,8003,6497,1506,12003,6551,0.54578,256,272,512,102,1,0,0,0,63.98,11.57,11,97,63.98,0,278,256,0,3854,890
11,8017,6514,1503,10106,4975,0.49228,256,280,736,38,1,0,0,0,63.97,16.97,7,97,63.97,0,1857,537,0,6557,894
12,8009,6508,1501,10762,3997,0.37140,256,288,544,2048,1,1,0,0,50.53,8.80,8,100,50.55,1181,3595,730,0,7768,911
13,8003,6501,1502,10857,4372,0.40269,256,272,528,39,1,0,0,0,63.98,10.77,10,100,63.98,0,4257,742,0,8880,1544
14,8001,6501,1500,10967,5101,0.46512,256,272,528,31,1,0,0,0,63.97,14.25,9,100,63.97,0,6036,818,0,10519,1695
15,7990,6493,1497,11276,3752,0.33274,256,280,528,47,1,0,0,0,63.98,9.93,7,100,63.98,0,7841,932,0,11104,1695
16,7988,6489,1499,11470,3427,0.29878,256,280,528,1952,1,1,0,0,63.97,8.68,3,103,63.97,1924,8421,1233,0,11104,1695
17,7987,6489,1498,11666,5129,0.43965,256,280,528,164,1,0,0,0,63.97,4.21,4,103,63.97,0,10485,1559,0,12177,1858
18,7987,6491,1496,10893,4431,0.40677,256,272,528,66,1,0,0,0,63.97,8.69,4,103,63.97,0,10921,1694,0,13328,1877
19,8015,6513,1502,10854,4242,0.39082,256,272,528,1696,1,1,0,0,60.45,6.16,5,106,60.46,849,10927,1700,0,14246,1886
20,8003,6502,1501,11557,3466,0.29990,256,288,528,28,1,0,0,0,63.97,4.13,4,106,63.97,0,11952,1743,0,14246,1886
21,8002,6500,1502,10952,4916,0.44887,256,272,528,148,1,0,0,0,63.97,10.03,6,106,63.97,0,13280,1790,0,15921,1886
22,8007,6506,1501,10856,3972,0.36588,256,272,528,1440,1,1,0,0,60.33,8.77,6,103,60.33,1742,14221,1861,0,16743,1898
23,7991,6493,1498,11375,4305,0.37846,256,280,528,608,1,0,0,0,63.96,2.61,2,103,63.96,0,14471,1881,0,17308,1997
24,8010,6508,1502,11220,4898,0.43654,256,280,528,42,1,0,0,0,63.97,8.85,6,103,63.97,0,16195,1881,0,18968,2182
25,8020,6516,1504,11479,3121,0.27189,256,288,528,1440,1,1,0,0,58.15,4.40,4,106,58.16,651,16462,1901,0,18968,2242
26,8004,6504,1500,11402,3120,0.27364,256,280,528,672,1,0,0,0,63.97,2.98,3,106,63.97,0,17039,1953,0,18968,2270
27,8017,6514,1503,11208,3876,0.34582,256,280,528,50,1,0,0,0,63.97,3.00,3,106,63.97,0,18738,2099,0,19726,2303
28,7997,6497,1500,10670,4293,0.40234,256,280,528,2560,1,1,0,0,58.71,8.40,6,109,58.72,1042,18923,2258,0,21082,2303
29,7994,6496,1498,11748,4201,0.35759,256,280,528,1280,1,0,0,0,63.96,7.68,3,109,63.96,0,18930,2265,0,21082,2303
30,7998,6498,1500,10995,4781,0.43483,252,272,512,156,1,0,0,0,63.97,9.05,5,109,63.97,0,19721,2283,0,22194,2303
31,7994,6495,1499,11472,4258,0.37116,252,272,528,2688,1,1,0,0,63.97,1.82,1,112,63.97,1322,20599,2286,0,22194,2311
32,8037,6531,1506,10725,4377,0.40811,256,280,528,20,1,0,0,0,63.96,4.51,4,112,63.96,0,21102,2295,0,23333,2404
33,8026,6521,1505,10658,4345,0.40767,256,272,528,44,1,0,0,0,63.96,8.89,5,112,63.96,0,22092,2302,0,24446,2404
34,7997,6497,1500,10196,5231,0.51304,236,272,528,31,1,0,0,0,63.96,14.61,7,112,63.96,0,22907,2380,0,26669,2404
35,7998,6498,1500,11283,3967,0.35159,256,272,528,2304,1,1,0,0,59.73,8.69,4,115,59.73,467,23460,2404,0,26669,2521
36,8009,6507,1502,11235,4195,0.37339,31,280,528,2432,1,0,0,0,63.96,8.69,3,115,63.96,0,24135,2404,0,26669,2637
37,8014,6511,1503,10705,4993,0.46642,12,280,544,68,1,0,0,0,63.96,7.15,7,115,63.96,0,25765,2404,0,27781,2637
38,8010,6509,1501,10328,4496,0.43532,7,272,512,2432,0,1,0,0,63.95,4.50,4,112,63.95,0,26436,2404,0,27781,2637
39,8026,6521,1505,7609,4129,0.54265,248,272,512,50,0,0,0,0,63.96,2.59,1,112,63.96,0,26632,2600,0,27781,2637
40,8003,6504,1499,7552,3844,0.50900,256,272,528,26,0,0,0,0,63.95,0.08,4,112,63.95,0,27230,2637,0,27781,2814
41,8000,6497,1503,7554,3427,0.45367,256,280,528,416,0,0,0,0,63.95,0.18,2,112,63.95,0,27581,2637,0,27781,2837
