t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8009,6505,1504,3996,2096,0.52452,13,352,360,66,0,0,0,0,63.96,0.23,3,86,63.96,16378,111158,16378,0
2,8091,6576,1515,4000,2007,0.50175,14,352,360,61,0,0,0,0,63.96,0.21,3,86,63.96,0,111158,16378,0
3,8083,6566,1517,3938,1960,0.49771,13,352,360,63,0,0,0,0,63.96,0.36,3,86,63.96,0,111158,16378,0
4,8011,6510,1501,3948,1997,0.50583,12,344,360,64,0,0,0,0,63.95,0.07,1,86,63.95,0,111158,16378,0
5,8014,6509,1505,3910,1971,0.50409,14,352,360,68,0,0,0,0,63.95,0.05,1,86,63.95,0,111158,16378,0
6,8091,6576,1515,4000,2006,0.50150,14,352,360,66,0,0,0,0,63.96,0.05,1,86,63.96,0,111158,16378,0
7,8008,6508,1500,3929,2016,0.51311,14,352,360,64,0,0,0,0,63.96,0.07,1,86,63.96,0,111158,16378,0
8,8042,6533,1509,3908,1980,0.50665,13,352,360,70,0,0,0,0,63.96,5.82,2,86,63.96,0,111158,16378,0
9,8010,6509,1501,8124,5663,0.69707,12,344,360,2752,1,1,1,0,61.41,0.11,9,97,61.43,7543,112712,17932,0
10,8056,6543,1513,7273,4771,0.65599,11,344,360,63,1,0,0,0,63.97,0.14,8,97,63.97,0,112712,17932,0
11,8021,6517,1504,7171,4470,0.62334,9,328,352,48,1,0,0,0,63.97,0.14,6,97,63.97,0,112712,17932,0
12,8007,6506,1501,6982,4199,0.60140,13,344,360,61,1,0,0,0,63.97,0.38,8,97,63.97,0,112712,17932,0
13,8008,6507,1501,6951,4027,0.57934,13,344,360,63,1,0,0,0,63.97,0.21,6,97,63.97,0,112712,17932,0
14,8013,6510,1503,6397,3623,0.56636,12,344,360,62,1,0,0,0,63.97,0.15,4,97,63.97,0,112712,17932,0
15,8026,6523,1503,5975,1935,0.32385,19,352,360,74,1,1,0,0,63.98,0.93,9,100,63.98,1021,112712,17932,0
16,8016,6512,1504,6229,1871,0.30037,16,352,360,64,1,0,0,0,63.97,0.18,5,100,63.97,0,112712,17932,0
17,8011,6508,1503,5953,2166,0.36385,14,352,360,57,1,0,0,0,63.97,0.17,5,100,63.97,0,112712,17932,0
18,8009,6508,1501,5900,2360,0.40000,13,352,360,70,1,0,0,0,63.97,0.16,3,100,63.97,0,112712,17932,0
19,8007,6506,1501,6142,2559,0.41664,10,344,360,53,1,0,0,0,63.97,0.18,3,100,63.97,0,112712,17932,0
