t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,40030,36027,4003,69134,42221,0.61071,3,9,17,3648,0,4,0,0,112.35,0.00,0,113,112.36,71065,0,0,0,20773,14079
2,40426,36383,4043,35998,35313,0.98097,8,16,28,60,0,0,0,0,115.03,0.00,0,113,115.04,0,0,0,0,20773,17910
3,40343,36309,4034,35694,33266,0.93198,9,21,36,78,0,0,0,0,124.34,0.04,1,113,124.37,0,0,0,0,20773,18803
4,40088,36080,4008,35395,31900,0.90126,9,23,39,88,0,0,0,0,127.97,0.00,0,113,127.97,0,1351,681,0,20773,18886
5,40096,36085,4011,35325,32499,0.92000,10,25,42,108,0,0,0,0,127.97,0.00,0,113,127.97,0,3655,2266,0,20773,18891
6,40300,36271,4029,35500,31435,0.88549,8,21,34,76,0,0,0,0,127.97,0.00,0,113,127.97,0,7333,5451,0,20773,18891
7,40049,36044,4005,35219,31707,0.90028,9,23,39,90,0,0,0,0,127.97,0.00,0,113,127.97,0,10166,8284,0,20773,18891
8,40038,36034,4004,35083,30854,0.87946,9,22,38,78,0,0,0,0,127.97,0.13,3,113,127.97,0,13505,11623,0,20773,18891
9,40321,36289,4032,35229,30629,0.86943,9,24,45,96,0,0,0,0,127.97,0.09,1,113,127.97,0,15503,13621,0,20773,18891
10,40080,36072,4008,35022,30489,0.87057,9,22,39,86,0,0,0,0,127.97,0.00,0,113,127.97,0,16786,14904,0,20773,18891
11,40328,36295,4033,35184,29282,0.83225,8,21,35,74,0,0,0,0,127.97,0.00,0,113,127.97,0,18795,16913,0,20773,18891
12,40069,36063,4006,34860,29202,0.83769,9,22,36,74,0,0,0,0,127.97,0.00,0,113,127.97,0,19877,17995,0,20773,18891
13,40023,36020,4003,80647,49824,0.61780,3,16,25,3584,1,5,1,0,114.45,16.70,9,121,114.45,18609,21600,19718,0,37061,24821
14,40032,36028,4004,95336,48242,0.50602,3,15,24,3648,1,6,0,0,116.23,8.92,5,115,117.12,13809,21786,19869,0,51396,34619
15,40012,36012,4000,42836,35145,0.82045,2,11,19,180,0,1,0,0,123.55,4.34,2,114,123.55,0,21795,19870,0,52889,44146
16,40415,36373,4042,36106,33064,0.91575,2,13,20,29,0,0,0,0,127.97,0.00,0,114,127.97,0,23706,20457,0,52889,47178
17,40012,36010,4002,35642,31407,0.88118,2,12,19,27,0,0,0,0,127.97,0.06,1,114,127.97,0,27941,23114,0,52889,47756
18,40016,36016,4000,35552,31104,0.87489,2,11,18,26,0,0,0,0,127.97,0.00,0,114,127.97,0,32388,27278,0,52889,47779
19,40408,36366,4042,35888,29944,0.83437,6,18,25,50,0,0,0,0,127.97,0.01,1,114,127.97,0,38315,33205,0,52889,47779
20,40199,36179,4020,35742,29211,0.81727,9,23,41,88,0,0,0,0,127.97,0.07,2,114,127.97,0,44351,39241,0,52889,47779
21,40171,36155,4016,35705,31093,0.87083,8,21,35,68,0,0,0,0,127.97,0.00,0,114,127.97,0,47228,42118,0,52889,47779
22,40158,36141,4017,35600,31349,0.88059,9,23,38,86,0,0,0,0,127.97,0.00,0,114,127.97,0,48280,43170,0,52889,47779
23,40050,36046,4004,35449,29824,0.84132,9,24,43,92,0,0,0,0,127.97,0.01,2,114,127.97,0,49793,44683,0,52889,47779
24,40338,36305,4033,35675,27733,0.77738,10,24,41,84,0,0,0,0,127.97,0.00,0,114,127.97,0,50332,45222,0,52889,47779
25,40412,36370,4042,35636,27831,0.78098,9,24,42,86,0,0,0,0,127.97,0.00,0,114,127.97,0,51058,45948,0,52889,47779
26,40205,36185,4020,35407,28364,0.80108,10,25,42,86,0,0,0,0,127.97,0.00,0,114,127.97,0,52049,46939,0,52889,47779
27,40140,36128,4012,71635,40450,0.56467,5,19,30,3520,1,4,1,0,117.39,2.30,2,122,117.39,13619,53605,48495,0,65241,51771
28,40386,36344,4042,96834,48485,0.50070,3,14,23,3584,1,6,0,0,123.44,18.99,9,116,123.44,13171,54034,48924,0,82803,60910
29,40550,36496,4054,46461,37246,0.80166,5,14,26,2560,0,2,0,0,117.62,1.95,1,114,117.62,1158,54415,49016,0,84146,69570
30,40449,36403,4046,36074,35068,0.97211,7,15,32,76,0,0,0,0,121.56,1.96,2,114,121.56,0,54415,49016,0,84146,74179
31,40421,36379,4042,35949,31965,0.88918,6,18,30,62,0,0,0,0,127.97,0.07,3,114,127.97,0,56756,49493,0,84146,75439
32,40026,36024,4002,35501,31033,0.87414,9,23,41,82,0,0,0,0,127.97,0.04,2,114,127.97,0,60884,52514,0,84146,75643
33,40091,36082,4009,35395,31703,0.89569,8,20,36,112,0,0,0,0,127.97,0.00,0,114,127.97,0,64559,56056,0,84146,75643
34,40340,36306,4034,35484,31581,0.89001,4,17,29,144,0,0,0,0,127.97,0.00,0,114,127.97,0,68458,59955,0,84146,75643
35,40217,36195,4022,35342,31483,0.89081,3,9,18,32,0,0,0,0,127.97,0.02,1,114,127.97,0,72051,63548,0,84146,75643
36,40284,36256,4028,35302,31543,0.89352,3,10,19,28,0,0,0,0,127.97,0.00,0,114,127.97,0,74104,65601,0,84146,75643
37,40023,36020,4003,34795,31381,0.90188,2,8,16,31,0,0,0,0,127.97,0.00,0,114,127.97,0,75432,66929,0,84146,75643
38,40006,36006,4000,34686,31449,0.90668,2,8,15,22,0,0,0,0,127.97,0.00,0,114,127.97,0,76358,67855,0,84146,75643
39,40071,36064,4007,34859,30296,0.86910,3,7,13,19,0,0,0,0,127.97,0.01,2,114,127.97,0,77411,68908,0,84146,75643
40,40111,36099,4012,35011,27832,0.79495,3,7,13,19,0,0,0,0,127.97,0.00,0,114,127.97,0,79099,70596,0,84146,75643
41,40035,36032,4003,75997,45961,0.60477,3,10,21,3264,1,4,1,0,118.73,10.51,6,122,118.73,16067,84120,75617,0,103834,80959
42,40030,36027,4003,96368,39986,0.41493,2,10,20,3392,1,6,0,0,127.97,24.14,13,116,127.97,7830,90059,77220,0,119728,91935
43,40102,36092,4010,48388,33347,0.68916,2,8,15,3008,0,2,0,0,127.97,0.01,1,114,127.97,98,93585,77846,0,122183,99314
44,40237,36213,4024,35981,32879,0.91379,2,10,18,33,0,0,0,0,127.97,0.00,1,114,127.97,0,96616,79294,0,122183,103311
45,40017,36015,4002,35692,31738,0.88922,7,18,29,3712,0,0,0,0,127.97,0.00,0,114,127.97,0,100399,82460,0,122183,103996
46,40030,36027,4003,35662,30837,0.86470,5,13,22,34,0,0,0,0,127.97,0.02,1,114,127.97,0,104562,86443,0,122183,104058
47,40418,36377,4041,36012,30241,0.83975,5,15,23,50,0,0,0,0,127.97,0.18,3,114,127.97,0,109589,91464,0,122183,104058
48,40049,36044,4005,35682,28131,0.78838,8,21,31,60,0,0,0,0,127.97,0.00,0,114,127.97,0,114049,95924,0,122183,104058
49,40050,36045,4005,35645,29568,0.82951,9,22,32,61,0,0,0,0,127.97,0.00,0,114,127.97,0,116990,98865,0,122183,104058
50,40455,36409,4046,35888,30532,0.85076,9,22,32,59,0,0,0,0,127.97,0.00,0,114,127.97,0,119061,100936,0,122183,104058
51,40083,36075,4008,35487,29490,0.83101,9,22,32,58,0,0,0,0,127.97,0.00,0,114,127.97,0,120336,102211,0,122183,104058
52,40265,36238,4027,35597,30888,0.86771,10,23,34,63,0,0,0,0,127.97,0.00,0,114,127.97,0,120843,102718,0,122183,104058
53,40238,36215,4023,35516,32244,0.90787,8,20,30,60,0,0,0,0,127.97,0.00,0,114,127.97,0,121217,103092,0,122183,104058
54,40055,36048,4007,35240,32064,0.90988,8,20,30,60,0,0,0,0,127.97,0.00,0,114,127.97,0,121434,103309,0,122183,104058
55,40391,36352,4039,68156,44412,0.65162,5,18,29,3456,0,4,1,0,120.12,13.03,6,123,120.12,10653,122837,104712,0,133318,107390
56,40327,36295,4032,98187,51123,0.52067,3,13,22,3520,0,6,0,0,112.12,9.22,7,115,112.12,15681,123261,105136,0,149024,118704
57,40411,36370,4041,36041,35890,0.99581,6,14,27,57,0,0,0,0,112.71,4.50,7,115,112.71,0,123261,105136,0,149024,125704
58,40239,36216,4023,44904,35094,0.78153,3,12,23,2240,0,1,0,0,119.78,0.11,2,114,119.79,882,123261,105136,0,150137,129466
59,40166,36149,4017,45903,34319,0.74764,5,16,24,2240,0,1,0,0,127.97,0.00,0,113,127.97,2247,127705,108184,0,153041,131798
60,40163,36146,4017,35710,30865,0.86432,9,23,33,60,0,0,0,0,127.97,0.05,1,113,127.97,0,132535,112992,0,153041,133116
61,40266,36240,4026,35695,30980,0.86791,8,21,31,61,0,0,0,0,127.97,0.00,0,113,127.97,0,137083,117523,0,153041,133400
62,40060,36054,4006,35543,29092,0.81850,9,22,33,62,0,0,0,0,127.97,0.00,0,113,127.97,0,141066,121450,0,153041,133425
63,40090,36081,4009,35674,29117,0.81620,9,22,32,58,0,0,0,0,127.97,0.18,3,113,127.97,0,145074,125458,0,153041,133425
64,40243,36219,4024,35830,27990,0.78119,10,24,36,60,0,0,0,0,127.97,0.00,0,113,127.97,0,148908,129292,0,153041,133425
65,40049,36044,4005,35594,29498,0.82874,8,21,32,56,0,0,0,0,127.97,0.05,1,113,127.97,0,150668,131052,0,153041,133425
66,40118,36107,4011,35508,29897,0.84198,8,22,32,60,0,0,0,0,127.97,0.00,0,113,127.97,0,151277,131661,0,153041,133425
67,40080,36072,4008,35403,30619,0.86487,8,20,29,59,0,0,0,0,127.97,0.00,0,113,127.97,0,151445,131829,0,153041,133425
68,40274,36246,4028,35511,30653,0.86320,8,21,31,60,0,0,0,0,127.97,0.04,1,113,127.97,0,151572,131956,0,153041,133425
69,40216,36193,4023,66018,43787,0.66326,6,20,30,3328,1,3,1,0,108.62,17.98,8,121,108.62,13005,153031,133415,0,163389,135806
70,40074,36067,4007,98351,47369,0.48163,2,13,22,3584,1,6,0,0,114.73,8.69,5,115,114.73,12428,154064,134448,0,177333,146462
71,40420,36378,4042,53783,39750,0.73908,3,13,25,3136,0,3,0,0,118.15,6.37,6,113,118.15,4222,154109,134493,0,182893,154921
72,40140,36126,4014,35838,31636,0.88275,8,19,30,58,0,0,0,0,127.97,0.00,0,113,127.97,0,155537,134824,0,182893,158784
73,40209,36189,4020,35877,31585,0.88037,9,22,32,72,0,0,0,0,127.97,0.01,1,113,127.97,0,159360,137473,0,182893,160451
