t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8062,6557,1505,6442,3004,0.46631,392,1760,4992,1792,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8086,6571,1515,6421,3378,0.52609,7,480,1600,34,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8038,6532,1506,6320,3773,0.59699,6,472,1120,27,0,0,0,0,63.96,0.05,1,86,63.96,0,0,0,0,0,0
4,8069,6555,1514,6382,3712,0.58164,6,512,1376,31,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0,0,0
5,8007,6505,1502,6323,3786,0.59877,3,456,488,3264,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0,0,0
6,8018,6514,1504,6356,3560,0.56010,3,456,472,16,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8006,6506,1500,6366,3573,0.56126,3,456,472,11,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
8,8011,6508,1503,7771,3494,0.44962,3,456,480,2688,1,0,1,0,63.96,0.02,1,87,63.96,10,0,0,0,0,0
9,8006,6505,1501,10235,4555,0.44504,212,440,488,1472,1,1,0,0,63.97,0.23,6,97,63.97,4365,0,0,0,0,0
10,7999,6500,1499,11963,6285,0.52537,7,432,472,172,1,0,0,0,63.97,0.21,5,97,63.97,0,0,0,0,0,0
11,8038,6531,1507,10479,3969,0.37876,304,432,472,1312,1,1,0,0,48.64,0.29,3,100,48.64,591,0,0,0,0,0
12,8002,6501,1501,9100,2353,0.25857,304,432,472,11,1,0,0,0,63.66,0.13,2,100,63.66,0,0,0,0,0,0
13,8004,6504,1500,10054,4179,0.41566,304,440,480,17,1,0,0,0,63.97,0.16,4,100,63.97,0,0,0,0,0,0
14,8004,6503,1501,9702,3736,0.38508,304,440,488,11,1,0,0,0,63.97,0.07,3,100,63.97,0,0,0,0,0,0
15,8010,6507,1503,9448,2917,0.30874,304,440,480,1472,1,2,0,0,63.17,0.25,3,102,63.17,1634,0,0,0,0,0
16,8040,6533,1507,8967,2376,0.26497,304,456,488,13,1,0,0,0,63.97,0.08,1,102,63.97,0,0,0,0,0,0
17,8003,6505,1498,9877,3864,0.39121,304,464,576,21,1,0,0,0,63.97,0.00,0,102,63.97,0,0,0,0,0,0
18,8001,6502,1499,9343,3609,0.38628,304,456,592,4224,1,0,0,0,63.97,0.00,0,102,63.97,0,0,0,0,0,0
19,8007,6503,1504,9524,3523,0.36991,304,448,488,448,1,1,0,0,61.91,0.09,3,105,61.91,1236,0,0,0,0,0
20,8008,6510,1498,9461,3009,0.31804,304,448,480,31,1,0,0,0,63.96,0.09,3,105,63.96,0,0,0,0,0,0
21,8003,6499,1504,9647,3608,0.37400,304,448,480,15,1,0,0,0,63.97,0.07,2,105,63.97,0,0,0,0,0,0
22,8056,6547,1509,8962,2918,0.32560,304,440,472,15,1,0,0,0,63.96,0.08,3,105,63.96,0,0,0,0,0,0
23,8004,6503,1501,8892,2722,0.30612,304,440,480,1344,1,1,0,0,63.59,0.04,1,108,63.59,1885,0,0,0,0,0
24,8003,6502,1501,9635,3022,0.31365,304,440,472,14,1,0,0,0,63.96,0.10,2,108,63.96,0,0,0,0,0,0
25,8004,6502,1502,10487,3911,0.37294,304,440,480,23,1,0,0,0,63.96,0.07,2,108,63.96,0,0,0,0,0,0
26,8002,6501,1501,8908,2269,0.25471,304,440,472,19,1,0,0,0,63.96,0.02,1,108,63.96,0,0,0,0,0,0
