t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8072,6558,1514,6430,2976,0.46283,304,344,352,56,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8085,6571,1514,6438,3436,0.53371,18,344,352,64,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8033,6527,1506,6326,3789,0.59896,17,344,360,61,0,0,0,0,63.96,0.04,1,86,63.96,0,0,0,0,0,0
4,8010,6510,1500,6307,3719,0.58966,17,344,352,64,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
5,8011,6506,1505,6313,3762,0.59591,17,344,360,61,0,0,0,0,63.96,0.04,1,86,63.96,0,0,0,0,0,0
6,8022,6518,1504,6375,3520,0.55216,19,352,360,59,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8011,6511,1500,6355,3556,0.55956,18,352,360,63,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
8,8093,6573,1520,7396,3542,0.47891,19,344,352,2304,1,0,1,0,63.97,1.14,5,87,63.97,17,0,0,0,283,0
9,8091,6575,1516,10149,4218,0.41561,18,328,344,2624,1,1,0,0,63.97,0.48,5,97,63.97,4548,0,0,0,365,77
10,8080,6564,1516,13066,6822,0.52212,22,328,344,2624,1,0,0,0,63.97,0.62,7,97,63.97,0,0,0,0,365,176
11,8015,6513,1502,9105,3948,0.43361,320,352,360,1984,1,1,0,0,42.98,0.62,6,100,43.00,1485,325,183,0,1477,260
12,8010,6509,1501,9965,3051,0.30617,328,344,360,72,1,0,0,0,59.55,0.13,1,100,59.55,0,325,183,0,1477,435
13,8036,6530,1506,10029,3710,0.36993,320,344,360,88,1,0,0,0,63.97,0.12,3,100,63.97,0,346,196,0,1477,435
14,8017,6511,1506,9761,3382,0.34648,320,344,352,296,1,0,0,0,63.97,0.07,2,100,63.97,0,950,204,0,1477,435
15,8069,6558,1511,9577,3096,0.32327,320,344,352,1312,1,1,0,0,63.97,0.98,1,103,63.97,1246,1351,319,0,1727,435
16,8006,6503,1503,9871,2816,0.28528,312,328,336,64,1,0,0,0,63.97,0.98,1,103,63.97,0,1472,430,0,1727,435
17,8085,6570,1515,10562,4206,0.39822,312,344,352,140,1,0,0,0,63.97,1.25,2,103,63.97,0,1475,433,0,1796,435
18,8034,6527,1507,9676,4055,0.41908,304,336,352,1408,1,1,0,0,60.71,4.72,5,100,60.71,2850,1633,434,0,2839,435
19,8081,6567,1514,10823,4064,0.37550,312,344,352,72,1,0,0,0,63.97,4.34,3,100,63.97,0,1727,435,0,2839,435
20,8011,6508,1503,9708,3039,0.31304,336,352,360,86,1,0,0,0,63.97,4.10,4,100,63.97,0,1779,435,0,2839,435
