t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8017,6513,1504,6339,1502,0.23695,336,352,360,60,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8011,6513,1498,6335,1510,0.23836,336,352,360,61,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8012,6504,1508,6305,1489,0.23616,336,352,360,63,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
4,8011,6510,1501,6340,1444,0.22776,336,352,360,63,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
5,8016,6513,1503,6318,1421,0.22491,336,352,360,60,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
6,8016,6513,1503,6324,1541,0.24367,336,352,360,62,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8012,6509,1503,6339,1448,0.22843,328,352,360,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8010,6508,1502,7049,1552,0.22017,320,352,360,1504,1,0,1,0,63.96,0.00,0,87,63.96,21,0,0,0
9,8010,6508,1502,8691,2343,0.26959,328,352,384,2816,1,1,0,0,63.97,0.10,8,97,63.97,4085,0,0,0
10,8010,6509,1501,8722,2850,0.32676,328,352,368,52,1,0,0,0,63.98,0.25,7,97,63.98,0,0,0,0
11,8011,6510,1501,8354,2722,0.32583,328,352,368,58,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
12,8008,6505,1503,7966,2155,0.27052,336,352,368,61,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
13,8012,6510,1502,8504,2155,0.25341,336,352,368,59,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
14,8009,6508,1501,7749,1882,0.24287,320,352,368,57,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
15,8006,6504,1502,8474,2020,0.23838,336,352,368,62,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
16,8015,6513,1502,7567,1156,0.15277,336,352,368,82,1,1,0,0,62.31,0.00,0,100,62.33,1101,0,0,0
