t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8008,6508,1500,6445,1066,0.16540,328,352,360,56,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8010,6506,1504,6435,1077,0.16737,336,352,360,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8066,6555,1511,6469,1085,0.16772,336,352,360,60,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
4,8046,6538,1508,6456,1148,0.17782,312,320,328,30,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0
5,8004,6502,1502,6417,1079,0.16815,312,328,344,35,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
6,8006,6505,1501,6422,1110,0.17284,336,352,360,61,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8085,6568,1517,6483,1083,0.16705,336,352,360,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8010,6508,1502,7565,1136,0.15017,320,344,360,2112,1,0,1,0,63.96,0.00,0,87,63.96,0,0,0,0
9,8003,6504,1499,10326,2273,0.22012,320,344,624,2176,1,1,0,0,63.97,0.23,6,97,63.97,0,0,0,0
10,8007,6505,1502,10383,2061,0.19850,320,336,360,1728,1,0,0,0,63.98,0.06,2,97,63.98,0,0,0,0
11,8010,6510,1500,10067,1897,0.18844,320,344,368,144,1,0,0,0,63.98,0.07,2,97,63.98,0,0,0,0
12,8024,6517,1507,9951,1490,0.14973,320,344,368,1120,1,1,0,0,63.97,0.06,2,100,63.97,0,0,0,0
13,8010,6508,1502,10064,1484,0.14746,320,344,360,52,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
14,8058,6548,1510,9905,1611,0.16265,328,344,360,63,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
15,8004,6502,1502,9851,1475,0.14973,320,344,360,736,1,1,0,0,63.97,0.79,6,103,63.97,0,0,0,0
16,8075,6561,1514,9724,1315,0.13523,328,344,368,57,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
17,8007,6506,1501,9821,1448,0.14744,320,344,360,55,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
18,8037,6531,1506,9797,1461,0.14913,320,344,352,2112,1,1,0,0,63.97,0.22,11,106,63.97,0,0,0,0
19,8013,6510,1503,9767,1544,0.15808,328,352,360,64,1,0,0,0,63.97,0.27,2,106,63.97,0,0,0,0
20,8010,6514,1496,9905,1497,0.15114,320,344,360,512,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
21,8006,6499,1507,9969,1588,0.15929,320,336,352,59,1,0,0,0,63.96,0.00,0,106,63.96,0,0,0,0
22,8010,6509,1501,9634,1373,0.14252,320,344,360,1632,1,1,0,0,63.96,0.57,4,109,63.96,0,0,0,0
23,8011,6508,1503,9680,1337,0.13812,320,344,360,60,1,0,0,0,63.96,0.00,0,109,63.96,0,0,0,0
24,8012,6509,1503,9702,1448,0.14925,320,344,352,58,1,0,0,0,63.96,0.00,0,109,63.96,0,0,0,0
25,8085,6569,1516,9849,1475,0.14976,320,344,360,1376,1,1,0,0,63.96,0.42,5,105,63.96,0,0,0,0
26,8007,6507,1500,9742,1432,0.14699,320,344,360,57,1,0,0,0,63.96,0.20,1,105,63.96,0,0,0,0
27,8011,6511,1500,9660,1453,0.15041,320,344,360,1440,1,0,0,0,63.96,0.00,0,105,63.96,0,0,0,0
28,8011,6506,1505,9575,1470,0.15352,328,352,360,1664,1,1,0,0,63.97,0.10,10,108,63.97,0,0,0,0
29,8007,6507,1500,9816,1448,0.14751,320,344,352,58,1,0,0,0,63.96,0.98,5,108,63.96,0,0,0,0
30,8008,6508,1500,9729,1473,0.15140,320,344,360,63,1,0,0,0,63.96,0.29,1,108,63.96,0,0,0,0
31,8014,6509,1505,9646,1443,0.14960,320,344,360,68,1,0,0,0,63.96,0.00,0,108,63.96,0,0,0,0
32,8009,6507,1502,9747,1581,0.16220,328,352,360,1312,1,1,0,0,63.96,0.72,7,111,63.96,0,0,0,0
33,8086,6570,1516,9787,1531,0.15643,328,352,360,328,1,0,0,0,63.96,0.00,0,111,63.96,0,0,0,0
34,8026,6521,1505,9779,1578,0.16137,328,352,360,68,1,0,0,0,63.96,0.00,0,111,63.96,0,0,0,0
35,8013,6513,1500,9593,1528,0.15928,336,352,360,1408,1,1,0,0,63.96,0.41,11,114,63.96,0,0,0,0
36,8025,6518,1507,9731,1457,0.14973,320,344,360,63,1,0,0,0,63.96,0.30,1,114,63.96,0,0,0,0
37,8068,6557,1511,10059,1432,0.14236,312,320,336,50,1,0,0,0,63.96,0.00,0,114,63.96,0,0,0,0
38,8005,6502,1503,9995,1561,0.15618,312,320,328,31,1,0,0,0,63.96,0.00,0,114,63.96,0,0,0,0
39,8021,6517,1504,9841,1373,0.13952,312,320,320,2176,1,1,0,0,63.96,0.68,4,117,63.96,0,0,0,0
40,8040,6534,1506,9864,1411,0.14305,312,320,328,112,1,0,0,0,63.96,0.00,0,117,63.96,0,0,0,0
41,8006,6506,1500,9854,1422,0.14431,312,320,328,35,1,0,0,0,63.96,0.00,0,117,63.96,0,0,0,0
42,8007,6503,1504,9689,1347,0.13902,320,344,352,1760,1,1,0,0,63.96,0.75,7,114,63.96,0,0,0,0
43,8002,6504,1498,6650,1045,0.15714,320,328,360,148,0,1,0,0,63.96,0.39,3,112,63.96,0,0,0,0
44,8005,6505,1500,6408,1028,0.16042,312,320,336,25,0,0,0,0,63.96,0.14,1,112,63.96,0,0,0,0
45,8010,6505,1505,6415,1120,0.17459,312,320,336,28,0,0,0,0,63.95,0.10,1,112,63.95,0,0,0,0
46,8061,6551,1510,9297,1632,0.17554,312,320,360,3136,1,1,1,0,63.96,0.12,9,124,63.96,0,0,0,0
47,8020,6518,1502,10790,2318,0.21483,312,328,528,1600,1,0,0,0,63.96,0.20,4,124,63.96,0,0,0,0
48,8027,6519,1508,10515,2039,0.19391,312,328,544,41,1,0,0,0,63.97,0.09,1,124,63.97,0,0,0,0
49,8006,6507,1499,9903,1521,0.15359,336,352,360,832,1,1,0,0,63.97,0.51,2,123,63.97,0,0,0,0
50,8017,6511,1506,9794,1456,0.14866,336,352,368,176,1,0,0,0,63.97,0.00,0,123,63.97,0,0,0,0
51,8011,6511,1500,9876,1597,0.16171,336,352,368,58,1,0,0,0,63.97,0.00,0,123,63.97,0,0,0,0
52,8010,6510,1500,9796,1500,0.15312,328,352,360,1056,1,1,0,0,63.97,0.78,5,122,63.97,0,0,0,0
53,8014,6508,1506,9728,1367,0.14052,336,352,360,102,1,0,0,0,63.97,0.00,0,122,63.97,0,0,0,0
54,8008,6508,1500,9607,1341,0.13959,336,352,360,66,1,0,0,0,63.96,0.00,0,122,63.96,0,0,0,0
55,8087,6569,1518,9747,1499,0.15379,328,352,368,784,1,1,0,0,63.96,0.38,8,121,63.96,0,0,0,0
56,8086,6570,1516,9829,1529,0.15556,328,352,360,64,1,0,0,0,63.96,0.40,2,121,63.96,0,0,0,0
57,8010,6508,1502,9603,1489,0.15506,336,352,368,74,1,0,0,0,63.96,0.00,0,121,63.96,0,0,0,0
58,8043,6535,1508,9587,1495,0.15594,336,352,360,1984,1,1,0,0,63.96,0.03,5,120,63.96,0,0,0,0
59,8027,6522,1505,9598,1412,0.14711,336,352,360,74,1,0,0,0,63.96,0.75,4,120,63.96,0,0,0,0
60,8008,6507,1501,9707,1355,0.13959,320,344,360,58,1,0,0,0,63.96,0.00,0,120,63.96,0,0,0,0
61,8030,6524,1506,9582,1469,0.15331,336,352,368,66,1,0,0,0,63.97,0.00,0,120,63.97,0,0,0,0
62,8066,6555,1511,9609,1397,0.14538,336,352,360,1056,1,1,0,0,63.96,0.69,7,118,63.96,0,0,0,0
63,8085,6570,1515,9810,1397,0.14241,320,344,360,62,1,0,0,0,63.96,0.23,1,118,63.96,0,0,0,0
64,8010,6506,1504,9679,1473,0.15219,328,352,360,61,1,0,0,0,63.96,0.00,0,118,63.96,0,0,0,0
65,8010,6509,1501,9600,1479,0.15406,336,352,360,1568,1,1,0,0,63.96,0.57,11,117,63.96,0,0,0,0
66,8021,6516,1505,9682,1562,0.16133,336,352,360,90,1,0,0,0,63.96,0.23,1,117,63.96,0,0,0,0
67,8045,6538,1507,9901,1595,0.16109,320,344,352,61,1,0,0,0,63.96,0.00,0,117,63.96,0,0,0,0
68,8010,6508,1502,9661,1505,0.15578,328,352,360,144,1,1,0,0,63.96,0.45,10,116,63.96,0,0,0,0
69,8010,6507,1503,9772,1366,0.13979,320,344,360,60,1,0,0,0,63.96,0.52,2,116,63.96,0,0,0,0
70,8063,6551,1512,9939,1361,0.13694,320,328,336,1152,1,0,0,0,63.96,0.00,0,116,63.96,0,0,0,0
71,8005,6505,1500,9466,1431,0.15117,336,352,360,1408,1,1,0,0,63.96,0.11,9,115,63.96,0,0,0,0
72,8012,6509,1503,9583,1480,0.15444,336,352,360,63,1,0,0,0,63.96,1.04,6,115,63.96,0,0,0,0
73,8014,6511,1503,9579,1467,0.15315,336,352,360,62,1,0,0,0,63.96,0.30,1,115,63.96,0,0,0,0
74,8041,6534,1507,9697,1518,0.15654,328,352,360,66,1,0,0,0,63.96,0.00,0,115,63.96,0,0,0,0
75,8089,6572,1517,9755,1461,0.14977,328,352,360,1984,1,1,0,0,63.96,1.01,6,114,63.96,0,0,0,0
76,8056,6545,1511,9644,1432,0.14849,336,352,360,61,1,0,0,0,63.96,0.00,0,114,63.96,0,0,0,0
77,8058,6548,1510,9700,1452,0.14969,328,352,360,70,1,0,0,0,63.96,0.00,0,114,63.96,0,0,0,0
78,8023,6519,1504,9537,1506,0.15791,336,352,360,2112,1,1,0,0,63.96,0.54,5,113,63.96,0,0,0,0
79,8016,6512,1504,9698,1514,0.15611,328,352,360,66,1,0,0,0,63.96,0.27,1,113,63.96,0,0,0,0
80,8005,6505,1500,9565,1590,0.16623,336,352,360,66,1,0,0,0,63.96,0.43,1,113,63.96,0,0,0,0
81,8046,6540,1506,8337,1288,0.15449,336,352,360,560,0,1,0,0,63.96,0.75,9,112,63.96,0,0,0,0
82,8012,6508,1504,6420,1003,0.15623,336,352,360,59,0,0,0,0,63.96,0.00,0,112,63.96,0,0,0,0
83,8009,6506,1503,7404,1121,0.15140,328,344,360,2688,1,0,1,0,63.96,0.00,0,113,63.96,0,0,0,0
84,8015,6512,1503,10146,2060,0.20304,320,344,624,2432,1,1,0,0,63.96,0.22,8,123,63.96,0,0,0,0
85,8004,6503,1501,10429,2102,0.20155,320,344,624,224,1,0,0,0,63.97,0.13,2,123,63.97,0,0,0,0
86,8004,6504,1500,10427,1942,0.18625,312,320,344,30,1,0,0,0,63.97,0.00,0,123,63.97,0,0,0,0
87,8007,6505,1502,10046,1234,0.12283,312,320,344,1792,1,1,0,0,63.97,0.00,0,122,63.97,0,0,0,0
88,8005,6505,1500,10084,1429,0.14171,312,320,344,31,1,0,0,0,63.97,0.00,0,122,63.97,0,0,0,0
89,8006,6505,1501,10016,1507,0.15046,312,320,336,2240,1,1,0,0,63.97,0.05,7,121,63.97,0,0,0,0
90,8015,6513,1502,10034,1365,0.13604,312,320,344,29,1,0,0,0,63.97,0.93,5,121,63.97,0,0,0,0
91,8004,6501,1503,10030,1493,0.14885,312,320,336,25,1,0,0,0,63.97,0.00,0,121,63.97,0,0,0,0
92,8003,6504,1499,9909,1417,0.14300,312,320,336,2016,1,1,0,0,63.97,0.06,8,120,63.97,0,0,0,0
93,8019,6516,1503,10153,1576,0.15523,312,328,336,30,1,0,0,0,63.97,0.88,5,120,63.97,0,0,0,0
94,8003,6501,1502,9972,1503,0.15072,320,328,440,53,1,0,0,0,63.97,0.00,0,120,63.97,0,0,0,0
95,8006,6504,1502,10013,1557,0.15550,312,320,336,2368,1,1,0,0,63.97,0.24,10,119,63.97,0,0,0,0
96,8012,6510,1502,9971,1371,0.13750,312,320,344,47,1,0,0,0,63.97,0.50,2,119,63.97,0,0,0,0
97,8053,6547,1506,9729,1375,0.14133,328,352,360,72,1,0,0,0,63.97,0.00,0,119,63.97,0,0,0,0
98,8011,6506,1505,9571,1437,0.15014,336,352,368,70,1,0,0,0,63.96,0.00,0,119,63.96,0,0,0,0
99,8008,6506,1502,9510,1369,0.14395,336,352,368,2112,1,1,0,0,63.96,1.04,8,118,63.96,0,0,0,0
100,8091,6576,1515,9859,1454,0.14748,320,344,360,592,1,0,0,0,63.96,0.36,2,118,63.96,0,0,0,0
101,8083,6565,1518,9886,1530,0.15476,320,344,360,68,1,0,0,0,63.96,0.00,0,118,63.96,0,0,0,0
102,8060,6549,1511,10071,1639,0.16274,320,344,360,1952,1,1,0,0,63.96,0.60,5,117,63.96,0,0,0,0
103,8002,6505,1497,10196,1692,0.16595,312,320,328,51,1,0,0,0,63.96,0.00,0,117,63.96,0,0,0,0
104,8038,6528,1510,10220,1726,0.16888,312,320,328,49,1,0,0,0,63.96,0.00,0,117,63.96,0,0,0,0
105,8012,6509,1503,10118,1567,0.15487,312,320,328,1984,1,1,0,0,63.96,0.00,0,116,63.96,0,0,0,0
106,8025,6523,1502,10096,1527,0.15125,312,320,320,31,1,0,0,0,63.96,0.00,0,116,63.96,0,0,0,0
107,8005,6503,1502,9975,1539,0.15429,312,320,328,2752,1,1,0,0,63.96,0.22,10,115,63.96,0,0,0,0
108,8004,6502,1502,9895,1317,0.13310,312,320,328,28,1,0,0,0,63.96,0.00,0,115,63.96,0,0,0,0
109,8005,6512,1493,9877,1388,0.14053,312,320,328,40,1,0,0,0,63.96,0.00,0,115,63.96,0,0,0,0
110,8020,6508,1512,9793,1393,0.14224,312,320,328,1728,1,1,0,0,63.96,0.11,9,114,63.96,0,0,0,0
111,8083,6569,1514,10124,1556,0.15369,312,320,320,30,1,0,0,0,63.96,0.39,2,114,63.96,0,0,0,0
112,8004,6503,1501,9938,1593,0.16029,312,336,352,66,1,0,0,0,63.96,0.00,0,114,63.96,0,0,0,0
113,8086,6568,1518,9617,1515,0.15753,336,352,360,1376,1,1,0,0,63.96,0.11,9,113,63.96,0,0,0,0
114,8009,6509,1500,9604,1346,0.14015,328,352,360,61,1,0,0,0,63.96,0.00,0,113,63.96,0,0,0,0
115,8006,6504,1502,9679,1443,0.14909,320,344,360,66,1,0,0,0,63.96,0.00,0,113,63.96,0,0,0,0
116,8009,6507,1502,9630,1477,0.15337,328,352,360,68,1,0,0,0,63.95,0.00,0,113,63.95,0,0,0,0
117,8048,6539,1509,6797,1045,0.15374,336,352,360,70,0,1,0,0,63.95,0.36,3,112,63.95,0,0,0,0
118,8023,6520,1503,6435,1072,0.16659,336,352,360,60,0,0,0,0,63.95,0.00,0,112,63.95,0,0,0,0
119,8009,6506,1503,6431,1058,0.16452,336,352,360,58,0,0,0,0,63.96,0.00,0,112,63.95,0,0,0,0
