t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8027,6520,1507,2944,1781,0.60496,4,1152,3904,2048,0,0,0,0,63.96,1.49,11,86,63.96,0,0,0,0,0,0
2,8064,6552,1512,2885,1744,0.60451,4,784,3264,4608,0,0,0,0,63.96,1.64,12,86,63.96,0,0,0,0,0,0
3,8055,6545,1510,2853,1692,0.59306,2,456,488,34,0,0,0,0,63.96,1.50,11,86,63.96,0,0,0,0,0,0
4,8040,6532,1508,2867,1696,0.59156,2,456,480,12,0,0,0,0,63.96,1.73,12,86,63.96,0,0,0,0,0,0
5,8060,6552,1508,2894,1712,0.59157,2,456,472,11,0,0,0,0,63.96,1.56,11,86,63.96,0,0,0,0,0,0
6,8002,6498,1504,2885,1676,0.58094,1,456,472,10,0,0,0,0,63.96,1.57,11,86,63.96,0,0,0,0,0,0
7,8004,6504,1500,2842,1650,0.58058,1,456,472,10,0,0,0,0,63.96,1.27,9,86,63.96,0,0,0,0,0,0
8,8003,6502,1501,4717,2350,0.49820,2,456,480,3136,1,0,1,0,63.98,0.75,7,87,63.98,0,0,0,0,0,0
9,8004,6506,1498,10987,7361,0.66997,2,440,480,2752,1,1,0,0,63.98,1.05,15,97,63.98,0,0,0,0,0,0
10,8025,6518,1507,7930,4363,0.55019,2,424,464,120,1,0,0,0,63.98,1.48,18,97,63.98,0,0,0,0,0,0
11,8012,6510,1502,6993,2559,0.36594,2,416,456,1376,1,1,0,0,63.98,1.40,18,100,63.98,0,0,0,0,0,0
12,8004,6503,1501,6279,1993,0.31741,2,424,464,27,1,0,0,0,63.98,0.76,14,100,63.98,0,0,0,0,0,0
13,8006,6505,1501,6286,2108,0.33535,2,424,464,13,1,0,0,0,63.98,0.61,12,100,63.98,0,0,0,0,0,0
14,8005,6503,1502,6142,2206,0.35917,2,416,456,17,1,0,0,0,63.96,0.57,11,100,63.96,0,0,0,0,0,0
15,8008,6511,1497,6060,2214,0.36535,2,416,464,440,1,1,0,0,63.96,0.60,19,103,63.96,0,0,0,0,0,0
16,8004,6499,1505,5890,2125,0.36078,2,416,456,12,1,0,0,0,63.96,1.44,22,103,63.96,0,0,0,0,0,0
17,8004,6505,1499,5877,2189,0.37247,2,416,456,39,1,0,0,0,63.96,1.63,18,103,63.96,0,0,0,0,0,0
18,8023,6518,1505,5769,2058,0.35673,2,416,456,13,1,0,0,0,63.96,1.48,15,103,63.96,0,0,0,0,0,0
19,8012,6510,1502,5789,2150,0.37139,2,416,456,34,1,0,0,0,63.96,1.38,15,103,63.96,0,0,0,0,0,0
20,8015,6513,1502,5789,2251,0.38884,2,416,456,49,1,1,0,0,63.96,1.20,22,106,63.96,0,0,0,0,0,0
21,8005,6505,1500,5766,2249,0.39005,2,408,456,14,1,0,0,0,63.96,1.63,23,106,63.96,0,0,0,0,0,0
22,8050,6539,1511,5768,2240,0.38835,2,416,464,14,1,0,0,0,63.96,2.15,24,106,63.96,0,0,0,0,0,0
23,8040,6532,1508,5761,2216,0.38466,2,416,456,13,1,0,0,0,63.96,2.13,20,106,63.96,0,0,0,0,0,0
24,8004,6503,1501,5584,2086,0.37357,2,416,456,512,1,1,0,0,63.96,2.27,28,109,63.96,0,0,0,0,0,0
