t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8008,6507,1501,6457,869,0.13458,336,344,360,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8055,6544,1511,6465,911,0.14091,336,344,360,56,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8013,6512,1501,6454,960,0.14874,336,344,352,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
4,8011,6507,1504,6447,966,0.14984,336,344,352,54,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
5,8048,6540,1508,6464,983,0.15207,336,344,352,54,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
6,8009,6507,1502,6438,980,0.15222,336,344,360,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8012,6512,1500,6448,973,0.15090,320,344,352,55,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8017,6512,1505,7047,993,0.14091,320,344,360,1280,1,0,1,0,63.96,0.00,0,87,63.96,11,0,0,0
9,8044,6537,1507,8436,1189,0.14094,320,344,416,2560,1,1,0,0,63.96,0.10,7,97,63.96,1601,0,0,0
10,8011,6507,1504,7882,1219,0.15466,320,344,416,48,1,0,0,0,63.96,0.05,1,97,63.96,0,0,0,0
11,8049,6540,1509,8706,1507,0.17310,320,344,560,47,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
12,8013,6511,1502,7678,1073,0.13975,328,344,376,53,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
13,8041,6534,1507,8613,1215,0.14107,320,344,360,52,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
14,8091,6576,1515,7883,1196,0.15172,320,344,376,68,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
15,8084,6566,1518,8521,1258,0.14764,320,344,360,57,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
16,8044,6535,1509,8274,1203,0.14540,320,344,360,76,1,1,0,0,61.86,0.49,10,100,61.87,1634,0,0,0
17,8005,6504,1501,7828,1221,0.15598,320,344,360,59,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
18,8014,6515,1499,8641,1462,0.16919,320,344,360,66,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
19,8009,6504,1505,7737,1146,0.14812,320,344,368,57,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
20,8012,6510,1502,8470,1200,0.14168,328,344,360,55,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
21,8010,6509,1501,7701,1130,0.14673,328,344,368,53,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
22,8063,6550,1513,8588,1255,0.14613,320,344,368,51,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
23,8025,6520,1505,7986,1205,0.15089,320,344,360,54,1,1,0,0,60.22,0.49,11,103,60.23,1632,0,0,0
24,8005,6505,1500,8063,1216,0.15081,320,344,360,51,1,0,0,0,63.97,0.46,2,103,63.97,0,0,0,0
25,8014,6512,1502,8606,1426,0.16570,320,344,352,44,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
26,8003,6501,1502,7593,1081,0.14237,320,344,392,49,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
27,8085,6569,1516,8668,1250,0.14421,320,344,360,59,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
28,8037,6530,1507,7817,1146,0.14660,320,344,360,54,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
29,8026,6522,1504,8393,1264,0.15060,328,344,360,55,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
30,8043,6535,1508,7981,1204,0.15086,320,344,368,82,1,1,0,0,63.98,0.47,11,106,63.98,1665,0,0,0
31,8088,6571,1517,8110,1154,0.14229,320,344,360,52,1,0,0,0,63.97,0.82,3,106,63.97,0,0,0,0
32,8009,6507,1502,8583,1404,0.16358,320,344,360,60,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
33,8007,6507,1500,7589,1161,0.15298,320,344,360,61,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
34,8015,6513,1502,8576,1255,0.14634,320,344,360,58,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
35,8017,6511,1506,7558,1108,0.14660,328,344,368,59,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
36,8046,6538,1508,8616,1323,0.15355,320,344,360,55,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
37,8004,6504,1500,7900,1103,0.13962,320,344,352,114,1,1,0,0,63.97,0.45,11,109,63.97,1486,0,0,0
38,8083,6568,1515,8126,1175,0.14460,320,344,360,54,1,0,0,0,63.96,0.25,1,109,63.96,0,0,0,0
39,8084,6569,1515,8623,1433,0.16618,320,344,360,55,1,0,0,0,63.97,0.00,0,109,63.97,0,0,0,0
40,8071,6555,1516,7578,1121,0.14793,328,344,360,58,1,0,0,0,63.97,0.00,0,109,63.97,0,0,0,0
41,8013,6511,1502,8588,1258,0.14648,320,344,360,53,1,0,0,0,63.97,0.00,0,109,63.97,0,0,0,0
42,8013,6512,1501,7638,1121,0.14677,328,344,360,59,1,0,0,0,63.97,0.00,0,109,63.97,0,0,0,0
43,8014,6515,1499,8443,1288,0.15255,328,344,360,62,1,0,0,0,63.97,0.00,0,109,63.97,0,0,0,0
44,8042,6531,1511,7850,1101,0.14025,320,344,360,392,1,1,0,0,63.97,0.76,7,112,63.97,1688,0,0,0
45,8036,6529,1507,8451,1328,0.15714,320,336,352,49,1,0,0,0,63.96,0.09,1,112,63.96,0,0,0,0
46,8009,6510,1499,10432,1831,0.17552,320,336,624,2496,1,0,1,0,63.97,0.00,0,113,63.97,0,0,0,0
47,8015,6508,1507,10117,1480,0.14629,320,344,624,51,1,0,0,0,63.98,0.00,0,113,63.98,0,0,0,0
48,8006,6505,1501,8810,1407,0.15970,320,344,624,2624,1,1,0,0,63.98,0.78,5,116,63.98,457,0,0,0
49,8080,6565,1515,8765,1222,0.13942,320,344,624,1760,1,1,0,0,63.98,0.22,9,121,63.98,1635,0,0,0
50,8006,6505,1501,7787,1093,0.14036,320,344,624,53,1,0,0,0,63.99,0.23,3,121,63.99,0,0,0,0
51,8034,6529,1505,8720,1389,0.15929,320,344,624,54,1,0,0,0,63.97,0.00,0,121,63.97,0,0,0,0
52,8012,6509,1503,7627,1131,0.14829,328,344,368,54,1,0,0,0,63.97,0.00,0,121,63.97,0,0,0,0
53,8020,6515,1505,8660,1269,0.14654,320,344,360,51,1,0,0,0,63.98,0.00,0,121,63.98,0,0,0,0
54,8050,6541,1509,7945,1100,0.13845,320,344,384,52,1,0,0,0,63.97,0.00,0,121,63.97,0,0,0,0
55,8007,6508,1499,8437,1281,0.15183,320,344,544,49,1,0,0,0,63.98,0.00,0,121,63.98,0,0,0,0
56,8061,6547,1514,7855,1146,0.14589,320,344,368,1120,1,1,0,0,63.97,0.10,11,124,63.98,1475,0,0,0
57,8086,6571,1515,8662,1160,0.13392,320,344,368,51,1,0,0,0,63.97,0.97,5,124,63.97,0,0,0,0
58,8016,6513,1503,8055,1220,0.15146,320,344,368,50,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
59,8084,6568,1516,8294,1275,0.15373,320,344,368,54,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
60,8066,6553,1513,8228,1182,0.14366,328,344,392,57,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
61,8006,6505,1501,8097,1144,0.14129,328,344,384,56,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
62,8009,6508,1501,8291,1208,0.14570,320,344,360,50,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
63,8044,6535,1509,7830,1160,0.14815,320,344,360,61,1,1,0,0,63.98,0.88,7,120,63.97,1645,0,0,0
64,8018,6517,1501,8643,1315,0.15215,320,344,368,54,1,0,0,0,63.97,0.00,0,120,63.97,0,0,0,0
65,8088,6570,1518,7880,1256,0.15939,320,344,360,56,1,0,0,0,63.97,0.00,0,120,63.97,0,0,0,0
66,8003,6504,1499,8344,1157,0.13866,328,344,360,52,1,0,0,0,63.97,0.00,0,120,63.97,0,0,0,0
