t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8027,6520,1507,2925,1808,0.61812,8,344,360,72,0,0,0,0,63.96,1.16,11,86,63.96,0,0,0,0,0,0
2,8072,6560,1512,2954,1805,0.61104,11,368,400,84,0,0,0,0,63.96,1.07,9,86,63.96,0,0,0,0,0,0
3,8017,6513,1504,3003,1757,0.58508,7,360,384,118,0,0,0,0,63.96,0.82,8,86,63.96,0,0,0,0,0,0
4,8086,6569,1517,2848,1714,0.60183,8,352,368,70,0,0,0,0,63.96,0.88,8,86,63.96,0,0,0,0,0,0
5,8017,6515,1502,2747,1665,0.60612,10,360,392,82,0,0,0,0,63.96,0.87,8,86,63.96,0,0,0,0,0,0
6,8089,6570,1519,2858,1695,0.59307,7,344,360,68,0,0,0,0,63.96,0.60,6,86,63.96,0,0,0,0,0,0
7,8084,6569,1515,2854,1724,0.60406,8,352,376,78,0,0,0,0,63.96,0.41,4,86,63.96,0,0,0,0,0,0
8,8063,6553,1510,4945,2565,0.51871,9,352,376,1888,1,0,1,0,63.97,0.45,5,87,63.97,0,0,0,0,0,0
9,8029,6522,1507,12158,8021,0.65973,3,312,320,2688,1,1,0,0,63.98,0.51,11,97,63.98,0,0,0,0,0,0
10,8044,6537,1507,8363,4374,0.52302,7,344,376,1888,1,1,0,0,63.98,0.72,23,100,63.98,0,0,0,0,0,0
11,8044,6535,1509,7251,1941,0.26769,9,344,360,528,1,0,0,0,63.98,0.57,11,100,63.98,0,0,0,0,0,0
12,8013,6510,1503,6717,2154,0.32068,11,360,392,152,1,0,0,0,63.98,0.69,14,100,63.98,0,0,0,0,0,0
13,8008,6507,1501,6547,2249,0.34352,12,368,400,96,1,0,0,0,63.98,0.60,13,100,63.98,0,0,0,0,0,0
14,8011,6511,1500,6389,2196,0.34372,10,352,384,2048,1,1,0,0,63.96,1.01,26,103,63.96,0,0,0,0,0,0
15,8021,6516,1505,6483,2258,0.34830,10,352,376,114,1,0,0,0,63.96,1.76,26,103,63.96,0,0,0,0,0,0
16,8028,6523,1505,6481,2325,0.35874,8,360,392,108,1,0,0,0,63.96,1.63,20,103,63.96,0,0,0,0,0,0
17,8084,6566,1518,6714,2326,0.34644,6,344,376,1504,1,0,0,0,63.96,1.55,19,103,63.96,0,0,0,0,0,0
18,8085,6569,1516,6415,2223,0.34653,5,352,376,2048,1,1,0,0,63.97,1.70,26,106,63.97,0,0,0,0,0,0
19,8086,6570,1516,6304,2229,0.35359,8,352,368,80,1,0,0,0,63.97,1.90,21,106,63.97,0,0,0,0,0,0
20,8013,6512,1501,6063,2182,0.35989,9,352,368,248,1,0,0,0,63.96,1.65,18,106,63.96,0,0,0,0,0,0
21,8044,6535,1509,6026,2213,0.36724,10,352,376,94,1,0,0,0,63.96,1.72,17,106,63.96,0,0,0,0,0,0
22,8024,6520,1504,6512,2906,0.44625,10,360,384,2240,1,1,0,0,63.96,2.38,28,109,63.96,0,0,0,0,0,0
23,8062,6550,1512,6676,2818,0.42211,10,352,368,1856,1,0,0,0,63.96,2.08,25,109,63.96,0,0,0,0,0,0
24,8065,6552,1513,6614,2600,0.39311,9,352,368,384,1,0,0,0,63.96,2.25,23,109,63.96,0,0,0,0,0,0
25,8042,6534,1508,6279,2147,0.34193,8,344,360,1600,1,1,0,0,63.96,2.44,28,112,63.96,0,0,0,0,0,0
26,8037,6533,1504,6188,1979,0.31981,7,344,352,82,1,0,0,0,63.96,1.94,18,112,63.96,0,0,0,0,0,0
27,8082,6565,1517,6248,1993,0.31898,6,336,344,288,1,0,0,0,63.96,1.91,15,112,63.96,0,0,0,0,0,0
28,8045,6540,1505,5951,1987,0.33389,8,352,360,124,1,0,0,0,63.96,1.23,10,112,63.96,0,0,0,0,0,0
29,8036,6525,1511,6352,2092,0.32935,5,328,336,2112,1,1,0,0,63.96,1.30,21,115,63.96,0,0,0,0,0,0
30,8071,6560,1511,6005,1972,0.32839,8,352,360,86,1,0,0,0,63.96,1.55,20,115,63.96,0,0,0,0,0,0
31,8036,6527,1509,6002,1975,0.32906,8,344,352,62,1,0,0,0,63.96,1.98,20,115,63.96,0,0,0,0,0,0
32,8088,6571,1517,5925,1921,0.32422,8,344,360,1120,1,1,0,0,63.96,1.91,27,118,63.96,0,0,0,0,0,0
33,8061,6550,1511,5927,1856,0.31314,7,344,352,61,1,0,0,0,63.96,2.56,29,118,63.96,0,0,0,0,0,0
34,8002,6501,1501,5927,1864,0.31449,8,344,352,66,1,0,0,0,63.96,2.82,24,118,63.96,0,0,0,0,0,0
35,8087,6574,1513,6070,1910,0.31466,6,344,352,80,1,0,0,0,63.96,2.54,19,118,63.96,0,0,0,0,0,0
36,8085,6566,1519,6045,1946,0.32192,7,336,352,1248,1,1,0,0,63.96,2.78,27,114,63.96,0,0,0,0,0,0
37,8012,6509,1503,6153,1988,0.32309,5,328,344,2176,1,0,0,0,63.96,2.72,23,114,63.96,0,0,0,0,0,0
38,8016,6515,1501,5841,1945,0.33299,8,344,360,82,1,0,0,0,63.96,2.24,19,114,63.96,0,0,0,0,0,0
39,8015,6511,1504,5745,1893,0.32950,9,352,360,84,1,1,0,0,63.96,1.66,25,117,63.96,0,0,0,0,0,0
40,8045,6545,1500,5740,1743,0.30366,8,344,360,2496,1,1,0,0,63.96,2.14,25,115,63.96,0,0,0,0,0,0
41,8006,6498,1508,5775,1775,0.30736,7,344,352,76,1,0,0,0,63.96,2.06,22,115,63.96,0,0,0,0,0,0
42,8009,6506,1503,5716,1755,0.30703,8,344,360,64,1,0,0,0,63.96,2.08,21,115,63.96,0,0,0,0,0,0
43,8022,6519,1503,5771,1727,0.29925,7,344,352,66,1,0,0,0,63.96,2.22,19,115,63.96,0,0,0,0,0,0
44,8008,6506,1502,3453,1650,0.47785,8,352,360,98,0,1,0,0,63.96,2.30,31,112,63.96,0,0,0,0,0,0
45,8065,6555,1510,2865,1611,0.56230,8,352,360,78,0,0,1,0,63.96,1.96,25,113,63.96,0,0,0,0,0,0
46,8038,6530,1508,10561,6631,0.62788,6,336,352,3008,1,1,0,0,63.98,1.93,26,124,63.98,0,0,0,0,0,0
47,8105,6584,1521,9437,5255,0.55685,5,328,344,2496,1,0,0,0,63.98,1.86,26,124,63.98,0,0,0,0,0,0
48,8006,6505,1501,7448,2235,0.30008,5,328,344,2016,1,1,0,0,63.98,2.17,26,123,63.98,0,0,0,0,0,0
49,8075,6562,1513,6755,1992,0.29489,9,352,360,68,1,0,0,0,63.98,1.76,22,123,63.98,0,0,0,0,0,0
50,8014,6511,1503,6769,2102,0.31053,7,344,352,58,1,0,0,0,63.98,1.48,18,123,63.98,0,0,0,0,0,0
51,8011,6508,1503,6532,2313,0.35410,11,352,360,1344,1,1,0,0,63.97,1.24,24,122,63.97,0,0,0,0,0,0
52,8058,6548,1510,6994,2614,0.37375,7,344,352,58,1,0,0,0,63.96,1.92,26,122,63.96,0,0,0,0,0,0
53,8007,6506,1501,6657,2566,0.38546,9,344,360,64,1,0,0,0,63.96,2.22,26,122,63.96,0,0,0,0,0,0
54,8016,6512,1504,6728,2510,0.37307,5,344,352,1280,1,1,0,0,63.96,2.61,33,121,63.96,0,0,0,0,0,0
55,8029,6523,1506,6501,2282,0.35102,7,344,352,74,1,0,0,0,63.96,2.57,23,121,63.96,0,0,0,0,0,0
56,8010,6510,1500,6715,2398,0.35711,4,328,336,2112,1,0,0,0,63.96,2.04,17,121,63.96,0,0,0,0,0,0
57,8069,6555,1514,6217,2305,0.37076,9,352,360,1856,1,1,0,0,63.96,1.81,18,120,63.96,0,0,0,0,0,0
58,8010,6508,1502,6621,2602,0.39299,7,344,352,60,1,0,0,0,63.96,1.94,21,120,63.96,0,0,0,0,0,0
59,8053,6544,1509,6394,2527,0.39521,10,352,360,2112,1,0,0,0,63.96,2.08,18,120,63.96,0,0,0,0,0,0
60,8022,6517,1505,6310,2351,0.37258,9,344,360,68,1,0,0,0,63.96,2.02,15,120,63.96,0,0,0,0,0,0
61,8039,6531,1508,6226,2137,0.34324,7,344,352,960,1,1,0,0,63.96,2.26,22,119,63.96,0,0,0,0,0,0
62,8073,6560,1513,6390,2138,0.33459,5,336,352,1472,1,0,0,0,63.96,2.39,18,119,63.96,0,0,0,0,0,0
63,8008,6507,1501,6421,2070,0.32238,5,328,344,61,1,0,0,0,63.96,1.86,12,119,63.96,0,0,0,0,0,0
64,8056,6545,1511,6128,2201,0.35917,10,352,360,1632,1,1,0,0,63.96,1.93,20,118,63.96,0,0,0,0,0,0
65,8015,6512,1503,6491,2214,0.34109,4,320,336,2560,1,0,0,0,63.96,1.63,17,118,63.96,0,0,0,0,0,0
66,8086,6573,1513,6278,2215,0.35282,8,344,352,66,1,0,0,0,63.96,1.88,19,118,63.96,0,0,0,0,0,0
67,8084,6565,1519,6005,2061,0.34321,9,352,360,1984,1,1,0,0,63.96,2.02,26,117,63.96,0,0,0,0,0,0
68,8070,6557,1513,6066,1972,0.32509,8,344,352,80,1,0,0,0,63.96,2.31,23,117,63.96,0,0,0,0,0,0
69,8013,6510,1503,5928,1913,0.32271,9,344,360,64,1,0,0,0,63.96,2.00,18,117,63.96,0,0,0,0,0,0
70,8061,6550,1511,6072,1932,0.31818,6,344,352,68,1,0,0,0,63.96,1.87,12,117,63.96,0,0,0,0,0,0
71,8082,6566,1516,6162,1963,0.31857,6,336,352,1536,1,1,0,0,63.96,1.64,19,115,63.96,0,0,0,0,0,0
72,8015,6513,1502,5902,2041,0.34581,9,352,360,80,1,0,0,0,63.96,0.98,14,115,63.96,0,0,0,0,0,0
73,8011,6508,1503,5825,1922,0.32996,9,352,360,62,1,0,0,0,63.96,0.93,12,115,63.96,0,0,0,0,0,0
74,8017,6518,1499,6144,1962,0.31934,5,328,344,2176,1,1,0,0,63.96,1.13,19,114,63.96,0,0,0,0,0,0
75,8040,6533,1507,5729,1861,0.32484,8,352,360,78,1,0,0,0,63.96,1.41,21,114,63.96,0,0,0,0,0,0
76,8072,6556,1516,5865,1872,0.31918,9,352,360,92,1,0,0,0,63.95,0.86,16,114,63.95,0,0,0,0,0,0
77,8065,6552,1513,5875,1914,0.32579,9,352,360,68,1,0,0,0,63.95,1.20,15,114,63.95,0,0,0,0,0,0
78,8035,6527,1508,5792,1848,0.31906,8,352,360,1216,1,1,0,0,63.95,1.58,24,113,63.95,0,0,0,0,0,0
79,8086,6571,1515,5997,1876,0.31282,7,336,352,86,1,0,0,0,63.95,2.04,27,113,63.95,0,0,0,0,0,0
80,8016,6513,1503,5680,1782,0.31373,8,352,360,98,1,0,0,0,63.95,1.82,19,113,63.95,0,0,0,0,0,0
81,8090,6576,1514,4150,1717,0.41373,6,344,360,1568,0,1,0,0,63.95,1.80,24,112,63.95,0,0,0,0,0,0
82,8004,6500,1504,2836,1606,0.56629,6,344,360,59,0,0,0,0,63.95,2.26,26,112,63.95,0,0,0,0,0,0
