t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8078,6564,1514,4051,2156,0.53221,13,352,360,64,0,0,0,0,63.96,0.11,1,86,63.96,0,0,0,0
2,8009,6506,1503,3962,2079,0.52473,13,344,360,62,0,0,0,0,63.96,0.11,1,86,63.96,0,0,0,0
3,8069,6556,1513,4078,2116,0.51888,13,352,360,62,0,0,0,0,63.96,0.10,1,86,63.96,0,0,0,0
4,8011,6509,1502,4003,2061,0.51486,12,344,360,64,0,0,0,0,63.96,0.50,4,86,63.96,0,0,0,0
5,8012,6512,1500,3920,2100,0.53571,14,352,360,70,0,0,0,0,63.96,0.38,3,86,63.96,0,0,0,0
6,8015,6511,1504,3907,2023,0.51779,13,352,360,70,0,0,0,0,63.96,0.37,3,86,63.96,0,0,0,0
7,8090,6572,1518,3987,2097,0.52596,13,352,360,66,0,0,0,0,63.95,0.45,4,86,63.95,0,0,0,0
8,8026,6521,1505,5862,2659,0.45360,11,344,352,2112,1,0,1,0,63.98,0.46,4,87,63.98,0,0,0,0
9,8083,6567,1516,12356,7547,0.61080,8,328,344,3136,1,1,0,0,63.98,0.47,10,97,63.98,0,0,0,0
10,8087,6571,1516,9412,4681,0.49734,11,344,352,244,1,0,0,0,63.98,0.24,9,97,63.98,0,0,0,0
11,8010,6508,1502,8291,2471,0.29803,22,344,360,2624,1,1,0,0,63.98,0.19,9,100,63.98,0,0,0,0
12,8053,6543,1510,8091,2355,0.29106,14,352,360,62,1,0,0,0,63.97,0.08,5,100,63.97,0,0,0,0
13,8013,6512,1501,7824,2541,0.32477,12,344,360,66,1,0,0,0,63.97,0.09,5,100,63.97,0,0,0,0
14,8066,6556,1510,7746,2732,0.35270,12,352,360,768,1,1,0,0,63.97,0.32,15,103,63.97,0,0,0,0
15,8076,6562,1514,8285,3272,0.39493,11,344,352,94,1,0,0,0,63.97,1.03,10,103,63.97,0,0,0,0
16,8040,6528,1512,8020,3232,0.40299,11,344,360,66,1,0,0,0,63.96,0.75,5,103,63.96,0,0,0,0
17,8087,6572,1515,7958,3108,0.39055,11,344,360,64,1,0,0,0,63.96,0.80,5,103,63.96,0,0,0,0
