t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8019,6516,1503,3998,2064,0.51626,13,344,360,68,0,0,0,0,63.96,0.24,2,88,63.96,0,0,0,0
2,8011,6510,1501,4011,2053,0.51184,11,344,352,61,0,0,0,0,63.96,0.29,2,88,63.96,0,0,0,0
3,8085,6567,1518,3981,2034,0.51093,13,352,360,63,0,0,0,0,63.96,0.32,2,88,63.96,0,0,0,0
4,8017,6512,1505,3982,2033,0.51055,12,344,360,66,0,0,0,0,63.96,0.17,2,88,63.96,0,0,0,0
5,8072,6560,1512,3970,1990,0.50126,14,352,360,64,0,0,0,0,63.96,0.15,2,88,63.96,0,0,0,0
6,8051,6543,1508,3998,2039,0.51001,13,352,360,63,0,0,0,0,63.96,0.33,3,88,63.96,0,0,0,0
7,8093,6572,1521,3968,2061,0.51941,13,352,360,62,0,0,0,0,63.96,0.28,3,88,63.96,0,0,0,0
8,8017,6516,1501,5930,2637,0.44469,13,344,360,2048,1,0,1,0,63.98,0.21,2,89,63.98,0,0,0,0
9,8017,6512,1505,11906,7312,0.61414,10,344,352,2560,1,1,0,0,63.98,0.45,11,99,63.98,0,0,0,0
10,8010,6509,1501,9327,4743,0.50852,12,344,360,204,1,0,0,0,63.98,0.60,9,99,63.98,0,0,0,0
11,8068,6555,1513,8467,2533,0.29916,16,344,360,1152,1,1,0,0,63.98,0.69,8,102,63.98,0,0,0,0
12,8011,6509,1502,7942,2203,0.27739,13,344,360,126,1,0,0,0,63.97,0.26,5,102,63.97,0,0,0,0
13,8012,6509,1503,7730,2368,0.30634,14,352,360,62,1,0,0,0,63.97,0.20,3,102,63.97,0,0,0,0
14,8010,6509,1501,7634,2576,0.33744,13,352,360,76,1,0,0,0,63.97,0.20,2,102,63.97,0,0,0,0
15,8014,6511,1503,7457,2573,0.34504,13,352,360,2496,1,1,0,0,63.97,0.63,13,105,63.97,0,0,0,0
16,8012,6510,1502,7577,2680,0.35370,11,344,360,64,1,0,0,0,63.97,0.85,10,105,63.97,0,0,0,0
17,8061,6550,1511,7370,2664,0.36147,12,344,360,58,1,0,0,0,63.96,0.55,5,105,63.96,0,0,0,0
18,8028,6523,1505,7598,2902,0.38194,12,352,360,1088,1,1,0,0,63.96,0.46,13,102,63.96,0,0,0,0
19,8073,6558,1515,8080,3398,0.42054,12,344,360,122,1,0,0,0,63.96,0.63,13,102,63.96,0,0,0,0
20,8012,6511,1501,8284,3308,0.39932,7,328,344,264,1,0,0,0,63.96,0.80,12,102,63.96,0,0,0,0
21,8014,6511,1503,7739,2983,0.38545,11,344,360,136,1,1,0,0,63.96,1.54,23,105,63.96,0,0,0,0
22,8016,6513,1503,7399,2567,0.34694,13,344,360,82,1,0,0,0,63.96,2.01,14,105,63.96,0,0,0,0
23,8006,6504,1502,7232,2470,0.34154,12,344,360,66,1,0,0,0,63.96,1.32,8,105,63.96,0,0,0,0
24,8006,6505,1501,7310,2528,0.34583,13,352,360,74,1,0,0,0,63.96,0.69,5,105,63.96,0,0,0,0
25,8011,6512,1499,7346,2582,0.35148,13,352,360,1856,1,1,0,0,63.96,0.72,13,108,63.96,0,0,0,0
26,8006,6501,1505,7537,2718,0.36062,11,344,352,66,1,0,0,0,63.96,0.97,9,108,63.96,0,0,0,0
27,8021,6518,1503,7410,2680,0.36167,13,344,360,74,1,0,0,0,63.96,0.83,6,108,63.96,0,0,0,0
28,8055,6544,1511,7507,2590,0.34501,9,344,352,2176,1,1,0,0,63.96,0.66,5,111,63.96,0,0,0,0
29,8006,6508,1498,7124,2317,0.32524,13,352,360,92,1,0,0,0,63.96,0.93,9,111,63.96,0,0,0,0
30,8070,6560,1510,7230,2385,0.32988,12,344,360,76,1,0,0,0,63.96,0.56,3,111,63.96,0,0,0,0
31,8060,6543,1517,7042,2277,0.32335,13,344,360,80,1,0,0,0,63.96,0.00,0,111,63.96,0,0,0,0
32,8011,6509,1502,7006,2284,0.32601,13,344,360,1792,1,1,0,0,63.96,0.22,12,112,63.96,0,0,0,0
33,8010,6509,1501,7036,2319,0.32959,13,344,360,74,1,0,0,0,63.96,0.48,10,112,63.96,0,0,0,0
34,8060,6548,1512,6941,2225,0.32056,13,344,360,78,1,0,0,0,63.96,0.64,8,112,63.96,0,0,0,0
35,8013,6512,1501,6885,2211,0.32113,13,344,360,66,1,0,0,0,63.95,0.91,8,112,63.95,0,0,0,0
36,8009,6508,1501,7030,2257,0.32105,11,344,360,1664,1,1,0,0,63.95,1.26,17,108,63.95,0,0,0,0
37,8021,6523,1498,7103,2288,0.32212,11,344,352,70,1,0,0,0,63.95,1.47,15,108,63.95,0,0,0,0
38,8012,6503,1509,6866,2226,0.32421,13,344,360,68,1,0,0,0,63.96,1.84,14,108,63.96,0,0,0,0
39,8042,6540,1502,6967,2360,0.33874,13,352,360,1184,1,1,0,0,63.95,1.54,19,111,63.95,0,0,0,0
40,8025,6514,1511,7017,2267,0.32307,12,344,360,70,1,0,0,0,63.96,1.88,18,111,63.96,0,0,0,0
41,8010,6507,1503,6892,2221,0.32226,13,352,360,74,1,0,0,0,63.96,1.85,12,111,63.96,0,0,0,0
42,8050,6542,1508,6991,2194,0.31383,13,344,360,68,1,0,0,0,63.96,1.80,10,111,63.96,0,0,0,0
43,8052,6541,1511,6684,2112,0.31598,13,352,360,960,1,1,0,0,63.96,1.16,16,114,63.96,0,0,0,0
