t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8018,6514,1504,6409,1554,0.24247,336,352,360,59,0,0,0,0,63.96,0.25,1,86,63.96,0,0,0,0
2,8022,6518,1504,6398,1731,0.27055,336,352,360,62,0,0,0,0,63.96,0.28,2,86,63.96,0,0,0,0
3,8021,6517,1504,6404,1704,0.26608,336,352,360,59,0,0,0,0,63.96,0.20,2,86,63.96,0,0,0,0
4,8022,6520,1502,6405,1602,0.25012,336,352,360,62,0,0,0,0,63.95,0.20,2,86,63.95,0,0,0,0
5,8025,6518,1507,6377,1753,0.27489,320,352,360,60,0,0,0,0,63.96,0.06,2,86,63.96,0,0,0,0
6,8072,6560,1512,6416,1838,0.28647,336,352,360,72,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8021,6516,1505,6391,2035,0.31842,320,352,360,61,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8031,6525,1506,7595,1729,0.22765,320,352,368,2112,1,0,1,0,63.96,0.00,0,87,63.96,0,0,0,0
9,8036,6531,1505,9363,1939,0.20709,336,352,496,2304,1,1,0,0,63.97,0.15,3,97,63.97,0,0,0,0
10,8063,6549,1514,9916,2128,0.21460,336,352,432,60,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
11,8053,6543,1510,10552,2976,0.28203,336,352,376,68,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
12,8058,6549,1509,9775,2079,0.21269,328,352,368,2112,1,1,0,0,63.97,0.31,4,100,63.97,0,0,0,0
13,8045,6538,1507,9597,1734,0.18068,336,352,360,63,1,0,0,0,63.97,0.05,1,100,63.97,0,0,0,0
14,8013,6508,1505,10006,2318,0.23166,320,344,360,68,1,0,0,0,63.97,0.05,1,100,63.97,0,0,0,0
15,8017,6515,1502,9496,2151,0.22652,336,352,368,66,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
16,8007,6505,1502,9699,2225,0.22941,320,344,360,1984,1,1,0,0,63.97,0.16,2,103,63.97,0,0,0,0
17,8006,6506,1500,9413,2115,0.22469,328,352,360,61,1,0,0,0,63.98,0.10,2,103,63.98,0,0,0,0
18,8038,6532,1506,9739,2518,0.25855,328,352,360,64,1,0,0,0,63.97,0.13,2,103,63.97,0,0,0,0
19,8005,6504,1501,9628,2503,0.25997,328,352,360,1728,1,1,0,0,63.97,0.23,6,99,63.97,0,0,0,0
20,8011,6506,1505,9521,2341,0.24588,320,344,440,68,1,0,0,0,63.97,0.13,3,99,63.97,0,0,0,0
21,8011,6509,1502,9487,2139,0.22547,336,352,368,66,1,0,0,0,63.97,0.16,3,99,63.97,0,0,0,0
22,8089,6575,1514,9582,2091,0.21822,336,352,360,64,1,0,0,0,63.97,0.34,3,99,63.97,0,0,0,0
23,8087,6568,1519,9671,2262,0.23390,328,352,360,1056,1,1,0,0,63.97,0.50,6,102,63.97,0,0,0,0
24,8044,6535,1509,9536,2039,0.21382,320,344,360,61,1,0,0,0,63.97,0.32,3,102,63.97,0,0,0,0
25,8008,6508,1500,10066,2528,0.25114,320,344,360,61,1,0,0,0,63.97,0.31,3,102,63.97,0,0,0,0
26,8008,6506,1502,9489,2106,0.22194,336,352,360,960,1,1,0,0,63.97,0.49,9,105,63.97,0,0,0,0
27,8012,6510,1502,9556,2176,0.22771,336,352,360,56,1,0,0,0,63.97,0.42,5,105,63.97,0,0,0,0
28,8022,6518,1504,9840,2633,0.26758,328,352,360,70,1,0,0,0,63.96,0.22,2,105,63.96,0,0,0,0
29,8015,6511,1504,9256,2129,0.23001,336,352,360,72,1,0,0,0,63.96,0.03,1,105,63.96,0,0,0,0
30,8010,6510,1500,9586,2097,0.21876,328,352,368,864,1,1,0,0,63.96,0.51,4,108,63.96,0,0,0,0
31,8028,6523,1505,9391,1935,0.20605,336,352,360,68,1,0,0,0,63.96,0.11,2,108,63.96,0,0,0,0
32,8009,6508,1501,9538,2083,0.21839,320,352,360,63,1,0,0,0,63.96,0.07,1,108,63.96,0,0,0,0
33,8017,6512,1505,9673,2305,0.23829,320,352,360,2688,0,1,0,0,63.96,0.00,0,111,63.96,0,0,0,0
34,8027,6524,1503,9319,1789,0.19197,336,352,360,59,1,0,0,0,63.96,0.23,5,111,63.96,0,0,0,0
35,8028,6520,1508,9569,2127,0.22228,328,352,360,72,1,0,0,0,63.96,0.19,2,111,63.96,0,0,0,0
36,8007,6506,1501,9669,2079,0.21502,328,352,360,84,1,0,0,0,63.96,0.07,1,111,63.96,0,0,0,0
37,8023,6519,1504,9463,2088,0.22065,336,352,360,1984,1,1,0,0,63.96,0.40,4,108,63.96,0,0,0,0
38,8032,6527,1505,9551,2120,0.22197,336,352,360,90,1,0,0,0,63.96,0.21,1,108,63.96,0,0,0,0
39,8022,6516,1506,9411,2051,0.21794,336,352,360,62,1,0,0,0,63.96,0.04,1,108,63.96,0,0,0,0
40,8010,6509,1501,9414,1980,0.21033,336,352,360,72,1,0,0,0,63.96,0.09,1,108,63.96,0,0,0,0
41,8062,6549,1513,9707,2191,0.22571,328,352,360,1376,1,1,0,0,63.96,0.58,7,111,63.96,0,0,0,0
42,8004,6511,1493,10083,2504,0.24834,320,344,352,1824,1,0,0,0,63.96,0.22,3,111,63.96,0,0,0,0
43,8066,6548,1518,9489,2121,0.22352,328,352,360,66,1,0,0,0,63.96,0.18,3,111,63.96,0,0,0,0
44,8089,6575,1514,9957,2454,0.24646,328,352,360,2112,1,1,0,0,63.96,0.07,2,114,63.96,0,0,0,0
45,8085,6567,1518,6707,1696,0.25287,320,352,360,78,0,1,0,0,63.96,0.31,3,112,63.96,0,0,0,0
46,8020,6516,1504,8958,1905,0.21266,320,344,624,3072,1,1,1,0,63.96,0.18,9,124,63.96,0,0,0,0
47,8071,6556,1515,9826,2265,0.23051,336,352,576,70,1,0,0,0,63.97,0.11,2,124,63.97,0,0,0,0
48,8009,6508,1501,9619,2219,0.23069,328,352,368,76,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
49,8010,6508,1502,9621,2226,0.23137,336,352,368,66,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
50,8012,6518,1494,9830,2165,0.22024,320,352,368,1344,1,1,0,0,63.97,0.49,4,123,63.97,0,0,0,0
51,8011,6502,1509,9640,2043,0.21193,328,352,368,68,1,0,0,0,63.97,0.17,2,123,63.97,0,0,0,0
52,8080,6563,1517,9931,2514,0.25315,320,352,360,74,1,0,0,0,63.97,0.00,0,123,63.97,0,0,0,0
53,8012,6510,1502,9530,2108,0.22120,320,344,360,1312,1,1,0,0,63.97,0.21,4,122,63.97,0,0,0,0
54,8010,6509,1501,9589,2237,0.23329,336,352,368,70,1,0,0,0,63.97,0.05,2,122,63.97,0,0,0,0
55,8012,6509,1503,9499,2008,0.21139,336,352,360,60,1,0,0,0,63.97,0.00,0,122,63.97,0,0,0,0
