t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8022,6517,1505,6399,2943,0.45992,264,296,304,52,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8012,6512,1500,6383,3369,0.52781,17,296,304,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8050,6540,1510,6331,3813,0.60227,14,288,296,54,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0
4,8021,6516,1505,6317,3689,0.58398,14,288,296,52,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0
5,8018,6515,1503,6316,3745,0.59294,15,296,304,53,0,0,0,0,63.96,0.04,1,86,63.96,0,0,0,0
6,8023,6520,1503,6369,3551,0.55754,16,296,304,56,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8032,6527,1505,6349,3552,0.55946,15,288,296,51,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8044,6533,1511,7259,3811,0.52500,14,288,296,2560,1,0,1,0,63.97,0.01,1,87,63.97,483,0,0,0
9,8007,6506,1501,9238,4016,0.43473,14,272,288,2048,1,1,0,0,63.96,0.15,6,97,63.96,4376,483,483,0
10,8033,6526,1507,10261,5289,0.51545,220,272,288,1376,1,0,0,0,63.97,0.19,6,97,63.97,0,483,483,0
11,8011,6509,1502,9425,4915,0.52149,256,272,288,21,1,0,0,0,63.97,0.01,1,97,63.97,0,483,483,0
12,8005,6509,1496,9540,3595,0.37683,264,272,288,31,1,0,0,0,63.97,0.07,1,97,63.97,0,483,483,0
13,8007,6502,1505,10004,3160,0.31587,264,272,288,2496,1,1,0,0,59.37,0.15,6,100,59.37,1694,483,483,0
14,8019,6515,1504,10395,4113,0.39567,264,272,288,36,1,0,0,0,63.97,0.07,3,100,63.97,0,483,483,0
15,8003,6502,1501,9625,3686,0.38296,264,272,288,30,1,0,0,0,63.97,0.23,3,100,63.97,0,483,483,0
16,8003,6503,1500,10030,3202,0.31924,264,272,288,2560,1,1,0,0,62.66,0.13,5,103,62.67,1530,483,483,0
17,8009,6507,1502,10292,3126,0.30373,264,272,296,70,1,0,0,0,63.97,0.02,2,103,63.97,0,483,483,0
18,8005,6505,1500,10468,3752,0.35843,264,272,288,55,1,0,0,0,63.97,0.02,2,103,63.97,0,483,483,0
19,8006,6505,1501,9071,4210,0.46412,264,272,288,784,1,1,0,0,59.40,0.08,3,106,59.41,1391,483,483,0
20,8006,6504,1502,10027,2769,0.27615,264,272,288,25,1,0,0,0,63.97,0.01,1,106,63.97,0,483,483,0
21,8033,6529,1504,9660,3022,0.31284,264,272,288,57,1,0,0,0,63.97,0.00,0,106,63.97,0,483,483,0
22,8003,6500,1503,10127,2876,0.28399,264,272,288,800,1,1,0,0,63.97,0.04,2,109,63.97,1926,483,483,0
23,8011,6511,1500,10186,3175,0.31170,264,272,288,656,1,0,0,0,63.97,0.10,2,109,63.97,0,483,483,0
24,8003,6503,1500,9968,3904,0.39165,264,272,288,28,1,0,0,0,63.96,0.04,1,109,63.96,0,483,483,0
25,8006,6502,1504,10202,2297,0.22515,264,272,288,1088,1,1,0,0,63.96,0.61,6,112,63.96,1119,483,483,0
26,8007,6506,1501,9410,2521,0.26791,264,272,288,116,1,0,0,0,63.96,0.23,2,112,63.96,0,483,483,0
27,8006,6506,1500,9232,2461,0.26657,264,272,288,37,1,0,0,0,63.96,0.04,1,112,63.96,0,483,483,0
28,8006,6504,1502,9051,3940,0.43531,264,272,280,25,1,0,0,0,63.96,0.03,3,112,63.96,0,483,483,0
29,8033,6527,1506,9972,3101,0.31097,256,272,288,2816,1,1,0,0,62.38,0.13,3,109,62.39,1078,483,483,0
30,8005,6505,1500,9517,3646,0.38310,252,272,280,74,1,0,0,0,63.96,0.20,2,109,63.96,0,483,483,0
31,8006,6506,1500,10605,3799,0.35823,11,272,280,248,1,0,0,0,63.96,0.05,1,109,63.96,0,483,483,0
32,8006,6505,1501,9222,4250,0.46085,244,272,280,240,1,1,0,0,60.71,0.14,3,112,60.72,2515,483,483,0
33,8006,6503,1503,9904,4722,0.47678,8,264,272,608,1,0,0,0,63.96,0.07,2,112,63.96,0,483,483,0
34,8004,6503,1501,10002,4488,0.44871,9,272,288,34,1,0,0,0,63.96,0.00,1,112,63.96,0,483,483,0
35,8007,6505,1502,9369,3726,0.39769,9,272,288,43,1,0,0,0,63.96,0.00,0,112,63.96,0,483,483,0
36,8006,6505,1501,9495,3315,0.34913,256,272,280,2880,1,2,0,0,60.85,0.00,0,114,60.85,971,483,483,0
37,8006,6505,1501,10570,3905,0.36944,9,272,280,110,1,0,0,0,63.95,0.00,0,114,63.95,0,483,483,0
38,8004,6506,1498,10013,3626,0.36213,8,272,280,1760,1,0,0,0,63.96,0.05,2,114,63.96,0,483,483,0
39,8005,6501,1504,9614,3325,0.34585,9,272,280,2304,1,1,0,0,63.96,0.00,0,111,63.96,645,483,483,0
40,8004,6505,1499,9534,3434,0.36018,264,272,280,864,1,0,0,0,63.96,0.18,3,111,63.96,0,483,483,0
41,8017,6513,1504,9072,2634,0.29034,264,272,288,39,1,0,0,0,63.96,0.02,1,111,63.96,0,483,483,0
42,8002,6505,1497,9151,2462,0.26904,264,272,288,816,0,1,0,0,62.31,0.11,2,114,62.32,0,483,483,0
43,8046,6533,1513,6412,2406,0.37523,264,296,304,62,0,0,0,0,63.95,0.16,2,114,63.95,0,483,483,0
44,8007,6506,1501,6416,2188,0.34102,272,296,304,53,0,0,0,0,63.95,0.00,0,114,63.95,0,483,483,0
45,8003,6502,1501,6418,2674,0.41664,264,288,296,50,0,0,0,0,63.96,0.10,2,114,63.95,0,483,483,0
46,8047,6539,1508,8554,3340,0.39046,264,288,296,3072,1,1,1,0,63.96,0.15,10,126,63.96,2199,787,787,0
47,8004,6503,1501,9439,3614,0.38288,264,272,296,45,1,0,0,0,63.96,0.01,2,126,63.96,0,787,787,0
48,8005,6503,1502,9495,3757,0.39568,264,272,288,41,1,0,0,0,63.96,0.11,3,126,63.96,0,787,787,0
49,8006,6507,1499,9824,3323,0.33825,264,272,296,392,1,0,0,0,63.96,0.00,0,126,63.96,0,787,787,0
50,8007,6505,1502,9515,3441,0.36164,264,272,296,1696,1,1,0,0,58.01,0.19,1,125,58.01,1047,787,787,0
51,8005,6504,1501,10246,2699,0.26342,264,272,296,56,1,0,0,0,63.97,0.00,1,125,63.97,0,787,787,0
52,8002,6504,1498,9659,3361,0.34797,264,272,296,36,1,0,0,0,63.97,0.18,4,125,63.97,0,787,787,0
53,8020,6515,1505,9892,3513,0.35514,256,272,288,1344,1,1,0,0,63.83,0.11,1,124,63.84,1288,787,787,0
54,8006,6507,1499,9652,3945,0.40872,13,272,280,51,1,0,0,0,63.97,0.05,1,124,63.97,0,787,787,0
55,8005,6502,1503,9295,3568,0.38386,12,272,288,33,1,0,0,0,63.97,0.00,0,124,63.97,0,787,787,0
56,8004,6501,1503,10166,4677,0.46006,9,272,280,102,1,1,0,0,63.97,0.52,5,123,63.97,1773,787,787,0
57,8011,6510,1501,9871,4209,0.42640,10,272,280,118,1,0,0,0,63.97,0.06,1,123,63.97,0,787,787,0
58,8006,6506,1500,10220,3414,0.33405,10,272,288,72,1,0,0,0,63.97,0.00,0,123,63.97,0,787,787,0
59,8007,6504,1503,9828,4040,0.41107,256,272,288,1344,1,1,0,0,56.09,0.16,5,121,56.09,1990,787,787,0
60,8002,6501,1501,10128,2969,0.29315,264,272,288,272,1,0,0,0,63.96,0.02,2,121,63.96,0,787,787,0
61,8007,6506,1501,11109,5040,0.45369,256,272,280,47,1,0,0,0,63.96,0.15,4,121,63.96,0,787,787,0
62,8006,6506,1500,9469,2735,0.28884,264,272,288,1984,1,1,0,0,63.96,0.20,5,120,63.96,1606,787,787,0
63,8005,6504,1501,10141,2529,0.24938,264,280,296,1376,1,0,0,0,63.97,0.11,4,120,63.97,0,787,787,0
64,8004,6503,1501,10638,3988,0.37488,264,272,288,184,1,0,0,0,63.96,0.32,6,120,63.96,0,787,787,0
65,7998,6496,1502,9045,3092,0.34185,264,272,288,2176,1,1,0,0,63.96,0.09,4,119,63.96,2672,787,787,0
66,8014,6513,1501,10230,3474,0.33959,264,272,280,47,1,0,0,0,63.96,0.00,0,119,63.96,0,787,787,0
67,8004,6503,1501,9758,3559,0.36473,264,272,280,43,1,0,0,0,63.96,0.16,5,119,63.96,0,787,787,0
68,8002,6502,1500,9447,2852,0.30189,264,272,288,1792,1,1,0,0,62.31,0.01,1,118,62.32,1842,787,787,0
69,8007,6506,1501,9690,4555,0.47007,256,272,280,33,1,0,0,0,63.96,0.07,3,118,63.96,0,787,787,0
70,8004,6505,1499,9689,3009,0.31056,264,272,288,1024,1,0,0,0,63.96,0.02,2,118,63.96,0,787,787,0
71,8009,6505,1504,10244,4014,0.39184,256,272,280,1440,1,1,0,0,61.85,0.01,2,117,61.85,1630,787,787,0
72,8004,6505,1499,8923,3001,0.33632,264,272,288,44,1,0,0,0,63.96,0.08,2,117,63.96,0,787,787,0
73,8002,6503,1499,10104,3379,0.33442,264,272,288,39,1,0,0,0,63.96,0.00,0,117,63.96,0,787,787,0
74,8008,6505,1503,8764,3177,0.36251,264,272,280,1056,1,1,0,0,55.04,0.11,2,116,55.04,1784,787,787,0
75,8004,6502,1502,9222,4091,0.44361,256,272,280,26,1,0,0,0,63.96,0.00,0,116,63.96,0,787,787,0
76,8009,6511,1498,8504,3402,0.40005,264,272,288,28,1,0,0,0,63.96,0.00,0,116,63.96,0,787,787,0
77,8005,6501,1504,10280,3637,0.35379,228,272,288,320,1,0,0,0,63.96,0.14,3,116,63.96,0,787,787,0
78,8001,6501,1500,10042,3053,0.30402,264,272,280,2432,1,1,0,0,60.33,0.00,0,115,60.34,1775,787,787,0
79,8018,6514,1504,10123,3255,0.32154,256,272,280,156,1,0,0,0,63.96,0.05,2,115,63.96,0,787,787,0
80,8007,6506,1501,10228,3968,0.38795,264,272,288,34,1,0,0,0,63.96,0.02,1,115,63.96,0,787,787,0
81,8042,6533,1509,6528,2508,0.38419,264,288,296,61,0,1,0,0,63.96,0.05,3,113,63.96,0,787,787,0
82,8047,6539,1508,6397,2771,0.43317,264,296,304,52,0,0,0,0,63.96,0.00,0,113,63.96,0,787,787,0
83,8044,6535,1509,6385,3240,0.50744,20,296,304,98,0,0,1,0,62.76,0.06,1,114,62.76,0,787,787,0
84,8006,6510,1496,9532,3887,0.40778,256,272,280,2944,1,1,0,0,63.96,0.11,5,123,63.96,2111,1388,1388,0
85,8006,6502,1504,9427,4900,0.51978,8,272,288,45,1,0,0,0,63.96,0.00,0,123,63.96,0,1388,1388,0
86,8006,6503,1503,9337,4174,0.44704,8,272,288,45,1,0,0,0,63.97,0.02,1,123,63.97,0,1388,1388,0
87,8005,6505,1500,10142,5157,0.50848,8,272,288,42,1,0,0,0,63.97,0.00,0,123,63.97,0,1388,1388,0
88,8006,6506,1500,9908,4500,0.45418,8,272,288,2688,1,1,0,0,62.11,0.16,2,122,62.11,1596,1388,1388,0
89,8003,6502,1501,10102,4147,0.41051,9,272,288,33,1,0,0,0,63.97,0.18,3,122,63.97,0,1388,1388,0
90,8008,6506,1502,9309,4200,0.45118,9,272,288,43,1,0,0,0,63.97,0.07,1,122,63.97,0,1388,1388,0
91,8005,6504,1501,9168,3527,0.38471,9,272,288,784,1,1,0,0,63.97,0.13,2,121,63.97,1629,1388,1388,0
92,8008,6506,1502,9484,3480,0.36693,18,272,288,30,1,0,0,0,63.97,0.01,1,121,63.97,0,1388,1388,0
93,8009,6507,1502,9979,4726,0.47359,8,272,288,416,1,0,0,0,63.97,0.15,2,121,63.97,0,1388,1388,0
94,8006,6505,1501,10678,4158,0.38940,9,272,280,2048,1,1,0,0,59.66,0.20,7,120,59.66,847,1388,1388,0
95,8022,6518,1504,10164,4430,0.43585,220,272,288,76,1,0,0,0,63.96,0.05,4,120,63.96,0,1388,1388,0
96,8008,6506,1502,10139,2942,0.29017,264,272,296,48,1,0,0,0,63.96,0.33,5,120,63.96,0,1388,1388,0
97,8005,6505,1500,9988,3765,0.37695,256,272,280,1216,1,1,0,0,63.97,0.14,4,119,63.96,2209,1388,1388,0
98,8010,6509,1501,10199,3618,0.35474,9,272,288,63,1,0,0,0,63.96,0.00,0,119,63.96,0,1388,1388,0
99,8006,6503,1503,9777,5972,0.61082,7,272,280,34,1,0,0,0,63.96,0.21,4,119,63.96,0,1388,1388,0
100,8005,6506,1499,9565,4130,0.43178,7,264,272,1248,1,1,0,0,62.48,0.00,0,118,62.49,1270,1388,1388,0
101,8004,6501,1503,10560,4861,0.46032,7,272,288,57,1,0,0,0,63.96,0.00,0,118,63.96,0,1388,1388,0
102,8005,6507,1498,9616,4580,0.47629,8,272,280,1696,0,1,0,0,63.97,0.06,1,118,63.97,0,1388,1388,0
