t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8016,6513,1503,6943,3993,0.57511,10,320,624,27,0,0,0,0,63.96,0.32,3,86,63.96,0,0,0,0
2,8042,6534,1508,6929,3705,0.53471,11,320,624,25,0,0,0,0,63.97,0.00,0,86,63.97,0,0,0,0
3,8008,6507,1501,6963,3521,0.50567,19,320,624,26,0,0,0,0,63.96,0.16,1,86,63.96,0,0,0,0
4,8029,6524,1505,6970,3415,0.48996,312,320,624,27,0,0,0,0,63.96,0.22,3,86,63.96,0,0,0,0
5,8012,6509,1503,6955,3216,0.46240,312,328,640,34,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
6,8006,6506,1500,6920,3141,0.45390,312,328,624,29,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8034,6527,1507,6986,3166,0.45319,312,320,624,26,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8004,6503,1501,8416,3497,0.41552,312,328,640,2240,1,0,1,0,63.97,0.00,0,87,63.97,0,0,0,0
9,8008,6507,1501,10585,4195,0.39632,288,360,928,2048,1,1,0,0,63.98,0.02,1,97,63.98,0,0,0,0
10,8027,6523,1504,11026,4775,0.43307,272,360,688,63,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
11,8009,6505,1504,10711,4018,0.37513,312,368,704,68,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
12,8006,6507,1499,11431,4722,0.41309,320,360,688,992,1,1,0,0,63.98,0.10,4,100,63.98,0,0,0,0
13,8013,6509,1504,11029,4758,0.43141,312,360,688,64,1,0,0,0,63.98,0.06,2,100,63.98,0,0,0,0
14,8009,6508,1501,12036,5767,0.47915,320,360,688,832,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
15,8008,6506,1502,11432,4819,0.42154,312,360,688,1984,1,1,0,0,63.97,0.23,3,97,63.97,0,0,0,0
16,8008,6506,1502,11441,3774,0.32987,312,328,640,41,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
17,8085,6570,1515,11504,4263,0.37057,312,328,640,28,1,0,0,0,63.97,0.05,1,97,63.97,0,0,0,0
18,8082,6566,1516,11011,4123,0.37444,312,328,640,1408,1,1,0,0,63.97,0.12,4,100,63.97,0,0,0,0
19,8004,6506,1498,10758,3248,0.30191,312,328,624,30,1,0,0,0,63.97,0.14,3,100,63.97,0,0,0,0
