t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8008,6506,1502,2942,1782,0.60571,3,424,440,17,0,0,0,0,63.96,0.79,6,86,63.96,0,0,0,0,0,0
2,8039,6533,1506,2924,1786,0.61081,3,416,440,18,0,0,0,0,63.96,0.88,7,86,63.96,0,0,0,0,0,0
3,8030,6524,1506,2873,1732,0.60285,3,424,448,19,0,0,0,0,63.96,0.75,7,86,63.96,0,0,0,0,0,0
4,8034,6527,1507,2862,1703,0.59504,3,424,440,17,0,0,0,0,63.96,0.94,8,86,63.96,0,0,0,0,0,0
5,8031,6526,1505,2953,1768,0.59871,4,424,448,19,0,0,0,0,63.96,0.93,8,86,63.96,0,0,0,0,0,0
6,8010,6515,1495,2935,1735,0.59114,3,424,440,18,0,0,0,0,63.96,1.02,9,86,63.96,0,0,0,0,0,0
7,8024,6512,1512,2852,1729,0.60624,3,416,440,17,0,0,0,0,63.96,0.67,7,86,63.96,0,0,0,0,0,0
8,8031,6525,1506,4867,2456,0.50462,4,424,448,2048,1,0,1,0,63.98,0.75,8,87,63.98,0,0,0,0,0,0
9,8040,6535,1505,11437,7760,0.67850,4,392,440,2496,1,1,0,0,63.98,0.80,15,97,63.98,0,0,0,0,0,0
10,8005,6502,1503,8078,4455,0.55150,4,384,432,50,1,0,0,0,63.98,0.68,16,97,63.98,0,0,0,0,0,0
11,8010,6509,1501,6847,2197,0.32087,5,384,432,816,1,1,0,0,63.98,0.83,17,100,63.98,0,0,0,0,0,0
12,8015,6512,1503,6357,1914,0.30109,5,384,432,50,1,0,0,0,63.98,0.73,14,100,63.98,0,0,0,0,0,0
13,8047,6539,1508,6262,2084,0.33280,5,384,432,55,1,0,0,0,63.98,0.40,11,100,63.98,0,0,0,0,0,0
14,8014,6510,1504,6150,2150,0.34959,5,392,440,68,1,0,0,0,63.96,0.47,11,100,63.96,0,0,0,0,0,0
15,8009,6508,1501,6102,2343,0.38397,5,400,448,880,1,1,0,0,63.96,0.54,17,103,63.96,0,0,0,0,0,0
16,8009,6507,1502,6322,2609,0.41269,5,392,432,44,1,0,0,0,63.96,1.09,18,103,63.96,0,0,0,0,0,0
17,8008,6506,1502,6250,2556,0.40896,5,384,440,78,1,0,0,0,63.96,1.57,18,103,63.96,0,0,0,0,0,0
18,8021,6517,1504,6092,2456,0.40315,5,392,440,70,1,0,0,0,63.96,1.78,17,103,63.96,0,0,0,0,0,0
19,8009,6507,1502,5932,2326,0.39211,5,384,432,126,1,1,0,0,63.96,2.63,27,106,63.96,0,0,0,0,0,0
20,8006,6506,1500,5849,2217,0.37904,5,352,424,62,1,0,0,0,63.96,2.50,19,106,63.96,0,0,0,0,0,0
21,8017,6513,1504,5718,2147,0.37548,5,360,432,44,1,0,0,0,63.96,1.75,15,106,63.96,0,0,0,0,0,0
22,8050,6543,1507,5785,2224,0.38444,5,384,440,112,1,0,0,0,63.96,1.39,14,106,63.96,0,0,0,0,0,0
23,8021,6516,1505,5673,2136,0.37652,5,368,432,53,1,0,0,0,63.96,1.37,13,106,63.96,0,0,0,0,0,0
24,8038,6530,1508,6826,2135,0.31277,5,304,456,1696,1,1,0,0,63.96,1.39,21,109,63.96,0,0,0,0,0,0
25,8006,6505,1501,6961,2089,0.30010,4,384,448,48,1,0,0,0,63.96,1.31,16,109,63.96,0,0,0,0,0,0
26,8050,6541,1509,6765,2048,0.30273,4,392,456,2048,1,1,0,0,63.96,1.45,16,106,63.96,0,0,0,0,0,0
27,8030,6523,1507,5862,2133,0.36387,4,360,408,34,1,0,0,0,63.96,1.49,23,106,63.96,0,0,0,0,0,0
28,8008,6507,1501,5638,1994,0.35367,4,360,416,68,1,0,0,0,63.96,1.68,23,106,63.96,0,0,0,0,0,0
29,8008,6506,1502,5564,2035,0.36574,4,360,432,45,1,0,0,0,63.96,1.53,21,106,63.96,0,0,0,0,0,0
30,8023,6519,1504,5610,2038,0.36328,4,376,432,49,1,0,0,0,63.96,1.63,19,106,63.96,0,0,0,0,0,0
31,8032,6526,1506,5811,2298,0.39546,4,328,424,928,1,1,0,0,63.96,1.57,27,109,63.96,0,0,0,0,0,0
32,8027,6524,1503,5770,2203,0.38180,4,368,432,76,1,0,0,0,63.96,1.72,24,109,63.96,0,0,0,0,0,0
33,8008,6508,1500,5745,2315,0.40296,5,352,432,43,1,0,0,0,63.96,1.58,20,109,63.96,0,0,0,0,0,0
34,8032,6523,1509,5636,2104,0.37331,4,368,424,51,1,0,0,0,63.96,1.72,19,109,63.96,0,0,0,0,0,0
35,8008,6507,1501,5523,1924,0.34836,4,288,416,1312,1,1,0,0,63.96,2.15,28,112,63.96,0,0,0,0,0,0
36,8005,6504,1501,5537,1904,0.34387,4,344,416,52,1,0,0,0,63.96,2.43,21,112,63.96,0,0,0,0,0,0
37,8041,6533,1508,5457,1906,0.34928,4,384,432,82,1,0,0,0,63.96,2.35,18,112,63.96,0,0,0,0,0,0
38,8009,6507,1502,5431,1850,0.34064,5,392,432,60,1,0,0,0,63.96,2.08,15,112,63.96,0,0,0,0,0,0
39,8008,6507,1501,5337,1916,0.35900,4,392,432,416,1,1,0,0,63.96,1.69,23,115,63.96,0,0,0,0,0,0
40,8007,6506,1501,5530,1862,0.33671,4,384,432,108,1,0,0,0,63.96,1.98,23,115,63.96,0,0,0,0,0,0
41,8045,6536,1509,5441,1792,0.32935,4,384,424,50,1,0,0,0,63.96,2.01,21,115,63.96,0,0,0,0,0,0
42,8008,6508,1500,5355,1760,0.32866,4,384,432,78,1,0,0,0,63.96,1.94,18,115,63.96,0,0,0,0,0,0
43,8018,6514,1504,5413,1791,0.33087,4,384,424,58,0,1,0,0,63.96,1.75,15,115,63.96,0,0,0,0,0,0
44,8029,6524,1505,5372,1784,0.33209,4,384,424,1184,1,0,0,0,63.96,2.04,26,118,63.96,0,0,0,0,0,0
45,8017,6512,1505,5269,1762,0.33441,4,392,440,61,1,0,0,0,63.96,2.24,23,118,63.96,0,0,0,0,0,0
46,8004,6503,1501,6695,2772,0.41404,6,392,440,1440,1,0,1,0,63.98,1.70,18,119,63.98,0,0,0,0,0,0
47,8010,6509,1501,6784,3046,0.44900,5,384,432,52,1,0,0,0,63.98,1.79,18,119,63.98,0,0,0,0,0,0
48,8006,6505,1501,9954,6322,0.63512,5,408,456,3008,1,2,0,0,63.98,2.09,32,124,63.98,0,0,0,0,0,0
49,8008,6509,1499,8401,4847,0.57696,4,384,432,244,1,0,0,0,63.99,1.96,32,124,63.99,0,0,0,0,0,0
