t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8009,6507,1502,6452,908,0.14073,336,344,360,56,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8013,6510,1503,6444,955,0.14820,336,344,352,59,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8017,6517,1500,6454,914,0.14162,336,344,352,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
4,8040,6531,1509,6482,942,0.14533,336,344,360,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
5,8005,6503,1502,6431,980,0.15239,336,344,352,56,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
6,8016,6513,1503,6446,994,0.15420,328,344,352,54,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
7,8059,6549,1510,6487,999,0.15400,336,344,360,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
8,8028,6521,1507,7541,1015,0.13460,320,344,360,2112,1,0,1,0,63.96,0.00,0,87,63.96,0,0,0,0
9,8071,6558,1513,9608,1345,0.13999,320,344,624,2432,1,1,0,0,63.97,0.29,6,97,63.97,0,0,0,0
10,8006,6505,1501,9901,1505,0.15200,320,344,360,58,1,0,0,0,63.98,0.00,0,97,63.97,0,0,0,0
11,8052,6542,1510,10115,1457,0.14404,320,344,368,49,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
12,8004,6505,1499,9820,1330,0.13544,320,344,368,2176,1,1,0,0,63.97,0.85,10,100,63.97,0,0,0,0
13,8071,6558,1513,9948,1253,0.12595,320,344,368,58,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
14,8033,6526,1507,9961,1425,0.14306,320,344,360,55,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
15,8085,6568,1517,10022,1499,0.14957,320,344,368,2624,1,1,0,0,63.97,0.09,9,103,63.97,0,0,0,0
16,8082,6567,1515,9995,1354,0.13547,320,344,360,59,1,0,0,0,63.97,0.00,0,103,63.97,0,0,0,0
