t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,904582,900578,4004,897349,892065,0.99411,2,11,19,62,0,1,0,0,124.93,0.00,0,113,124.93,68487,0,0,0
2,928506,924484,4022,915182,914959,0.99976,2,11,19,32,0,0,0,0,125.68,0.00,0,113,125.68,0,0,0,0
3,890759,886737,4022,872410,867080,0.99389,2,11,19,34,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
4,932478,928467,4011,910332,907754,0.99717,2,11,18,29,0,0,0,0,127.97,0.05,1,113,127.97,0,0,0,0
5,903099,899077,4022,880218,876043,0.99526,2,11,19,32,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
6,924584,920576,4008,900338,897886,0.99728,2,11,18,30,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
7,862272,858263,4009,837206,832958,0.99493,3,12,20,37,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
8,909458,905438,4020,883100,876392,0.99240,2,11,18,32,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
9,928472,924469,4003,899501,895315,0.99535,2,11,17,40,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
10,908273,904252,4021,878554,874993,0.99595,3,11,19,32,0,0,0,0,127.97,0.06,1,113,127.97,0,0,0,0
11,897049,893037,4012,867572,859671,0.99089,3,11,18,31,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
12,933747,929725,4022,901485,897738,0.99584,2,11,17,29,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
13,601808,597786,4022,642934,597321,0.92905,3,15,26,3648,1,5,1,0,123.46,0.00,0,120,123.49,20568,0,0,0
