t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,909037,905020,4017,914779,896390,0.97990,2,11,19,3008,0,2,0,0,124.61,0.00,0,113,124.61,69238,0,0,0
2,1022855,1018838,4017,1008569,1008245,0.99968,2,10,15,27,0,0,0,0,125.61,0.00,0,113,125.61,0,0,0,0
3,1031377,1027355,4022,1010776,1005443,0.99472,2,9,15,26,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
4,1044592,1040570,4022,1020120,1017582,0.99751,2,9,15,25,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
5,1041931,1037910,4021,1015968,1011746,0.99584,2,9,15,25,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
6,1016682,1012660,4022,990230,987823,0.99757,2,9,15,25,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
7,1007497,1003475,4022,978665,974380,0.99562,2,10,15,26,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
8,1027568,1023547,4021,997819,991157,0.99332,2,9,15,25,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
9,1034548,1030526,4022,1002614,998321,0.99572,2,9,15,27,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
10,1026178,1022166,4012,992979,989461,0.99646,2,9,15,25,0,0,0,0,127.97,0.05,1,113,127.97,0,0,0,0
11,1012221,1008216,4005,979300,971372,0.99190,2,9,15,24,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
12,1026847,1022838,4009,991360,987757,0.99637,2,9,15,25,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
13,665751,661729,4022,696247,662039,0.95087,3,14,25,3392,1,4,1,0,120.68,0.00,0,122,120.69,17613,0,0,0
14,631640,627621,4019,675613,625405,0.92569,3,15,26,3648,1,5,0,0,116.31,0.00,0,117,116.32,14756,0,0,0
15,867913,863879,4034,884879,855160,0.96641,2,11,20,3328,0,3,0,0,124.19,0.00,0,114,124.19,5345,0,0,0
16,1044547,1040525,4022,1032519,1023760,0.99152,2,9,15,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
17,1027607,1023586,4021,1013449,1009685,0.99629,2,9,15,30,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
18,1026395,1022377,4018,1009205,1006511,0.99733,2,9,15,35,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
19,992197,988175,4022,974543,964257,0.98945,2,10,16,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
20,1032376,1028354,4022,1016135,1011836,0.99577,2,9,15,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
21,1040093,1036071,4022,1023510,1019359,0.99594,2,9,15,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
22,1029822,1025800,4022,1011608,1006081,0.99454,2,9,15,26,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
23,1028584,1024563,4021,1007838,1002008,0.99422,2,9,15,23,0,0,0,0,127.97,0.05,1,114,127.97,0,0,0,0
24,1011986,1007964,4022,990479,977052,0.98644,2,9,15,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
25,991547,987526,4021,968844,962888,0.99385,2,10,16,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
26,1015698,1011676,4022,990119,984911,0.99474,2,9,15,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
27,663697,659675,4022,692615,653041,0.94286,3,14,25,3648,1,4,1,0,120.73,0.14,2,122,120.80,13874,0,0,0
28,634747,630726,4021,680520,633341,0.93067,3,15,26,3584,1,5,0,0,115.07,0.13,1,117,115.08,15981,0,0,0
29,897256,893234,4022,905444,882434,0.97459,2,11,20,3328,0,3,0,0,110.53,0.13,1,114,110.53,6489,0,0,0
30,1045394,1041372,4022,1030145,1025770,0.99575,2,9,15,26,0,0,0,0,127.06,0.06,1,114,127.06,0,0,0,0
31,1009437,1005416,4021,992938,989083,0.99612,2,10,16,26,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
32,1036737,1032724,4013,1017665,1011442,0.99389,2,9,15,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
33,1040689,1036667,4022,1016694,1013150,0.99651,2,9,15,26,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
34,1026041,1022020,4021,998400,996369,0.99797,2,9,15,27,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
