t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8061,6552,1509,4030,2109,0.52333,9,344,344,54,0,0,0,0,63.96,0.28,2,86,63.96,0,135196,369,0,135196,369
2,8011,6509,1502,3954,1995,0.50455,8,344,352,55,0,0,0,0,63.96,0.42,3,86,63.96,0,135196,369,0,135196,369
3,8058,6545,1513,4005,2084,0.52035,8,344,352,55,0,0,0,0,63.96,0.28,2,86,63.96,0,135196,369,0,135196,369
4,8011,6512,1499,3959,2034,0.51377,7,336,344,55,0,0,0,0,63.96,0.14,1,86,63.96,0,135196,369,0,135196,369
5,8064,6549,1515,4007,2045,0.51036,10,344,352,58,0,0,0,0,63.96,0.27,3,86,63.96,0,135196,369,0,135196,369
6,8060,6549,1511,4005,2014,0.50287,10,352,368,68,0,0,0,0,63.96,0.16,2,86,63.96,0,135196,369,0,135196,369
7,8064,6553,1511,3943,2029,0.51458,12,360,392,76,0,0,0,0,63.96,0.05,1,86,63.96,0,135196,369,0,135196,369
8,8014,6510,1504,3882,1954,0.50335,6,344,384,464,0,0,1,0,63.95,0.06,1,87,63.95,0,135196,369,0,136750,430
9,8003,6503,1500,9322,7035,0.75467,3,312,328,2624,1,1,0,0,63.97,4.61,6,97,63.97,7691,136750,1923,0,138996,2277
10,8005,6504,1501,7282,4638,0.63691,4,312,320,25,1,0,0,0,63.98,14.13,5,97,63.98,0,136750,1923,0,141505,2375
11,8004,6503,1501,7124,4191,0.58829,4,312,320,21,1,0,0,0,63.97,22.95,7,97,63.97,0,137372,1928,0,143767,2424
12,8003,6504,1499,6935,3174,0.45768,4,312,328,34,1,0,0,0,63.97,23.23,8,97,63.97,0,138913,1973,0,145303,2424
13,8048,6538,1510,6601,2828,0.42842,6,320,344,31,1,0,0,0,63.97,23.26,8,97,63.97,0,140769,2024,0,147106,2424
14,8003,6502,1501,6241,2516,0.40314,6,320,336,236,1,1,0,0,44.97,0.15,3,100,44.98,551,143008,2413,0,148983,2464
15,8006,6505,1501,6402,1863,0.29100,7,320,336,40,1,0,0,0,61.81,5.84,4,100,61.82,0,143016,2413,0,150455,2940
16,8004,6506,1498,6371,2390,0.37514,5,320,336,25,1,0,0,0,63.96,12.07,5,100,63.96,0,144884,2421,0,152052,3273
17,8007,6503,1504,5844,2287,0.39134,5,320,336,37,1,0,0,0,63.96,19.61,7,100,63.96,0,147080,2422,0,153983,3405
18,8055,6544,1511,6591,2351,0.35670,5,320,336,41,1,0,0,0,63.96,22.53,10,100,63.96,0,148707,2614,0,155249,3423
19,8007,6506,1501,5767,2236,0.38772,6,320,336,26,1,0,0,0,63.96,23.54,11,100,63.96,0,150744,2982,0,157167,3423
20,8003,6502,1501,6200,2157,0.34790,7,320,344,51,1,0,0,0,63.96,22.95,13,100,63.96,0,152624,3178,0,158634,3423
21,8007,6507,1500,6287,2302,0.36615,6,320,336,392,1,1,0,0,63.52,0.67,11,103,63.52,1537,153979,3280,0,160076,3443
22,8005,6504,1501,5755,2365,0.41095,6,320,336,27,1,0,0,0,63.97,8.40,7,103,63.97,0,156028,3352,0,162113,3507
23,8005,6503,1502,5944,2365,0.39788,6,320,336,54,1,0,0,0,63.97,15.43,8,103,63.97,0,158017,3389,0,163931,3548
24,8002,6502,1500,6379,2434,0.38156,4,320,328,32,1,0,0,0,63.97,21.73,11,103,63.97,0,159838,3408,0,165524,3560
25,8063,6551,1512,6129,2223,0.36270,5,320,328,29,1,0,0,0,63.96,23.46,11,103,63.96,0,161248,3475,0,167228,3560
26,8078,6565,1513,5654,2083,0.36841,6,320,336,41,1,0,0,0,63.96,23.65,8,103,63.96,0,163158,3531,0,169189,3560
27,8009,6505,1504,6222,2179,0.35021,6,320,336,35,1,0,0,0,63.96,22.92,11,103,63.96,0,164852,3555,0,170661,3560
28,8053,6545,1508,5994,2102,0.35068,5,320,328,37,1,1,0,0,63.96,4.73,10,106,63.96,342,165666,3557,0,172174,3726
29,8005,6505,1500,5592,2144,0.38340,6,320,336,31,1,0,0,0,63.96,12.06,12,106,63.96,0,167535,3558,0,174035,3874
30,8004,6501,1503,6291,2126,0.33794,6,320,336,40,1,0,0,0,63.96,16.69,15,106,63.96,0,169118,3560,0,175258,3937
31,8010,6509,1501,5383,1897,0.35241,5,320,328,24,1,0,0,0,63.96,24.01,15,106,63.96,0,170960,3616,0,177289,3960
32,8006,6506,1500,6001,1895,0.31578,6,320,336,36,1,0,0,0,63.96,22.90,17,106,63.96,0,172766,3761,0,178672,3960
33,8071,6555,1516,5792,1918,0.33115,6,320,344,30,1,0,0,0,63.96,23.58,17,106,63.96,0,174399,3882,0,180358,3960
34,8006,6505,1501,5866,1901,0.32407,6,320,336,880,1,1,0,0,63.96,2.07,17,109,63.96,501,175803,3926,0,181721,3982
35,8035,6529,1506,5352,1861,0.34772,5,320,336,25,1,0,0,0,63.96,8.75,16,109,63.96,0,177624,3950,0,183720,4023
36,8004,6505,1499,5873,1925,0.32777,5,320,336,39,1,0,0,0,63.96,14.55,16,109,63.96,0,179285,3957,0,185201,4048
37,8006,6504,1502,5787,1891,0.32677,6,320,328,27,1,0,0,0,63.96,21.13,19,109,63.96,0,181010,3960,0,186789,4058
38,8006,6504,1502,5366,1813,0.33787,5,320,336,34,1,0,0,0,63.96,24.22,19,109,63.96,0,182651,4000,0,188672,4058
