t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8005,6503,1502,6381,2939,0.46059,256,264,272,18,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8013,6513,1500,6366,3298,0.51806,8,264,272,16,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8004,6501,1503,6294,3786,0.60153,6,264,264,17,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0,0,0
4,8005,6504,1501,6307,3677,0.58300,6,264,264,17,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
5,8004,6505,1499,6330,3776,0.59652,6,264,264,17,0,0,0,0,63.96,0.02,1,86,63.96,0,0,0,0,0,0
6,8003,6502,1501,6343,3562,0.56156,7,264,272,17,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8007,6504,1503,6352,3542,0.55762,6,272,656,28,0,0,0,0,63.96,0.13,1,86,63.96,0,0,0,0,0,0
8,8039,6534,1505,7369,3480,0.47225,8,264,272,2304,1,0,1,0,63.97,1.23,7,87,63.97,19,0,0,0,308,0
9,8006,6505,1501,11886,5420,0.45600,13,264,280,2752,1,1,0,0,63.97,0.28,5,97,63.97,4487,0,0,0,428,133
10,8004,6503,1501,11268,5432,0.48207,212,264,280,172,1,0,0,0,63.98,4.75,9,97,63.98,0,0,0,0,1540,202
11,8032,6524,1508,9999,3534,0.35344,256,264,280,2752,1,1,0,0,48.11,0.07,1,100,48.12,1323,370,176,0,2652,365
12,8045,6536,1509,11196,3399,0.30359,256,264,288,252,1,0,0,0,63.39,0.08,1,100,63.39,0,371,177,0,2652,531
13,8003,6508,1495,11129,3721,0.33435,256,272,280,1728,1,0,0,0,63.97,0.11,3,100,63.97,0,1067,199,0,2652,531
14,8003,6498,1505,10936,3666,0.33522,256,264,288,2624,1,1,0,0,63.97,0.04,3,103,63.97,1941,1608,205,0,2652,531
15,8007,6506,1501,11690,4145,0.35458,256,272,280,1664,1,0,0,0,63.97,0.00,0,103,63.97,0,2525,404,0,2652,531
16,8002,6501,1501,9953,3079,0.30935,256,264,280,2112,1,1,0,0,63.48,2.90,4,106,63.48,2524,2644,523,0,3341,531
17,8004,6503,1501,10765,3745,0.34789,256,272,280,132,1,0,0,0,63.97,4.36,3,106,63.97,0,2647,526,0,3764,531
18,8001,6502,1499,11975,4734,0.39532,256,272,288,2432,1,0,0,0,63.97,4.34,2,106,63.97,0,2651,530,0,3764,531
19,8041,6533,1508,10695,3316,0.31005,256,272,280,2624,1,1,0,0,60.59,0.17,2,109,60.59,1793,2651,530,0,3764,597
20,8003,6502,1501,9214,2589,0.28099,256,264,288,25,1,0,0,0,63.96,4.56,6,109,63.96,0,3603,530,0,4876,597
21,8031,6528,1503,12426,4965,0.39957,256,264,280,2880,1,1,0,0,57.01,4.50,3,112,57.01,1173,3697,530,0,4876,597
22,8041,6530,1511,9499,3100,0.32635,256,264,272,118,1,0,0,0,63.96,8.81,7,112,63.96,0,3764,597,0,5988,597
23,8006,6506,1500,10885,3411,0.31337,256,264,280,2624,1,0,0,0,63.96,5.18,5,112,63.96,0,4677,597,0,5988,597
24,8004,6505,1499,10265,2439,0.23760,256,272,280,512,1,1,0,0,63.96,0.09,2,115,63.96,1565,4919,597,0,5988,664
25,8003,6501,1502,11327,3398,0.29999,256,272,280,2368,1,0,0,0,63.96,0.04,2,115,63.96,0,5833,597,0,5988,752
26,8005,6503,1502,10768,2766,0.25687,256,272,280,464,1,0,0,0,63.96,0.02,1,115,63.96,0,5833,597,0,5988,752
27,8005,6503,1502,10130,2344,0.23139,256,272,288,2560,1,1,0,0,63.96,0.13,3,112,63.96,1010,5833,597,0,5988,752
28,8003,6503,1500,11232,3947,0.35141,256,264,272,544,1,0,0,0,63.96,0.10,3,112,63.96,0,5922,686,0,5988,752
29,8003,6502,1501,10032,3205,0.31948,16,272,280,2752,1,1,0,0,63.96,0.27,4,115,63.96,1816,5965,729,0,5988,752
30,8021,6518,1503,10130,3288,0.32458,256,264,280,236,1,0,0,0,63.96,0.99,2,115,63.96,0,5988,752,0,6238,752
31,8021,6517,1504,12039,5081,0.42205,252,272,272,2176,1,0,0,0,63.96,0.98,1,115,63.96,0,5988,752,0,6238,752
32,8036,6529,1507,8371,3565,0.42588,256,264,272,2944,0,2,0,0,62.85,0.98,1,111,62.85,417,5988,752,0,7077,767
33,8004,6505,1499,7405,3235,0.43687,10,264,272,18,1,0,0,0,63.95,1.06,3,111,63.95,446,5991,752,0,7077,767
34,8003,6501,1502,10221,3443,0.33686,7,264,272,39,1,0,0,0,63.95,0.00,0,111,63.95,0,6238,752,0,7077,808
35,8005,6503,1502,10548,3919,0.37154,10,272,280,272,1,0,0,0,63.96,0.00,0,111,63.96,0,6255,752,0,7077,1080
36,8003,6503,1500,7931,3211,0.40487,256,272,280,1472,0,1,0,0,63.96,0.00,1,114,63.96,0,6666,760,0,7077,1171
37,8006,6507,1499,6342,3181,0.50158,12,272,280,24,0,0,0,0,63.96,0.00,1,114,63.96,0,6666,760,0,7077,1171
38,8008,6505,1503,6337,3279,0.51744,10,272,280,22,0,0,0,0,63.96,0.02,3,114,63.96,0,6688,782,0,7077,1171
39,8005,6504,1501,6345,3071,0.48400,244,272,280,29,0,0,0,0,63.96,0.00,1,114,63.96,0,6794,888,0,7077,1171
40,8006,6505,1501,6374,2726,0.42767,264,288,296,52,0,0,0,0,63.95,0.11,3,114,63.95,0,6933,1027,0,7077,1171
41,8008,6505,1503,6364,2497,0.39236,264,272,280,26,0,0,0,0,63.95,0.02,1,114,63.95,0,7053,1147,0,7077,1171
42,8017,6515,1502,6393,2460,0.38480,264,272,280,21,0,0,0,0,63.95,0.00,0,114,63.95,0,7077,1171,0,7077,1171
43,8007,6507,1500,6381,2384,0.37361,264,272,280,25,0,0,0,0,63.95,0.03,1,114,63.95,0,7077,1171,0,7077,1171
44,8004,6503,1501,6418,2236,0.34840,256,272,280,23,0,0,0,0,63.96,0.00,1,114,63.95,0,7077,1171,0,7077,1171
45,8043,6533,1510,6447,2599,0.40313,264,272,280,28,0,0,0,0,63.95,0.13,2,114,63.95,0,7077,1171,0,7077,1171
46,8044,6537,1507,8658,3069,0.35447,264,288,296,3072,1,1,1,0,63.97,0.13,5,126,63.97,1913,7077,1171,0,7292,1192
47,8007,6508,1499,11725,4389,0.37433,256,264,280,2496,1,0,0,0,63.97,0.32,3,126,63.97,0,7077,1171,0,7292,1258
48,8006,6502,1504,10240,3347,0.32686,256,272,296,392,1,0,0,0,63.97,2.34,4,126,63.97,0,7077,1171,0,7872,1262
49,8009,6507,1502,10586,3436,0.32458,264,272,296,3200,1,1,0,0,60.73,4.39,4,125,60.73,730,7124,1207,0,8404,1264
