t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb
1,40201,36181,4020,35893,28724,0.80027,5,14,27,43,0,0,0,0,97.24,0.22,3,113,97.24
2,40214,36191,4023,35772,32081,0.89682,4,12,25,39,0,0,0,0,111.65,0.05,1,113,111.66
3,40149,36135,4014,35581,32214,0.90537,5,15,29,49,0,0,0,0,124.45,0.05,1,113,124.46
4,40171,36154,4017,35449,31949,0.90127,5,15,29,49,0,0,0,0,127.97,0.04,1,113,127.97
5,40218,36196,4022,35412,32553,0.91926,5,14,25,48,0,0,0,0,127.97,0.00,0,113,127.97
6,40216,36196,4020,35437,31415,0.88650,5,16,29,49,0,0,0,0,127.97,0.00,0,113,127.97
7,40138,36123,4015,35209,31691,0.90008,6,16,30,48,0,0,0,0,127.97,0.00,0,113,127.97
8,40171,36154,4017,35201,30977,0.88000,5,14,26,40,0,0,0,0,127.97,0.10,2,113,127.97
9,40212,36191,4021,35194,30649,0.87086,5,13,23,44,0,0,0,0,127.97,0.00,0,113,127.97
10,40203,36182,4021,35101,30552,0.87040,4,12,21,42,0,0,0,0,127.97,0.00,0,113,127.97
11,40208,36189,4019,35138,29109,0.82842,5,14,28,42,0,0,0,0,127.97,0.00,0,113,127.97
12,40188,36168,4020,35032,29504,0.84220,6,15,29,47,0,0,0,0,127.97,0.00,0,113,127.97
13,40377,36339,4038,85671,40844,0.47675,4,14,24,3584,1,6,1,0,84.67,0.17,5,120,80.60
14,40237,36214,4023,94826,33245,0.35059,3,13,22,3584,1,5,0,0,64.55,0.06,1,115,64.56
15,40175,36156,4019,39052,26173,0.67021,5,13,25,76,0,1,0,0,101.87,0.00,0,114,101.88
16,40192,36173,4019,35885,29535,0.82305,4,12,22,38,0,0,0,0,126.41,0.00,0,114,126.42
17,40155,36142,4013,35815,31105,0.86849,5,14,28,44,0,0,0,0,127.97,0.14,2,114,127.97
18,40139,36123,4016,35635,31197,0.87546,5,15,30,45,0,0,0,0,127.97,0.02,1,114,127.97
19,40211,36190,4021,35701,29460,0.82519,5,15,29,46,0,0,0,0,127.97,0.00,0,114,127.97
20,40218,36196,4022,35771,29491,0.82444,4,12,23,34,0,0,0,0,127.97,0.11,2,114,127.97
21,40018,36017,4001,35562,30891,0.86865,5,13,24,37,0,0,0,0,127.97,0.00,0,114,127.97
22,40121,36109,4012,35596,31339,0.88041,4,11,19,32,0,0,0,0,127.97,0.00,0,114,127.97
23,40093,36083,4010,35493,29894,0.84225,5,12,22,31,0,0,0,0,127.97,0.04,3,114,127.97
24,40217,36196,4021,35560,27475,0.77264,5,12,23,37,0,0,0,0,127.97,0.00,0,114,127.97
