t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,40036,36032,4004,48923,33698,0.68880,5,118,576,5760,1,1,0,0,127.98,11.28,4,118,127.98,44142,22485,13805,0,32505,18579
2,40091,36081,4010,44136,33361,0.75587,5,106,236,3200,1,1,0,0,115.16,6.93,2,116,115.16,3975,22757,14035,0,32505,19787
3,40760,36685,4075,46101,35638,0.77304,4,98,252,3904,1,1,0,0,122.38,11.69,5,117,122.38,4425,24082,14077,0,35841,20776
4,40162,36146,4016,45979,35927,0.78138,5,108,560,3648,1,1,0,0,125.80,16.46,6,116,125.80,4069,27160,15006,0,40058,22761
5,40145,36117,4028,43449,34294,0.78929,5,100,416,7168,1,1,0,0,111.46,6.72,3,116,111.48,2090,28795,16621,0,41170,23962
6,40199,36193,4006,45021,34338,0.76271,5,18,148,4480,1,0,0,0,127.98,13.02,6,116,127.98,0,28964,16790,0,43394,26022
7,40816,36734,4082,46710,33712,0.72173,3,12,22,3328,0,2,0,0,126.22,8.68,4,115,126.22,2098,29013,16838,0,44506,28078
8,40012,36011,4001,45453,31034,0.68277,3,13,94,3136,0,1,0,0,127.78,3.25,5,114,127.79,1333,29520,17006,0,44506,28883
9,40205,36184,4021,40118,30171,0.75206,3,14,24,41,1,0,0,0,127.97,0.07,1,114,127.97,2,32484,17755,0,44506,29525
10,40413,36372,4041,38490,30487,0.79208,6,18,30,64,0,1,0,0,127.97,0.00,0,113,127.97,0,33963,19219,0,44506,29712
11,40056,36051,4005,35016,28986,0.82779,10,23,32,60,0,0,0,0,127.97,0.08,2,113,127.97,0,36012,21237,0,44506,29731
12,40238,36214,4024,35069,29552,0.84268,10,23,33,63,0,0,0,0,127.97,0.01,1,113,127.97,0,37226,22451,0,44506,29731
13,40339,36308,4031,87540,45966,0.52509,4,16,29,3904,0,6,1,0,114.97,8.75,7,119,107.85,17035,44200,29423,0,57388,34861
