t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb
1,8018,6515,1503,6306,5485,0.86981,3,408,432,14,0,0,0,0,63.96,5.07,9,86,63.96
2,8013,6510,1503,6295,5558,0.88292,3,408,432,13,0,0,0,0,63.96,5.35,10,86,63.96
3,8031,6527,1504,6346,5567,0.87725,3,408,424,11,0,0,0,0,63.96,5.95,11,86,63.96
4,8019,6514,1505,6357,5481,0.86220,3,408,432,12,0,0,0,0,63.96,6.60,12,86,63.96
5,8000,6501,1499,6308,5630,0.89252,3,408,432,11,0,0,0,0,63.96,5.51,10,86,63.96
6,8038,6531,1507,6310,5667,0.89810,3,408,432,13,0,0,0,0,63.96,7.53,16,86,63.96
7,8029,6522,1507,6310,5490,0.87005,3,408,432,20,0,0,0,0,63.97,6.33,12,86,63.96
8,8040,6532,1508,7539,5542,0.73511,3,408,432,2752,1,0,1,0,63.96,5.13,11,87,63.96
9,8012,6510,1502,9634,6261,0.64989,3,368,424,1952,1,1,0,0,63.97,4.37,12,97,63.97
10,8003,6504,1499,9443,6200,0.65657,3,352,392,16,1,0,0,0,63.97,4.18,11,97,63.97
11,8010,6511,1499,9791,6539,0.66786,3,352,400,34,1,0,0,0,63.97,5.29,12,97,63.97
12,8021,6516,1505,9604,5872,0.61141,3,360,400,1792,1,1,0,0,58.82,3.42,10,94,58.82
13,8021,6514,1507,10195,6703,0.65748,3,352,392,15,1,0,0,0,61.71,3.42,10,94,61.71
14,8014,6511,1503,9889,6562,0.66357,3,352,392,148,1,0,0,0,63.75,4.26,9,94,63.75
15,8026,6524,1502,9475,5874,0.61995,3,352,392,336,1,1,0,0,56.23,3.08,8,97,56.23
16,8019,6514,1505,9387,5573,0.59369,3,360,392,15,1,0,0,0,60.47,1.74,6,97,60.47
17,8012,6509,1503,10195,6832,0.67013,3,352,384,24,1,0,0,0,62.90,6.15,12,97,62.90
