t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8009,6505,1504,6448,947,0.14687,320,344,352,57,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
2,8010,6509,1501,6446,972,0.15079,336,344,360,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
3,8011,6508,1503,6434,972,0.15107,336,344,352,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
4,8013,6511,1502,6429,962,0.14963,328,344,360,54,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
5,8019,6517,1502,6445,945,0.14663,336,344,360,59,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0
6,8023,6519,1504,6471,973,0.15036,336,344,360,59,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0
7,8015,6510,1505,6433,899,0.13975,336,344,352,55,0,0,0,0,63.95,0.00,0,86,63.95,0,0,0,0
8,8009,6512,1497,7509,964,0.12838,320,344,360,2688,1,0,1,0,63.96,0.00,0,87,63.96,0,0,0,0
9,8007,6501,1506,9438,1314,0.13922,320,344,624,2112,1,1,0,0,63.97,0.21,5,97,63.97,0,0,0,0
10,8063,6553,1510,10061,1459,0.14502,320,344,624,52,1,0,0,0,63.98,0.02,1,97,63.98,0,0,0,0
11,8032,6524,1508,10005,1462,0.14613,320,344,368,56,1,0,0,0,63.98,0.00,0,97,63.98,0,0,0,0
12,8028,6523,1505,9829,1356,0.13796,320,344,360,1856,1,1,0,0,63.98,0.44,4,94,63.98,0,0,0,0
13,8035,6529,1506,10004,1324,0.13235,320,344,352,55,1,0,0,0,63.97,0.00,0,94,63.97,0,0,0,0
14,8033,6526,1507,9996,1403,0.14036,320,344,360,248,1,0,0,0,63.97,0.00,0,94,63.97,0,0,0,0
15,8007,6506,1501,9870,1402,0.14205,320,344,360,1632,1,1,0,0,63.97,0.44,11,97,63.97,0,0,0,0
16,8016,6513,1503,9949,1332,0.13388,320,344,360,54,1,0,0,0,63.97,0.25,1,97,63.97,0,0,0,0
17,8043,6536,1507,9895,1392,0.14068,320,344,360,72,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
18,8012,6509,1503,9969,1434,0.14385,320,344,360,52,1,0,0,0,63.97,0.00,0,97,63.97,0,0,0,0
19,8061,6552,1509,9854,1296,0.13152,328,344,360,1344,1,1,0,0,63.97,0.98,5,100,63.97,0,0,0,0
20,8016,6513,1503,9952,1441,0.14480,320,344,360,54,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
21,8016,6511,1505,9909,1375,0.13876,320,344,352,90,1,0,0,0,63.97,0.00,0,100,63.97,0,0,0,0
22,8010,6508,1502,9894,1353,0.13675,320,344,352,848,1,1,0,0,63.97,0.73,7,103,63.97,0,0,0,0
23,8010,6507,1503,9872,1329,0.13462,320,344,360,64,1,0,0,0,63.96,0.29,1,103,63.96,0,0,0,0
24,8014,6513,1501,9949,1451,0.14584,320,344,360,66,1,0,0,0,63.96,0.00,0,103,63.96,0,0,0,0
25,8085,6568,1517,9987,1431,0.14329,320,344,352,1632,1,1,0,0,63.97,0.43,11,106,63.97,0,0,0,0
26,8084,6570,1514,9980,1346,0.13487,320,344,352,70,1,0,0,0,63.97,0.50,2,106,63.97,0,0,0,0
27,8006,6503,1503,9861,1426,0.14461,320,344,352,94,1,0,0,0,63.96,0.00,0,106,63.96,0,0,0,0
28,8009,6507,1502,9904,1542,0.15569,320,344,360,59,1,0,0,0,63.97,0.00,0,106,63.97,0,0,0,0
29,8034,6530,1504,9754,1274,0.13061,328,344,360,1632,1,1,0,0,63.96,0.50,3,109,63.96,0,0,0,0
30,8031,6524,1507,9898,1345,0.13589,320,336,344,2304,1,1,0,0,63.96,0.00,0,107,63.96,0,0,0,0
31,8080,6567,1513,9910,1380,0.13925,320,344,352,68,1,0,0,0,63.96,0.00,0,107,63.96,0,0,0,0
32,8029,6521,1508,10013,1446,0.14441,320,336,352,62,1,0,0,0,63.96,0.00,0,107,63.96,0,0,0,0
33,8028,6522,1506,9815,1393,0.14193,320,344,352,2048,1,1,0,0,63.96,1.00,7,110,63.96,0,0,0,0
34,8083,6569,1514,9921,1362,0.13728,320,344,352,63,1,0,0,0,63.96,0.00,0,110,63.96,0,0,0,0
35,8008,6506,1502,9981,1356,0.13586,320,336,352,64,1,0,0,0,63.96,0.00,0,110,63.96,0,0,0,0
36,8085,6568,1517,9945,1423,0.14309,320,344,352,2560,1,1,0,0,63.96,0.81,10,113,63.96,0,0,0,0
37,8067,6555,1512,9853,1289,0.13082,320,344,352,64,1,0,0,0,63.96,0.32,1,113,63.96,0,0,0,0
38,8003,6502,1501,9760,1416,0.14508,320,344,352,57,1,0,0,0,63.96,0.00,0,113,63.96,0,0,0,0
39,8004,6504,1500,9920,1433,0.14446,320,328,344,1184,1,1,0,0,63.96,0.53,11,116,63.96,0,0,0,0
40,8005,6504,1501,9745,1271,0.13043,320,344,352,59,1,0,0,0,63.96,0.00,0,116,63.96,0,0,0,0
41,8083,6568,1515,9736,1321,0.13568,328,344,352,100,1,0,0,0,63.96,0.00,0,116,63.96,0,0,0,0
42,8007,6508,1499,9280,1294,0.13944,320,344,352,1440,0,1,0,0,63.96,0.30,10,112,63.96,0,0,0,0
43,8086,6567,1519,6505,828,0.12729,320,344,352,55,0,0,0,0,63.95,0.23,1,112,63.95,0,0,0,0
44,8051,6541,1510,6471,900,0.13908,336,344,352,57,0,0,0,0,63.95,0.00,0,112,63.95,0,0,0,0
45,8011,6509,1502,6447,953,0.14782,336,344,360,60,0,0,0,0,63.95,0.00,0,112,63.95,0,0,0,0
46,8075,6561,1514,8844,1118,0.12641,320,344,624,2816,1,1,1,0,63.96,0.20,11,124,63.96,0,0,0,0
47,8068,6555,1513,9982,1378,0.13805,320,344,608,54,1,0,0,0,63.97,0.25,3,124,63.97,0,0,0,0
48,8070,6557,1513,10153,1491,0.14685,320,336,608,57,1,0,0,0,63.97,0.00,0,124,63.97,0,0,0,0
49,8047,6539,1508,9960,1459,0.14649,320,344,352,640,1,1,0,0,63.97,0.43,9,123,63.97,0,0,0,0
50,8001,6500,1501,9904,1348,0.13611,320,344,360,55,1,0,0,0,63.97,0.22,1,123,63.97,0,0,0,0
51,8047,6538,1509,9883,1339,0.13549,320,344,360,56,1,0,0,0,63.97,0.00,0,123,63.97,0,0,0,0
52,8007,6509,1498,9917,1390,0.14016,320,344,360,1408,1,1,0,0,63.97,0.27,10,122,63.97,0,0,0,0
53,8042,6531,1511,10110,1295,0.12809,320,336,352,57,1,0,0,0,63.97,0.24,1,122,63.97,0,0,0,0
54,8076,6562,1514,9919,1306,0.13167,320,344,360,56,1,0,0,0,63.97,0.00,0,122,63.97,0,0,0,0
55,8028,6525,1503,9957,1442,0.14482,320,344,360,2432,1,1,0,0,63.97,0.29,10,121,63.97,0,0,0,0
56,7997,6495,1502,9866,1354,0.13724,320,344,360,64,1,0,0,0,63.97,0.00,0,121,63.97,0,0,0,0
57,7999,6500,1499,9871,1354,0.13717,320,344,352,57,1,0,0,0,63.97,0.00,0,121,63.97,0,0,0,0
58,8078,6563,1515,9895,1447,0.14624,320,344,360,1888,1,1,0,0,63.97,0.14,10,120,63.97,0,0,0,0
59,8026,6525,1501,9846,1382,0.14036,320,344,352,80,1,0,0,0,63.97,0.23,1,120,63.97,0,0,0,0
60,8078,6560,1518,9888,1357,0.13724,320,344,360,64,1,0,0,0,63.97,0.00,0,120,63.97,0,0,0,0
61,8073,6560,1513,9958,1403,0.14089,320,344,352,1120,0,1,0,0,63.97,0.00,0,120,63.97,0,0,0,0
62,8041,6532,1509,9960,1372,0.13775,320,344,352,320,1,0,0,0,63.96,0.63,3,119,63.96,0,0,0,0
63,8078,6566,1512,10189,1484,0.14565,320,336,352,52,1,0,0,0,63.96,0.00,0,119,63.96,0,0,0,0
64,8078,6561,1517,9987,1416,0.14178,320,336,352,1856,1,1,0,0,63.97,0.15,10,118,63.97,0,0,0,0
65,8015,6517,1498,9836,1313,0.13349,320,344,352,68,1,0,0,0,63.97,0.68,3,118,63.97,0,0,0,0
66,8077,6559,1518,10015,1438,0.14358,320,344,352,58,1,0,0,0,63.96,0.00,0,118,63.96,0,0,0,0
