t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,40441,36397,4044,36129,32151,0.88989,7,19,27,54,0,0,0,0,127.97,20.54,7,113,127.97,31590,103698,18381,0,128557,33376
2,40051,36045,4006,35648,32720,0.91786,8,21,30,57,0,0,0,0,127.97,16.28,5,113,127.97,0,106499,18958,0,128557,34667
3,40079,36072,4007,35527,32347,0.91049,9,23,31,70,0,0,0,0,127.97,5.14,3,113,127.97,0,109644,19105,0,128557,34769
4,40423,36380,4043,35686,32043,0.89792,9,22,31,66,0,0,0,0,127.97,0.18,1,113,127.97,0,113077,19625,0,128557,34813
5,40056,36050,4006,35303,32494,0.92043,8,21,29,57,0,0,0,0,127.97,0.19,1,113,127.97,0,114960,21216,0,128557,34813
6,40461,36415,4046,35642,31597,0.88651,8,21,29,60,0,0,0,0,127.97,0.00,0,113,127.97,0,117434,23690,0,128557,34813
7,40409,36368,4041,35431,31911,0.90065,8,19,27,55,0,0,0,0,127.97,0.00,0,113,127.97,0,119687,25943,0,128557,34813
8,40101,36091,4010,35175,30960,0.88017,9,21,30,56,0,0,0,0,127.97,0.15,3,113,127.97,0,122564,28820,0,128557,34813
9,40348,36314,4034,35279,30729,0.87103,9,22,31,58,0,0,0,0,127.97,0.00,0,113,127.97,0,124657,30913,0,128557,34813
10,40109,36098,4011,35085,30498,0.86926,9,22,31,59,0,0,0,0,127.97,0.00,0,113,127.97,0,125851,32107,0,128557,34813
11,40159,36143,4016,35103,29228,0.83264,9,22,31,58,0,0,0,0,127.97,0.00,0,113,127.97,0,126819,33075,0,128557,34813
12,40073,36066,4007,34963,29364,0.83986,9,22,31,57,0,0,0,0,127.97,0.00,0,113,127.97,0,127013,33269,0,128557,34813
13,40310,36278,4032,84307,30885,0.36634,5,18,29,3648,1,5,1,0,127.42,39.81,12,120,127.42,11314,129197,34042,0,156672,39419
14,40019,36017,4002,92091,26861,0.29168,3,11,20,3712,1,6,0,0,127.97,44.54,16,115,127.97,5476,169420,39453,0,196189,46036
15,40422,36380,4042,43073,29553,0.68611,7,19,27,116,0,1,0,0,127.97,20.76,8,114,127.97,0,176521,40092,0,197177,49715
16,40270,36243,4027,35968,30060,0.83574,9,22,31,59,0,0,0,0,127.97,12.88,5,114,127.97,0,182090,40638,0,197177,50244
17,40062,36056,4006,35706,30151,0.84442,9,21,31,57,0,0,0,0,127.97,4.07,3,114,127.97,0,186950,41556,0,197177,50260
18,40053,36048,4005,35581,31056,0.87283,9,22,30,56,0,0,0,0,127.97,0.00,1,114,127.97,0,190233,43316,0,197177,50260
19,40050,36045,4005,35583,29554,0.83057,8,21,30,56,0,0,0,0,127.97,0.00,0,114,127.97,0,193407,46490,0,197177,50260
20,40258,36231,4027,35789,29367,0.82056,9,23,33,57,0,0,0,0,127.97,0.08,2,114,127.97,0,195769,48852,0,197177,50260
21,40095,36086,4009,35639,30937,0.86807,9,21,31,57,0,0,0,0,127.97,0.00,0,114,127.97,0,196255,49338,0,197177,50260
22,40053,36048,4005,35519,31321,0.88181,9,22,31,59,0,0,0,0,127.97,0.00,0,114,127.97,0,196321,49404,0,197177,50260
23,40061,36055,4006,35478,29864,0.84176,9,23,32,58,0,0,0,0,127.97,0.01,1,114,127.97,0,196585,49668,0,197177,50260
24,40073,36066,4007,35463,27594,0.77811,10,23,33,59,0,0,0,0,127.97,0.15,1,114,127.97,0,196748,49831,0,197177,50260
25,40054,36049,4005,35362,27492,0.77744,10,23,33,56,0,0,0,0,127.97,0.08,1,114,127.97,0,196914,49997,0,197177,50260
26,40292,36262,4030,35480,28277,0.79698,10,22,32,58,0,0,0,0,127.97,0.00,0,114,127.97,0,197080,50163,0,197177,50260
27,40245,36221,4024,80899,28180,0.34834,5,17,28,3584,1,5,1,0,124.51,37.62,12,121,124.52,10846,200740,50346,0,228761,54856
28,40008,36007,4001,97442,30572,0.31375,3,11,19,3840,0,7,0,0,127.97,47.60,19,114,127.97,3205,224347,52768,0,253382,63676
29,40101,36091,4010,35675,32632,0.91470,7,18,27,53,0,0,0,0,127.97,23.09,11,114,127.97,0,227300,53139,0,253382,66722
30,40119,36107,4012,35695,33092,0.92708,8,21,30,60,0,0,0,0,127.97,13.69,7,114,127.97,0,229814,53372,0,253382,69407
31,40427,36384,4043,35905,32452,0.90383,9,22,31,58,0,0,0,0,127.97,6.27,7,114,127.97,0,233071,53710,0,253382,71095
32,40290,36261,4029,35731,31304,0.87610,9,22,31,59,0,0,0,0,127.97,0.02,1,114,127.97,0,236642,54699,0,253382,71397
33,40428,36385,4043,35707,32035,0.89716,9,23,32,72,0,0,0,0,127.97,0.00,0,114,127.97,0,238858,56880,0,253382,71404
34,40440,36396,4044,35586,31674,0.89007,9,22,30,66,0,0,0,0,127.97,0.00,0,114,127.97,0,241295,59317,0,253382,71404
35,40147,36133,4014,35294,31399,0.88964,9,22,31,59,0,0,0,0,127.97,0.01,1,114,127.97,0,242834,60856,0,253382,71404
36,40080,36072,4008,35138,31384,0.89316,8,20,28,58,0,0,0,0,127.97,0.00,0,114,127.97,0,244648,62670,0,253382,71404
37,40063,36056,4007,34920,31498,0.90200,9,22,30,60,0,0,0,0,127.97,0.00,0,114,127.97,0,246231,64253,0,253382,71404
38,40066,36060,4006,34753,31606,0.90945,9,22,30,63,0,0,0,0,127.97,0.00,0,114,127.97,0,246617,64639,0,253382,71404
39,40060,36054,4006,34816,30341,0.87147,9,21,29,56,0,0,0,0,127.97,0.00,0,114,127.97,0,247147,65169,0,253382,71404
40,40092,36083,4009,35044,27912,0.79648,10,23,33,59,0,0,0,0,127.97,0.00,0,114,127.97,0,248757,66779,0,253382,71404
41,40461,36415,4046,74993,28031,0.37378,6,20,29,3648,1,4,1,0,127.97,43.78,14,122,127.97,12629,261104,71303,0,289776,74776
42,40008,36006,4002,99895,23864,0.23889,3,12,21,3712,0,7,0,0,127.97,49.52,19,115,127.97,4484,302494,75915,0,327543,81969
43,40033,36030,4003,46105,26950,0.58454,7,19,28,2176,0,1,0,0,127.97,34.68,12,114,127.97,98,319334,77823,0,337773,84106
44,40405,36365,4040,36127,29476,0.81590,8,21,30,57,0,0,0,0,127.97,27.99,8,114,127.97,0,323081,79492,0,337773,85049
45,40116,36105,4011,35765,31592,0.88332,8,21,30,57,0,0,0,0,127.97,17.32,5,114,127.97,0,325134,80782,0,337773,85944
