t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8010,6508,1502,6382,2953,0.46271,328,344,360,58,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
2,8091,6576,1515,6450,3476,0.53891,16,344,352,52,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
3,8004,6501,1503,6293,3748,0.59558,14,344,352,53,0,0,0,0,63.96,0.05,1,86,63.96,0,0,0,0,0,0
4,8087,6571,1516,6379,3672,0.57564,16,344,352,63,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
5,8072,6560,1512,6386,3788,0.59317,15,344,352,55,0,0,0,0,63.96,0.04,1,86,63.96,0,0,0,0,0,0
6,8021,6515,1506,6364,3515,0.55233,18,344,360,61,0,0,0,0,63.96,0.00,0,86,63.96,0,0,0,0,0,0
7,8005,6504,1501,6349,3576,0.56324,16,344,352,59,0,0,0,0,63.96,0.16,1,86,63.96,0,0,0,0,0,0
8,8008,6507,1501,7198,3789,0.52640,18,344,352,2560,1,0,1,0,63.97,0.47,5,87,63.97,478,0,0,0,594,313
9,8014,6513,1501,8464,4006,0.47330,26,344,360,2752,1,1,0,0,63.97,3.47,7,97,63.97,4607,478,478,0,1779,600
10,8056,6545,1511,9358,4482,0.47895,252,344,360,60,1,0,0,0,63.97,7.85,7,97,63.97,0,478,478,0,2908,734
11,8009,6506,1503,8999,4009,0.44549,328,344,360,66,1,0,0,0,63.97,12.74,6,97,63.97,0,694,491,0,4227,764
12,8014,6511,1503,8736,3879,0.44402,320,344,360,55,1,0,0,0,63.97,14.44,7,97,63.97,0,2226,575,0,6078,764
13,8010,6508,1502,8650,3277,0.37884,312,336,352,49,1,0,0,0,63.97,15.29,9,97,63.97,0,3501,641,0,7499,764
14,8009,6508,1501,9036,2877,0.31839,320,344,360,312,1,1,0,0,62.53,8.10,4,100,62.54,1160,3886,742,0,7758,1008
15,8008,6508,1500,9348,2738,0.29290,320,344,360,60,1,0,0,0,63.97,4.34,2,100,63.97,0,5513,751,0,7758,1149
