t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,40015,36012,4003,35747,28737,0.80390,4,10,18,27,0,0,0,0,97.34,0.07,2,113,97.35,97082,114296,29220,0,114296,29220
2,40030,36026,4004,35713,31961,0.89494,3,9,17,28,0,0,0,0,112.00,0.00,0,113,112.00,0,114296,29220,0,114296,29220
3,40023,36021,4002,35455,32491,0.91640,3,10,17,33,0,0,0,0,123.48,0.02,1,113,123.49,0,114296,29220,0,114296,29220
4,40198,36179,4019,35493,31775,0.89525,3,9,16,28,0,0,0,0,127.97,0.00,0,113,127.97,0,114296,29220,0,114296,29220
5,40139,36125,4014,35369,32583,0.92123,3,9,14,23,0,0,0,0,127.97,0.22,2,113,127.97,0,114296,29220,0,114296,29220
6,40007,36006,4001,35195,31204,0.88660,3,10,16,23,0,0,0,0,127.97,0.00,0,113,127.97,0,114296,29220,0,114296,29220
7,40016,36015,4001,35108,31677,0.90227,3,9,16,22,0,0,0,0,127.97,0.00,0,113,127.97,0,114296,29220,0,114296,29220
8,40022,36019,4003,35101,30936,0.88134,3,10,16,22,0,0,0,0,127.97,0.05,3,113,127.97,0,114296,29220,0,114296,29220
9,40014,36013,4001,35030,30491,0.87043,3,10,17,29,0,0,0,0,127.97,0.23,2,113,127.97,0,114296,29220,0,114296,29220
10,40161,36146,4015,35092,30557,0.87077,3,11,18,30,0,0,0,0,127.97,0.07,1,113,127.97,0,114296,29220,0,114296,29220
11,40018,36015,4003,34938,29263,0.83757,4,11,18,24,0,0,0,0,127.97,0.00,0,113,127.97,0,114296,29220,0,114296,29220
12,40020,36018,4002,34889,29111,0.83439,4,11,18,28,0,0,0,0,127.97,0.05,1,113,127.97,0,114296,29220,0,114296,29220
