t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8064,6561,1503,0,0,0.00000,2,3,11,66,0,0,0,0,0.01,0.01,2,86,0.01,16378,111158,16378,0
2,8015,6503,1512,0,0,0.00000,2,3,18,66,0,0,0,0,0.01,0.01,2,86,0.01,0,111158,16378,0
3,8011,6509,1502,0,0,0.00000,2,3,18,68,0,0,0,0,0.01,0.01,2,86,0.01,0,111158,16378,0
4,8012,6510,1502,0,0,0.00000,2,3,18,70,0,0,0,0,0.01,0.01,2,86,0.01,0,111158,16378,0
5,8073,6565,1508,0,0,0.00000,2,3,18,70,0,0,0,0,0.01,0.01,2,86,0.01,0,111158,16378,0
6,8017,6507,1510,0,0,0.00000,2,3,12,66,0,0,0,0,0.01,0.01,2,86,0.01,0,111158,16378,0
7,8016,6514,1502,0,0,0.00000,2,3,13,84,0,0,0,0,0.01,0.01,2,86,0.01,0,111158,16378,0
8,8076,6562,1514,0,0,0.00000,1,3,18,74,0,0,0,0,5.75,5.75,3,86,5.76,0,111158,16378,0
9,8019,6516,1503,0,0,0.00000,1,2,13,68,0,0,1,0,6.05,6.05,3,87,6.05,0,111158,16378,0
10,8021,6519,1502,0,0,0.00000,1,2,15,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
11,8014,6509,1505,0,0,0.00000,1,2,15,64,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
12,8016,6512,1504,0,0,0.00000,1,2,15,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
13,8012,6512,1500,0,0,0.00000,2,3,16,70,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
14,8090,6572,1518,0,0,0.00000,1,3,15,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
15,8089,6570,1519,0,0,0.00000,2,3,17,528,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
16,8022,6519,1503,0,0,0.00000,1,3,16,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
17,8071,6560,1511,0,0,0.00000,1,3,11,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
18,8004,6501,1503,0,0,0.00000,2,3,17,70,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
19,8067,6555,1512,0,0,0.00000,2,3,17,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
20,8012,6509,1503,0,0,0.00000,2,3,18,70,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
21,8024,6522,1502,0,0,0.00000,2,3,13,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
22,8013,6508,1505,0,0,0.00000,2,3,11,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
23,8010,6509,1501,0,0,0.00000,1,3,8,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
24,8064,6551,1513,0,0,0.00000,2,3,18,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
25,8073,6562,1511,0,0,0.00000,2,3,20,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
26,8011,6507,1504,0,0,0.00000,2,3,16,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
27,8030,6528,1502,0,0,0.00000,2,3,18,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
28,8065,6549,1516,0,0,0.00000,2,3,13,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
29,8014,6512,1502,0,0,0.00000,2,3,22,70,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
30,8088,6572,1516,0,0,0.00000,2,3,16,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
31,8087,6569,1518,0,0,0.00000,1,3,12,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
32,8018,6515,1503,0,0,0.00000,2,3,18,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
33,8031,6526,1505,0,0,0.00000,2,3,18,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
34,8010,6509,1501,0,0,0.00000,2,3,19,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
35,8089,6571,1518,0,0,0.00000,2,3,18,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
36,8091,6576,1515,0,0,0.00000,2,3,18,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
37,8090,6570,1520,0,0,0.00000,2,3,18,78,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
38,8034,6528,1506,0,0,0.00000,1,3,15,70,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
39,8055,6547,1508,0,0,0.00000,2,3,16,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
40,8062,6550,1512,0,0,0.00000,2,3,12,58,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
41,8013,6510,1503,0,0,0.00000,2,3,18,66,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
42,8012,6509,1503,0,0,0.00000,2,3,20,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
43,8031,6526,1505,0,0,0.00000,2,3,18,72,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
44,8033,6525,1508,0,0,0.00000,2,3,15,68,0,0,0,0,6.05,6.05,3,87,6.05,0,111158,16378,0
45,8089,6572,1517,0,0,0.00000,2,3,16,70,0,0,0,0,6.32,6.32,4,87,6.33,0,111158,16378,0
46,8085,6571,1514,0,0,0.00000,1,2,9,72,0,0,1,0,12.09,12.09,4,88,12.09,0,111158,16378,0
47,8090,6574,1516,0,0,0.00000,1,2,11,70,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
48,8033,6526,1507,0,0,0.00000,1,3,15,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
49,8072,6557,1515,0,0,0.00000,1,2,14,70,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
50,8013,6511,1502,0,0,0.00000,1,2,17,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
51,8012,6511,1501,0,0,0.00000,1,2,16,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
52,8013,6511,1502,0,0,0.00000,1,2,17,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
53,8064,6550,1514,0,0,0.00000,1,2,13,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
54,8011,6509,1502,0,0,0.00000,1,3,12,70,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
55,8013,6511,1502,0,0,0.00000,1,2,16,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
56,8012,6511,1501,0,0,0.00000,1,2,13,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
57,8013,6509,1504,0,0,0.00000,1,2,15,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
58,8056,6547,1509,0,0,0.00000,1,2,12,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
59,8012,6509,1503,0,0,0.00000,1,2,13,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
60,8011,6513,1498,0,0,0.00000,1,3,15,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
61,8011,6505,1506,0,0,0.00000,1,2,14,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
62,8090,6573,1517,0,0,0.00000,1,2,10,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
63,8084,6574,1510,0,0,0.00000,1,2,10,64,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
64,8015,6506,1509,0,0,0.00000,2,3,16,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
65,8011,6509,1502,0,0,0.00000,2,2,16,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
66,8021,6519,1502,0,0,0.00000,1,2,15,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
67,8088,6571,1517,0,0,0.00000,1,2,12,78,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
68,8012,6508,1504,0,0,0.00000,1,2,7,74,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
69,8032,6526,1506,0,0,0.00000,1,2,16,76,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
70,8042,6534,1508,0,0,0.00000,1,2,7,72,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
71,8011,6510,1501,0,0,0.00000,2,3,15,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
72,8011,6509,1502,0,0,0.00000,2,3,12,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
73,8031,6524,1507,0,0,0.00000,2,3,14,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
74,8049,6541,1508,0,0,0.00000,2,3,17,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
75,8011,6508,1503,0,0,0.00000,2,3,16,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
76,8013,6511,1502,0,0,0.00000,1,3,16,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
77,8071,6558,1513,0,0,0.00000,1,2,13,64,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
78,8066,6554,1512,0,0,0.00000,1,2,9,66,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
79,8011,6508,1503,0,0,0.00000,2,3,14,70,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
80,8011,6509,1502,0,0,0.00000,2,3,15,68,0,0,0,0,12.09,12.09,4,88,12.09,0,111158,16378,0
