t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,8065,6553,1512,6356,1533,0.24119,336,352,360,61,0,0,0,0,63.96,0.00,0,86,63.96,16378,111158,16378,0
2,8068,6557,1511,6383,1509,0.23641,336,352,360,63,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
3,8009,6508,1501,6321,1517,0.23999,320,352,360,59,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
4,8013,6509,1504,6338,1507,0.23777,336,352,360,64,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
5,8011,6508,1503,6320,1495,0.23655,336,352,360,64,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
6,8011,6510,1501,6334,1535,0.24234,336,352,360,59,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
7,8009,6506,1503,6302,1475,0.23405,336,352,360,60,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0
8,8010,6509,1501,6301,1458,0.23139,320,352,360,59,0,0,0,0,63.96,5.77,1,86,63.96,0,111158,16378,0
9,8086,6569,1517,9334,3900,0.41783,320,344,352,2688,1,1,1,0,63.96,0.10,8,97,63.96,5352,111158,16378,0
10,8009,6509,1500,8136,2418,0.29720,336,352,368,59,1,0,0,0,63.96,0.14,5,97,63.96,0,111158,16378,0
11,8032,6525,1507,8244,2534,0.30738,328,352,368,52,1,0,0,0,63.98,0.06,2,97,63.98,0,112486,17706,0
12,8083,6568,1515,8754,2535,0.28958,328,352,368,57,1,0,0,0,63.98,0.00,0,97,63.98,0,112726,17946,0
13,8087,6571,1516,8164,2103,0.25759,328,352,368,72,1,0,0,0,63.97,0.00,0,97,63.97,0,112726,17946,0
14,8017,6515,1502,8220,2042,0.24842,336,352,368,58,1,0,0,0,63.98,0.00,0,97,63.98,0,112726,17946,0
15,8014,6510,1504,8139,1984,0.24376,328,352,368,61,1,0,0,0,63.98,0.00,0,97,63.98,0,112726,17946,0
16,8006,6505,1501,7913,1326,0.16757,320,344,360,56,1,1,0,0,63.98,0.21,1,100,63.98,1699,112726,17946,0
17,8008,6505,1503,8489,1556,0.18330,336,352,392,60,1,0,0,0,63.98,0.00,0,100,63.98,0,112726,17946,0
18,8011,6509,1502,7620,1702,0.22336,336,352,368,59,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
19,8011,6509,1502,8488,1924,0.22667,320,352,360,57,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
20,8084,6569,1515,7640,1780,0.23298,336,352,368,58,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
21,8008,6508,1500,8149,1801,0.22101,336,352,368,66,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
22,8013,6508,1505,7900,1793,0.22696,320,352,360,55,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
23,8012,6512,1500,8130,1749,0.21513,336,352,368,104,1,1,0,0,63.97,0.67,10,103,63.97,920,112726,17946,0
24,8058,6545,1513,7749,1620,0.20906,328,352,368,58,1,0,0,0,63.97,0.27,1,103,63.97,0,112726,17946,0
25,8089,6573,1516,8161,1684,0.20635,336,352,368,62,1,0,0,0,63.97,0.00,0,103,63.97,0,112726,17946,0
26,8014,6511,1503,7887,1682,0.21326,336,352,368,56,1,0,0,0,63.97,0.00,0,103,63.97,0,112726,17946,0
27,8016,6515,1501,7695,1576,0.20481,336,352,368,62,1,0,0,0,63.97,0.00,0,103,63.97,0,112726,17946,0
28,8011,6509,1502,8276,1726,0.20855,320,352,360,53,1,0,0,0,63.97,0.00,0,103,63.97,0,112726,17946,0
29,8013,6509,1504,7482,1609,0.21505,328,352,368,55,1,0,0,0,63.97,0.00,0,103,63.97,0,112726,17946,0
30,8089,6572,1517,7943,1634,0.20572,336,352,360,1888,1,1,0,0,60.67,0.05,7,100,60.68,1422,112726,17946,0
31,8084,6568,1516,8434,1927,0.22848,320,344,360,57,1,0,0,0,63.97,0.59,6,100,63.97,0,112726,17946,0
32,8018,6515,1503,7756,1762,0.22718,328,352,360,58,1,0,0,0,63.97,0.29,2,100,63.97,0,112726,17946,0
33,8070,6557,1513,8220,1882,0.22895,336,352,368,59,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
34,8011,6509,1502,7514,1629,0.21680,336,352,368,64,1,0,0,0,63.96,0.00,0,100,63.96,0,112726,17946,0
35,8009,6507,1502,8279,1734,0.20945,336,352,360,61,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
36,8023,6519,1504,7509,1692,0.22533,328,352,368,56,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
37,8056,6549,1507,8141,1689,0.20747,336,352,368,64,1,0,0,0,63.97,0.00,0,100,63.97,0,112726,17946,0
38,8060,6548,1512,7631,1790,0.23457,336,352,368,74,1,1,0,0,63.96,0.85,7,103,63.96,2255,112726,17946,0
39,8085,6566,1519,8513,2130,0.25021,328,352,360,56,1,0,0,0,63.96,0.00,0,103,63.96,0,112726,17946,0
40,8090,6573,1517,7944,1952,0.24572,320,352,360,61,1,0,0,0,63.96,0.00,0,103,63.96,0,112726,17946,0
41,8088,6573,1515,8049,1811,0.22500,320,352,360,58,1,0,0,0,63.96,0.00,0,103,63.96,0,112726,17946,0
42,8011,6509,1502,7884,1802,0.22856,336,352,368,63,1,0,0,0,63.96,0.00,0,103,63.96,0,112726,17946,0
43,8026,6521,1505,7997,1795,0.22446,336,352,360,76,1,0,0,0,63.96,0.00,0,103,63.96,0,112726,17946,0
44,8009,6508,1501,7656,1747,0.22819,336,352,360,63,1,0,0,0,63.96,0.00,0,103,63.96,0,112726,17946,0
45,8010,6506,1504,7953,1693,0.21288,320,344,360,66,1,1,0,0,63.81,1.07,7,106,63.81,1460,112726,17946,0
46,8011,6510,1501,7452,1694,0.22732,328,352,360,312,1,0,1,0,63.96,0.00,0,107,63.96,0,112726,17946,0
47,8013,6509,1504,7661,1857,0.24240,336,352,368,55,1,0,0,0,63.95,0.00,0,107,63.95,0,112726,17946,0
48,8009,6508,1501,8390,1825,0.21752,336,352,360,59,1,0,0,0,63.96,0.00,0,107,63.96,0,113076,17946,0
49,8013,6513,1500,7939,1705,0.21476,320,352,400,49,1,0,0,0,63.98,0.00,0,107,63.98,0,113955,17995,0
50,8011,6506,1505,8279,1840,0.22225,336,352,624,56,1,0,0,0,63.98,0.00,0,107,63.98,0,114069,18109,0
51,8015,6513,1502,8011,1782,0.22244,336,352,376,55,1,0,0,0,63.98,0.00,0,107,63.98,0,114159,18199,0
52,8030,6526,1504,7959,1736,0.21812,336,352,640,59,1,0,0,0,63.98,0.00,0,107,63.98,0,114193,18233,0
53,8068,6554,1514,8038,2019,0.25118,328,352,368,2624,1,1,0,0,63.98,0.61,7,110,63.98,530,114209,18249,0
54,8005,6503,1502,7875,1847,0.23454,336,352,368,2112,1,1,0,0,62.57,0.05,4,115,62.58,3974,114294,18334,0
55,8021,6518,1503,8758,2991,0.34152,328,352,424,56,1,0,0,0,63.96,0.25,7,115,63.96,0,114294,18334,0
56,8090,6572,1518,8751,2919,0.33356,320,352,592,59,1,0,0,0,63.97,0.07,2,115,63.97,0,114294,18334,0
57,8084,6570,1514,8671,2588,0.29847,328,352,368,63,1,0,0,0,63.97,0.00,0,115,63.97,0,114294,18334,0
58,8012,6508,1504,7569,1890,0.24970,336,352,368,60,1,0,0,0,63.97,0.00,0,115,63.97,0,114294,18334,0
59,8008,6507,1501,8602,2199,0.25564,336,352,368,58,1,0,0,0,63.97,0.00,0,115,63.97,0,114294,18334,0
60,8020,6513,1507,7570,1826,0.24122,328,352,368,172,1,1,0,0,47.64,0.09,8,114,47.66,1398,114294,18334,0
61,8030,6530,1500,8573,1333,0.15549,328,352,368,57,1,0,0,0,63.97,0.00,0,114,63.97,0,114294,18334,0
62,7996,6495,1501,7485,1530,0.20441,328,352,360,60,1,0,0,0,63.97,0.00,0,114,63.97,0,114294,18334,0
63,8043,6535,1508,8548,1933,0.22613,336,352,368,55,1,0,0,0,63.97,0.00,0,114,63.97,0,114294,18334,0
64,8007,6507,1500,7484,1685,0.22515,320,352,368,57,1,0,0,0,63.97,0.00,0,114,63.97,0,114294,18334,0
65,8020,6518,1502,8398,1797,0.21398,336,352,368,56,1,0,0,0,63.97,0.00,0,114,63.97,0,114294,18334,0
66,8008,6506,1502,7600,1719,0.22618,328,352,368,62,1,0,0,0,63.97,0.00,0,114,63.97,0,114294,18334,0
