t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended,pf_inserted,pf_read_once
1,8033,6526,1507,6977,3294,0.47212,320,360,688,64,0,0,0,0,63.96,0.00,0,86,63.96,16378,111158,16378,0,111158,16378
2,8013,6511,1502,6965,3734,0.53611,29,360,672,64,0,0,0,0,63.97,0.00,0,86,63.97,0,111158,16378,0,111158,16378
3,8055,6545,1510,6970,4168,0.59799,21,360,672,62,0,0,0,0,63.96,0.05,1,86,63.96,0,111158,16378,0,111158,16378
4,8009,6506,1503,6862,4072,0.59341,19,360,688,64,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0,111158,16378
5,8041,6533,1508,6968,4173,0.59888,21,360,688,63,0,0,0,0,63.96,0.04,1,86,63.96,0,111158,16378,0,111158,16378
6,8046,6539,1507,6952,3989,0.57379,22,360,672,64,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0,111158,16378
7,8024,6519,1505,6974,4019,0.57628,23,360,688,66,0,0,0,0,63.96,0.00,0,86,63.96,0,111158,16378,0,111158,16378
8,8011,6509,1502,6986,3759,0.53808,27,360,672,72,0,0,0,0,63.95,5.91,2,86,63.95,0,111158,16378,0,112651,16378
9,8007,6506,1501,10427,6153,0.59010,304,344,656,3072,1,1,1,0,63.96,0.04,3,97,63.96,5985,111158,16378,0,112727,17947
10,8039,6531,1508,8869,4180,0.47130,312,360,944,58,1,0,0,0,63.96,0.08,3,97,63.96,0,111158,16378,0,112727,17947
11,8068,6555,1513,9965,5269,0.52875,320,368,944,70,1,0,0,0,63.98,0.00,0,97,63.98,0,112105,17325,0,112727,17947
12,8024,6520,1504,9856,4822,0.48925,312,360,688,57,1,0,0,0,63.98,0.15,1,97,63.98,0,112727,17947,0,112727,17947
13,8034,6528,1506,9840,5386,0.54736,304,368,704,64,1,0,0,0,63.98,0.19,3,97,63.98,0,112727,17947,0,112727,17947
14,8079,6564,1515,8966,4020,0.44836,320,368,688,64,1,0,0,0,63.98,0.06,2,97,63.98,0,112727,17947,0,112727,17947
15,8005,6503,1502,9313,3789,0.40685,328,368,688,64,1,0,0,0,63.97,0.00,0,97,63.97,0,112727,17947,0,112727,17947
16,8039,6536,1503,9310,3623,0.38915,328,368,688,70,1,1,0,0,63.97,0.00,0,100,63.97,1071,112727,17947,0,112727,17947
17,8005,6500,1505,9147,3950,0.43184,320,360,688,64,1,0,0,0,63.97,0.00,0,100,63.97,0,112727,17947,0,112727,17947
18,8091,6574,1517,9708,4165,0.42903,304,352,656,45,1,0,0,0,63.97,0.00,1,100,63.97,0,112727,17947,0,112727,17947
19,8083,6567,1516,9092,3982,0.43797,320,368,720,62,1,0,0,0,63.98,0.13,1,100,63.98,0,112727,17947,0,112727,17947
20,8098,6580,1518,9827,4085,0.41569,320,368,688,59,1,0,0,0,63.98,0.07,2,100,63.98,0,112727,17947,0,112727,17947
