t,qps,read_qps,write_qps,block_lookups,block_hits,hit_ratio,read_p50_us,read_p95_us,read_p99_us,write_p99_us,compactions_running,compactions_done,flushes_done,trivial_moves,cache_live_mb,cache_stale_mb,stale_ids,sst_files,cache_charge_mb,invalidated_blocks,pf_evicted,pf_used,ssad_suspended
1,973447,969424,4023,976291,959048,0.98234,2,9,16,3072,0,2,0,0,124.92,0.00,0,113,124.93,66397,0,0,0
2,1083793,1079771,4022,1068610,1068399,0.99980,2,9,13,22,0,0,0,0,125.60,0.00,1,113,125.60,0,0,0,0
3,1029299,1025278,4021,1008790,1003416,0.99467,2,10,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
4,1060360,1056338,4022,1035245,1032660,0.99750,2,9,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
5,1070079,1066057,4022,1043259,1039080,0.99599,2,9,13,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
6,1052875,1048853,4022,1025361,1022934,0.99763,2,9,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
7,1056449,1052428,4021,1026214,1022002,0.99590,2,9,13,22,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
8,1048931,1044909,4022,1018433,1011526,0.99322,2,9,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
9,1030218,1026197,4021,997854,993779,0.99592,2,10,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
10,1057581,1053559,4022,1023472,1019926,0.99654,2,9,13,24,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
11,1050468,1046446,4022,1016391,1008287,0.99203,2,9,13,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
12,1055453,1051431,4022,1018668,1014924,0.99632,2,9,13,22,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
13,647011,642990,4021,680555,641775,0.94302,3,14,25,3712,1,4,1,0,121.34,0.00,0,121,121.35,15994,0,0,0
14,640843,636828,4015,687404,637516,0.92743,2,15,26,3712,1,5,0,0,122.22,0.00,0,117,122.22,16985,0,0,0
15,961662,957630,4032,963303,944333,0.98031,2,10,17,2624,0,2,0,0,127.97,0.00,0,115,127.97,1086,0,0,0
16,988319,984297,4022,986015,969851,0.98361,2,9,15,2176,0,1,0,0,127.97,0.00,0,114,127.97,2388,0,0,0
17,1063222,1059199,4023,1048666,1044962,0.99647,2,9,14,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
18,1066059,1062038,4021,1047971,1045369,0.99752,2,9,14,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
19,1052923,1048901,4022,1034528,1024126,0.98995,2,9,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
20,1059133,1055112,4021,1042755,1038461,0.99588,2,9,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
21,1027241,1023218,4023,1010806,1006896,0.99613,2,9,14,30,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
22,1047856,1043835,4021,1029327,1023703,0.99454,2,9,14,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
23,1057206,1053185,4021,1035884,1029831,0.99416,2,9,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
24,1038638,1034616,4022,1016639,1003250,0.98683,2,9,14,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
25,1049422,1045400,4022,1025217,1019274,0.99420,2,9,13,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
26,1043890,1039879,4011,1017245,1012138,0.99498,2,9,13,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
27,662791,658786,4005,693453,653010,0.94168,3,14,25,3584,1,4,1,0,126.91,0.02,1,122,126.92,14142,0,0,0
28,631520,627498,4022,674350,628068,0.93137,2,15,27,3648,1,5,0,0,112.08,0.00,0,117,112.10,15081,0,0,0
29,916833,912812,4021,927111,901804,0.97270,2,10,19,3136,0,3,0,0,113.68,0.00,0,114,113.68,4949,0,0,0
30,1081640,1077617,4023,1066006,1062664,0.99686,2,9,14,23,0,0,0,0,126.27,0.11,1,114,126.27,0,0,0,0
31,1067322,1063301,4021,1050014,1045879,0.99606,2,9,14,23,0,0,0,0,127.97,0.00,1,114,127.97,0,0,0,0
32,1063249,1059228,4021,1043534,1037666,0.99438,2,9,14,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
33,1039222,1035200,4022,1014977,1011316,0.99639,2,10,14,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
34,1070515,1066493,4022,1041686,1039780,0.99817,2,9,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
35,1052863,1048841,4022,1023449,1017557,0.99424,2,9,13,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
36,1065065,1061048,4017,1033263,1030237,0.99707,2,9,13,22,0,0,0,0,127.97,0.02,1,114,127.97,0,0,0,0
37,1062601,1058580,4021,1024048,1021072,0.99709,2,9,14,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
38,1045201,1041179,4022,1003022,997961,0.99495,2,9,14,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
39,1019481,1015459,4022,982046,977784,0.99566,2,10,14,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
40,1041684,1037663,4021,1008024,996964,0.98903,2,9,13,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
41,702890,698871,4019,728670,697390,0.95707,3,13,24,3392,1,3,1,0,125.01,0.00,0,123,125.02,14718,0,0,0
42,635464,631435,4029,682635,633957,0.92869,2,15,26,3712,1,5,0,0,114.46,0.00,0,118,114.46,19545,0,0,0
43,802076,798050,4026,824945,781740,0.94763,2,12,22,3520,0,4,0,0,127.97,0.08,2,114,127.97,2987,0,0,0
44,1065056,1061037,4019,1054204,1051143,0.99710,2,9,14,28,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
45,1032440,1028421,4019,1019258,1014883,0.99571,2,10,15,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
46,1051444,1047423,4021,1036915,1029872,0.99321,2,9,14,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
47,1051751,1047731,4020,1037780,1032499,0.99491,2,9,14,25,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
48,1063052,1059031,4021,1048510,1039551,0.99146,2,9,13,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
49,1063063,1059041,4022,1046890,1040585,0.99398,2,9,13,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
50,1068111,1064089,4022,1049489,1048072,0.99865,2,9,13,24,0,0,0,0,127.97,0.02,1,114,127.97,0,0,0,0
51,1022855,1018834,4021,1003055,994510,0.99148,2,10,14,23,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
52,1061892,1057887,4005,1039954,1036237,0.99643,2,9,13,22,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
53,1051329,1047305,4024,1026211,1025056,0.99887,2,9,14,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
54,1036131,1032111,4020,1007929,1003392,0.99550,2,9,14,24,0,0,0,0,127.97,0.00,0,114,127.97,0,0,0,0
55,710649,706642,4007,736095,708430,0.96242,2,13,24,3456,0,4,1,0,117.36,0.00,0,121,106.52,10846,0,0,0
56,635980,631948,4032,688977,635268,0.92205,2,15,26,3712,1,5,0,0,104.88,0.00,0,116,104.88,20345,0,0,0
57,956291,952269,4022,958179,939675,0.98069,2,10,17,3136,0,2,0,0,113.44,0.00,0,114,113.45,1510,0,0,0
58,1059614,1055593,4021,1046985,1040677,0.99398,2,9,14,26,1,0,0,0,126.92,0.00,0,114,126.92,2563,0,0,0
59,1008788,1004766,4022,1000077,985014,0.98494,2,9,14,120,0,1,0,0,127.97,0.00,0,113,127.97,0,0,0,0
60,1065711,1061700,4011,1048295,1045268,0.99711,2,9,13,22,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
61,1059773,1055751,4022,1040707,1035463,0.99496,2,9,14,22,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
62,1052711,1048690,4021,1034752,1026879,0.99239,2,9,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
63,1027514,1023492,4022,1011609,1003060,0.99155,2,9,14,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
64,1049797,1045789,4008,1035208,1027583,0.99263,2,9,13,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
65,1055347,1051338,4009,1037558,1031479,0.99414,2,9,13,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
66,1059839,1055834,4005,1037378,1034348,0.99708,2,9,13,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
67,1044943,1040939,4004,1018910,1011189,0.99242,2,9,14,22,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
68,1056114,1052111,4003,1030099,1026994,0.99699,2,9,13,23,0,0,0,0,127.97,0.00,0,113,127.97,0,0,0,0
69,734236,730214,4022,756041,727430,0.96216,2,12,23,3584,1,3,1,0,116.96,0.00,0,122,116.96,12862,0,0,0
